Customer Key,Customer Name,Address1,City,State,Zip,Project Revenue,Service Contract Revenue,T&M Revenue,Total Revenue
BACMECH_GP,BALTIMORE AIR COIL COMPANY,7600 DORSEY RUN RD,JESSUP,MD,20794,$975,,,$975
BAMBECKMECH_GP,BAMBECK AND VEST,49 E. 4TH ST,Cincinnati,OH,45202,$32155,,,$32155
NV15093SERV_GP,BAR LOUIE MURFREESBORO,2615 MEDICAL CENTER PKWY,MURFREESBORO,TN,37219,,$6525,$4972,$11497
NV15099SERV_GP,BAR LOUIE NASHVILLE,314 11TH AVE S,NASVILLE,TN,37203,,$4242,,$4242
TN992143SERV_GP,BARGER CONCEPTS LLC,8216 PIMBROOK LN,KNOXVILLE,TN,37923,,,$792,$792
CN992310SERV_GP,BARK BOX INC,120 BROADWAY 12 FLOOR,NEW YORK,NY,10271,,$1199,$1418,$2617
CN980097SERV_GP,BATAVIA LOCAL SCHOOL DISTRICT,4 BULLDOG PLACE,Batavia,OH,45103,$62286,$333147,$333655,$729088
NV00132SERV_GP,BATTERIES PLUS 294,535 N THOMPSON LN,MURFREESBORO,TN,37129,$2687,,$3630,$6317
NV15070SERV_GP,BATTLE GROUND ACADEMY,336 ERNEST RICE LN,Franklin,TN,37069,$2657,,$1124,$3781
CN992024SERV_GP,BAY GOV LLC VIKING PARTNERS MANAGEMENT INC,8044 MONTGOMERY RD STE 600,Cincinnati,OH,45236,,$3470,$160,$3630
TN992079SERV_GP,BC TERMINALS LLC C/O COMMERCIAL & INVESTMENT PROPERTIES,1225 E WEISGARBER RD STE 390,KNOXVILLE,TN,37909,$18484,$84706,$29082,$132272
LV990153SERV_GP,BDG PROPERTIES,10529 TIMBERWOOD CIRCLE,Louisville,KY,40223,,$705,$1187,$1892
BEACON ELECTMECH_GP,Beacon Electric Company,7815 Redsky Dr,Cincinnati,OH,45249,$280953,,,$280953
BEACONORTHOFACIMECH_GP,"BEACON ORTHOPAEDICS FACILITIES, LLC",C/O CULMEN REAL ESTATE SERVICES,Dayton,OH,45401,$9773,,,$9773
BEACONMECH_GP,Beacon Orthopedics & Sports Medicine,500 E-Business Way,"Cincinnati,",OH,45241,$3280,,,$3280
NV15076SERV_GP,BEARDED IRIS BREWING,101 VAN BUREN ST,NASHVILLE,TN,37208,$4497,$10092,$38163,$52752
TN991798SERV_GP,BEARDEN HILL OFFICE PARTNERS,1111 N NORTHSHORE DR,KNOXVILLE,TN,37919,$279824,$61896,$95851,$437571
CN992339SERV_GP,BEAUTIFUL SAVIOR LUTHERAN CHURCH AND SCHOOL,11981 PIPPIN RD,Cincinnati,Ohio,45231,,,$277,$277
TN960660SERV_GP,BEAVER DAM BAPTIST CHURCH,4328 EMORY ROAD,KNOXVILLE,TN,37938,$570356,$51252,$88276,$709885
WV990184SERV_GP,BECKLEY ARH HOSPITAL,200 HOSPITAL DR,SOUTH WILLIAMSON,KY,41503,$22781,,$0,$22781
LX990112SERV_GP,BEDFORD ACRES CHRISTIAN CHURCH,5414 LEXINGTON RD,Paris,KY,40361,,,$1391,$1391
BELCANMECH_GP,BELCAN,10200 ANDERSON WAY,Cincinnati,OH,45242,$15486,,,$15486
LV990305SERV_GP,BELFLEX STAFFING NETWORK,Accounts Payable,Cincinnati,OH,45249,,$1995,$445,$2440
IN990317SERV_GP,BELKIN INC.,558 AIRTECH PKWY,Plainfield,IN,46168,,$23809,$15568,$39377
BELL COUNTYMECH_GP,BELL COUNTY FISCAL COURT,PO Box 339,PINEVILLE,KY,40977,$82440,,,$82440
LV990382SERV_GP,BELLARMINE UNIVERSITY,2001 NEWBERG RD,Louisville,KY,40205,$117265,$59956,$189462,$366683
LV990499SERV_GP,BELTERRA RESORT INDIANA,777 BELTERRA DR,Florence,IN,47020,$120283,,,$120283
BELTERRAMECH_GP,"BELTERRA RESORT INDIANA, LLC",777 BELTERRA DRIVE,BELTERRA,IN,47020,$79837,,,$79837
LX990435SERV_GP,BELTONE,4383 OLD HARRODSBURG RD STE165,LEXINGTON,KY,40513,,,$435,$435
TN992148SERV_GP,BENCHMARK PHYSICAL THERAPY,6397 LEE HWY STE 300,CHATTANOOGA,TN,37421,,,$18297,$18297
NV00114SERV_GP,BERKELEY PARTNERS,2121 N PEARL ST,DALLAS,TX,75201,$7397,,,$7397
CN992242SERV_GP,BERNARD LABORATORIES INC,1738 TOWNSEND PLACE,Cincinnati,OH,45223,,,$704,$704
BERTKE ELECTMECH_GP,"BERTKE ELECTRIC CO., INC.",1645 BLUE ROCK ST,Cincinnati,OH,45223,$3830,,,$3830
BEST SANITIZERSMECH_GP,BEST SANITIZERS INC.,PO BOX 1360,PENN VALLEY,CA,95946,$910611,,,$910611
DY991048SERV_GP,BEST-ONE TIRE & SERVICE OF LIMA,701 E. HANTHORN ROAD,LIMA,OH,45804,,,$3703,$3703
LV990133SERV_GP,BETHLEHEM HIGH SCHOOL,309 W STEPHEN FOSTER AVE,BARDSTOWN,KY,40004,,$12232,$2158,$14391
CN991515SERV_GP,BEXLEY CITY SCHOOL DISTRICT,348 SOUTH CASSINGHAM ROAD,BEXLEY,OH,43209,$168201,$1037629,$132490,$1338320
IN990497SERV_GP,BGIS US LLC RE: REGIONS,UNITED STATES,NAPLES,FL,34102,,,$919,$919
TN992075SERV_GP,BGIS US LLC RE: REGIONS,UNITED STATES,NAPLES,FL,34102,$77536,$54060,$367992,$499588
BGRMECH_GP,BGR,6392 Gano Rd,"West Chester,",OH,45069,$525,,,$525
CN990123SERV_GP,BGR INC,6392 GANO ROAD,WEST CHESTER,OH,45069,$52367,,,$52367
LV990510SERV_GP,BGR PACKAGING,6392 Gano Rd,WEST CHESTER,OH,45069,$2714,$2820,$4065,$9599
IN990514SERV_GP,BGR PACKAGING - INDIANAPOLIS,6392 GANO ROAD,WEST CHESTER,OH,45069,,$610,,$610
BHDP ARCHITECTUMECH_GP,BHDP Architecture,3500 Read Bank Road,Cincinnati,OH,452227,$8618,,,$8618
WV990148SERV_GP,BIBLE CENTER CHURCH,100 BIBLE CENTER DR,Charleston,WV,25309,$77915,$174078,$3976,$255970
TN991797SERV_GP,BIBLE HARRIS SMITH PC,507 CLINCH AVE,KNOXVILLE,TN,37902,,$7647,$18073,$25720
IN990167SERV_GP,BIG LOTS STORES INC,4900 E DUBLIN GRANVILLE RD,Columbus,Ohio,43081-7651,$1292712,$306349,$321639,$1920699
CN992226SERV_GP,BILL & LISA HUGHES,400 PIKE STREET,CINCINATI,OH,45202,,,$2567,$2567
BILL KENNEYMECH_GP,BILL KENNEY,5200 BRASHER AVE,Cincinnati,OH,45226,$18199,,,$18199
DY991150SERV_GP,BILLERUD US PRODUCTION HOLDINGS LLC,10050 Innovation Dr,MIAMISBURG,OH,45342,$3347,,$1760,$5107
LV990486SERV_GP,BILLY HAYS,610 HATHERLIGH LN,LOU,KY,40222,,,$1316,$1316
WV990306SERV_GP,BINFORD ELECTRIC,3570 CARROLL EASTERN RD,CARROLL,OH,43112,$41178,,$3197,$44375
LX990440SERV_GP,BIRTLEY INDUSTRIAL EQUIPMENT CORPORATION,2333 INNOVATION DR,LEXINGTON,KY,40511,,$10602,$11114,$21716
BISCANMECH_GP,BISCAN CONSTRUCTION,9160 CARUTHERS PARKWAY,Franklin,TN,37067,$196106,,,$196106
DY990915SERV_GP,BISHOP FENWICK HIGH SCHOOL,4855 STATE ROUTE OH-122,Franklin,OH,45005,$3851,$32041,$47777,$83669
NV00104SERV_GP,BLACK RIFLE COFFEE COMPANY,621 PARKTOWER RD,MANCHESTER,TN,37355,,$22225,$8349,$30574
TN200410SERV_GP,BLAINE CONSTRUCTION CORPORATION,6510 DEANE HILL DRIVE,KNOXVILLE,TN,37919,$22817,$14573,$5137,$42527
BLOOMFIELD SCHOMECH_GP,BLOOMFIELD/SCHON + PARTNERS,"660 LINCOLN AVENUE, SUITE 303",Cincinnati,OH,45206,$546,,,$546
TN992095SERV_GP,"BLOUNT MEMORIAL HOSPITAL, INC",103 WEST BROADWAY,MARYVILLE,TN,37801,$21324,$49596,$123562,$194482
COLLIERSINTMECH_GP,BLUE ASH ACQUISTIONS C/O COLLIER,C/O COLLIERS INTERNATIONAL,Blue Ash,OH,45242,$5725,,,$5725
CN991548SERV_GP,BLUE BUFFALO CO,1201 LOGISTICS WAY,Monroe,OH,45050,$9317,$23429,$9225,$41971
NV15029SERV_GP,BLUE HOLDINGS LLC CO FOUNDRY COMMERICAL LLC,29 HERMITAGE AVE,NASHVILLE,TN,37210,$3869,$27096,$54530,$85495
TN991975SERV_GP,"BLUE RIDGE REALTY, INC c/o LAKESIDE CENTRE REALTY PARTNERS LLC",265 BROOKVIEW CENTRE WAY #602,KNOXVILLE,TN,37919,$431740,$200,$35391,$467331
TN991871SERV_GP,"BLUE RIDGE REALTY, INC. c/o BROOKVALE II, LLC.",265 BROOKVIEW CENTRE WAY #602,KNOXVILLE,TN,37919,,$3800,,$3800
TN991863SERV_GP,"BLUE RIDGE REALTY, INC. c/o BROOKVIEW PROMENADE, LLC",265 BROOKVIEW CENTRE WAY #602,KNOXVILLE,TN,37919,$70874,$138466,$206508,$415848
TN991860SERV_GP,"BLUE RIDGE REALTY, INC. c/o CROSS PARK PLAZA ASSOCIATION, INC",265 BROOKVIEW CENTRE WAY #602,KNOXVILLE,TN,37919,$143914,$23150,$52133,$219196
TN991861SERV_GP,"BLUE RIDGE REALTY, INC. c/o PELLISSIPPI SOUTH, LLC",265 BROOKVIEW CENTRE WAY #602,KNOXVILLE,TN,37919,$18271,$99984,$163329,$281584
TN991862SERV_GP,"BLUE RIDGE REALTY, INC. c/o TWO LAKESIDE REALTY, LLC","",KNOXVILLE,TN,"",$32804,$66381,$68385,$167570
IN990479SERV_GP,BLUE RIVER CAREER PROGRAMS,801 ST JOSEPH STREET,SHELBYVILLE,IN,46176,,,$17784,$17784
BLUE STARMECH_GP,BLUE STAR,24 SPIRAL DRIVE,Florence,KY,41042,$8419,,,$8419
LX990179SERV_GP,BLUE STAR PLASTICS,201 W LOUDON AVE,LEXINGTON,KY,40508,,$17500,$13234,$30734
IN990374SERV_GP,BLUEGRACE LOGISTICS,PO BOX 55321,Indianapolis,IN,46205,,,$214,$214
LX990500SERV_GP,BLUEGRASS COMMUNITY HOSPITAL C/O LIFEPOINT,PO BOX 282308,NASHVILLE,TN,37228,,,$9748,$9748
IN990429SERV_GP,BLUEPEPPERMINT BOUTIQUE,11074 SILVERTREE CT,FISHERS,IN,46037,,$1025,$372,$1397
TN992066SERV_GP,BOB ADAMS RESIDENCE,2057 BLUEBONNET DR,MASCOT,TN,37806,,,$405,$405
LV990337SERV_GP,BOB SOKOLER,10527C TIMBERWOOD CIRCLE,Louisville,KY,40233,,,$329,$329
CN991852SERV_GP,BOB SUMEREL TIRE COMPANY,1257 COX AVE,Erlanger,KY,41018,,$10418,$4648,$15066
BOGEMECH_GP,"BOGE Rubber & Plastics USA, LLC",1102 Aviation Blvd,Hebron,KY,41048,$128642,,,$128642
CN991788SERV_GP,BOGE RUBBER AND PLASTIC,1102 AVIATION BLD,Hebron,KY,41048,$11401,$30626,$32542,$74569
TN992119SERV_GP,"BOGHANI PROPERTIES, LLC",900 S GAY ST,KNOXVILLE,TN,37902,,$10784,$2254,$13038
TN992039SERV_GP,BONITZ,5915 MIDDLEVIEW WAY,KNOXVILLE,TN,37909,,$9020,$1127,$10147
TN991456SERV_GP,BONITZ,PO BOX 51488,KNOXVILLE,TN,379501488,,$2955,$319,$3274
IN990047SERV_GP,BOONE COUNTY COURTHOUSE,201 COURTHOUSE SQUARE,LEBANON,IN,46052,$196080,$80248,$96593,$372921
CN992220SERV_GP,BOONE COUNTY FISCAL COURT,PO BOX 960,BURLINGTON,KY,41005,,,$422,$422
WV990295SERV_GP,Boone County Schools,69 AVENUE B,MADISON,WV,25130,$132201,,$0,$132201
IN990262SERV_GP,BORSHOFF,342 MASSACHUSETTS AVE,Indianapolis,IN,46204,,$600,$622,$1222
BOUMA CONSTMECH_GP,BOUMA CONSTRUCTION,4101 Roger B. Chaffee Blvd,GRAND RAPIDS,MI,49548,$93050,,,$93050
BOURBON CTYMECH_GP,Bourbon County Fiscal Court,301 East Main St,Paris,KY,40361,$470646,,,$470646
LX990269SERV_GP,Bourbon County Fiscal Court,301 East Main St,Paris,KY,40361,$345179,$377601,$79157,$801937
LX990418SERV_GP,BOURBON COUNTY LEGION PARK,30 LEGION DR,Paris,KY,40361,,$10920,$3942,$14862
LV990483SERV_GP,BOURBON II LOGISTICS CENTER,7316 NEW LAGRANGE ROAD,LOUSVILLE,KY,40222,,,$1856,$1856
BOYDMECH_GP,BOYD COUNTY FISCAL COURT,2800 LOUISA STREET,CATLETTSBURG,KY,41129,$1630434,,,$1630434
LX990313SERV_GP,Boyle County Fiscal Court,321 West Main St,DANVILLE,KY,40422,$14824,$78984,$98551,$192359
BOYLE COUNTYMECH_GP,Boyle County Fiscal Court,321 West Main St,"Danville,",KY,40422,$2850003,,,$2850003
TN991962SERV_GP,BRAD DAVIDSON,12709 SHADY RIDGE LN,KNOXVILLE,TN,37934,,,$1217,$1217
DY991057SERV_GP,BRADY WARE & COMPANY,3601 RIGBY ROAD SUITE 400,MIAMISBURG,OH,45342,,,$3269,$3269
DY991078SERV_GP,BRAINTREE PROPERTIES LLC,495 BYERS RD,MIAMISBURG,OH,45342,$380402,,$2700,$383102
CN992326SERV_GP,BRANDED GROUP INC,6101 BALL RD,CYPRESS,CA,90630,,$2070,$2178,$4248
BRANDICORPMECH_GP,BRANDI CORP,45 FAIRFIELD AVE.,BELLEVUE,KY,410736,$169143,,,$169143
CN950027SERV_GP,"BRANT, JOE",7260 MEADOWBROOK DRIVE,Cincinnati,OH,45237,,$5133,$12775,$17908
BRASCHMECH_GP,BRASCH-BARRY,PO Box 29,Carrollton,KY,41008,$30703,,,$30703
TN992213SERV_GP,BREAKOUT GAMES,211 CENTER PARK DR,KNOXVILLE,TN,37922,,,$1207,$1207
NV00152SERV_GP,BRENTWOOD BAPTIST CHURCH,7777 CONCORD RD,BRENTWOOD,TN,37027,$9367,,$622,$9989
LX990493SERV_GP,BRETON AVENIR CONSTRUCTION SERVICES INC,77 E WATER STREET,CHILLICOTHE,OH,45601,,,$3399,$3399
TN992138SERV_GP,BRI KIP LLC,9450 SW GEMINI DR PMB 73225,OR,97008,"",$550880,$848,$10610,$562338
CN992186SERV_GP,BRIAN & SHARI KELLEY,400 PIKE STREET,Cincinnati,OH,45202,$7700,,,$7700
DY990964SERV_GP,BRIGHT FARMS - GREENHOUSE,780 DAVIDS DRIVE,WILMINGTON,OH,45177,,$11058,$13164,$24222
BRIGHTONMECH_GP,BRIGHTON MILLS,707 HARRISON BROOKVILLE RD,WEST HARRISON,IN,47060,$34373,,,$34373
LX990419SERV_GP,BRIGHTVIEW HEALTH,4600 MONTGOMERY RD,Cincinnati,OH,45212,,$3335,$2081,$5416
CN991855SERV_GP,BRIGHTVIEW HEALTH LLC,446 MORGAN ST,Cincinnati,OH,45206,$14335,$142756,$174724,$331815
DY990970SERV_GP,BRIGHTVIEW HEALTH LLC COLUMBUS,446 MORGAN ST,Cincinnati,OH,45206,,$80234,$52813,$133046
DY991024SERV_GP,BRIGHTVIEW LANCASTER,615 ELSINORE PL SUITE 300,Cincinnati,OH,45202,,,$4185,$4185
BRINKMANMECH_GP,BRINKMANN CONSTRUCTORS,16650 CHESTERFIELD GROVE RD.,CHESTERFIELD,MO,63005,$37101,,,$37101
WV990232SERV_GP,BROADDUS HOSPITAL,1 HEALTHCARE DRIVE (Department#76806,PHILIPPI,WV,26416,,$16867,$15628,$32495
BROADWAYMECH_GP,"Broadway Development 2001, Ltd",212 East 3rd Street,"Cincinnati,",OH,45202,$14134,,,$14134
BROOKS MANAGEMECH_GP,BROOKS MANAGEMENT,6801 Quarterhorse Dr,SPRINGBORO,OH,45066,$31093,,,$31093
BROOKSTONE COMECH_GP,BROOKSTONE COMPANIES,521 SAGE RUN DRIVE,LEBANON,OH,45036,$114312,,,$114312
CN991147SERV_GP,BROWN CAMPBELL,555 QUALITY BLVD.,FAIRFIELD,OH,45014,$31768,,$15123,$46891
NV15075SERV_GP,BROWN FORMAN CORPORATION DBA JACK DANIEL DISTILERY,850 DIXIE HWY,Louisville,KY,40210,,$11868,,$11868
IN200001SERV_GP,BROWNING INVESTMENTS INC.,8940 RIVER CROSSING BLVD,Indianapolis,IN,46240,$1081454,$804769,$442270,$2328492
IN990045SERV_GP,BROWNSBURG COMMUNITY SCHOOL,310 STADIUM DRIVE,BROWNSBURG,IN,46112-1414,$133173,$210947,$84462,$428581
BRUNMECH_GP,Brunemann Bros. Construction,P.O. Box 383,Miamitown,OH,45041,$47643,,,$47643
CN991863SERV_GP,BRYAN EQUIPMENT SALES,6300 SMITH RD,Loveland,OH,45140,,$48817,$18109,$66926
IN990424SERV_GP,BRYANT-JONES INSURANCE & FINANCIAL SERVICES INC,7202 E 87TH ST,Indianapolis,IN,46256,,$2959,$687,$3646
TN992194SERV_GP,"BSN SPORTS, LLC",PO BOX 542527,DALLAS,TX,75354,,,$1566,$1566
BUCKEYE POWERMECH_GP,Buckeye Power,7782 Service Center Dr,Cincinnati,OH,45069,$8706,,,$8706
CN991341SERV_GP,"BUILDING 3800 REDBANK ROAD, LLC","3800 REDBANK ROAD, LLC",Cincinnati,OH,45227,,$552,$587,$1139
BUILDING MANAGEMECH_GP,BUILDING MANAGEMENT PARTNERS,2100 CONNER ROAD,Hebron,KY,41048,$1768882,,,$1768882
CN950449SERV_GP,BUILDING MANAGEMENT PARTNERS,2100 CONNOR ROAD,Hebron,KY,41048,$46967,$12528,$5704,$65198
LV990427SERV_GP,BULLITT COUNTY,1671 PRESTON HIGHWAY,Shepherdsville,KY,40165,,,$7104,$7104
BULLITT COUNTYMECH_GP,Bullitt County Fiscal Court,300 South Buckman Street,Shepherdsville,KY,40165,$2883639,,,$2883639
LV990476SERV_GP,BULLITT COUNTY PUBLIC LIBRARY,740 CONESTOGA PKWY,Shepherdsville,KENTUCKY,40165,$2160,$39984,$36905,$79049
LV990479SERV_GP,BULLITT II LOGISTICS CENTER LLC,7316 NEW LAGRANGE RD,Louisville,KY,40222,,$5640,$3403,$9043
BUNNMECH_GP,"Bunnell Hill Construction, Inc",3000 G Henkle Drive,LEBANON,OH,45036,$6164993,,,$6164993
CN992280SERV_GP,BUNZL,7757 UNION CENTER BLVD,WEST CHESTER,OH,45011,,$3001,,$3001
CN991997SERV_GP,BUNZL,8550 SEWARD RD,FAIRFIELD,OH,45011,,$4659,$3095,$7754
TN991649SERV_GP,BURKE-AILEY CONSTRUCTION CO INC,774 KIDWELLS RIDGE RD,MORRISTOWN,TN,37816,$2500558,,$12685,$2513243
BUTLER RURALMECH_GP,Butler Rural Electric Cooperative,3888 Stillwell Beckett Rd,Oxford,OH,45056-9338,$179557,,,$179557
CN991823SERV_GP,Butler Rural Electric Cooperative,3888 Stillwell Beckett Rd,Oxford,OH,45056-9338,$146377,$106377,$43017,$295771
CN991086SERV_GP,BWAY CORPORATION,375 NORTHRIDGE CENTER,ATLANTA,GA,30350,$286705,$128220,$163739,$578664
BWAY CORPORATIOMECH_GP,BWAY CORPORATION,8200 BROADWELL ROAD,Cincinnati,OH,45244,$78596,,,$78596
IN990325SERV_GP,BWI INDIANA INCORPORATED,3100 RESEARCH PK,KETTERING,OH,45420,$30025,$79748,$52766,$162539
NV15085SERV_GP,BYRNA TECHNOLOGIES INC,100 BURTT RD SUITE 100,ANDOVER,MA,01810,,$792,,$792
CN992235SERV_GP,BYRON PRODUCTS,3781 PORT UNION ROAD,FAIRFIELD,OH,45014,$30381,$13978,$24862,$69220
TN991936SERV_GP,C&L PROPERTIES,9128 COLCHESTER RIDGE ROAD,KNOXVILLE,TN,37922,$25343,,$2867,$28210
CN992266SERV_GP,C. BANKS PROPERTY MANAGEMENT LLC.,PO BOX 76076,HIGHLAND HEIGHTS,KY,41076,$87073,,$5150,$92223
NV00176SERV_GP,C.B. RAGLAND COMPANY,222 2ND AVE. SOUTH,NASHVILLE,TENNESSEE,37201,$141004,$40906,$91567,$273477
LX990331SERV_GP,C.I. THORNBURG,P.O. BOX 2163,HUNTINGTON,WV,25722,,$1599,$843,$2442
DY990991SERV_GP,C/O VENTAS HEALTHCARE REALTY LLC,353 N. CLARK STREET,CHICAGO,IL,60654,,$1532321,$9443,$1541764
DY991127SERV_GP,C5 GATEWAY 3 LLC,375 N FRONT STREET,COLUMUBS,OH,43215,,$11984,$1318,$13302
IN990226SERV_GP,CABLEMASTER,7533 WINTON DR,Indianapolis,IN,46268,,$443,,$443
IN990405SERV_GP,"CABLEMASTER, INC.",420 PEARL RD,BRUNSWICK,OH,44212,,$2890,$929,$3819
CN930126SERV_GP,CAC,8200 BROADWELL RD,CINCY,OH,45244,,,$2525,$2525
CACMECH_GP,CAC Distribution,11413 Enterprise Park Drive,Cincinnati,OH,45241,$19103,,,$19103
CADENCEMECH_GP,CADENCE MCSHANE CORPORATION,14860 MONTFORT DRIVE,DALLAS,TX,75254,$987880,,,$987880
CN991973SERV_GP,CALIFORNIA CLOSETS,3956 CULLIGAN RD,Indianapolis,IN,46218,,$6114,,$6114
CN991956SERV_GP,CALLISONS,2400 CALLISON RD NE,LACEY,WA,98516,,$19129,,$19129
IN990059SERV_GP,CALUMET LUBRICANTS,2780 WATERFRONT PKWY E DRIVE,Indianapolis,IN,46214,,$16381,$10291,$26672
CALVARY EPISCMECH_GP,Calvary Episcopal Church,3766 Clifton Ave,Cincinnati,OH,45220,$9937,,,$9937
IN990256SERV_GP,CAMBRIDGE CITY PUBLIC LIBRARY,600 WEST MAIN ST,CAMBRIDGE CITY,IN,47327,,$2097,$5466,$7563
IN990357SERV_GP,CAMPBELL'S SNACKS,1705 MIDWEST DR,Plainfield,IN,46168,$3238,$32050,$7287,$42575
LV990456SERV_GP,CAMPBELLSVILLE UNIVERSITY,2300 GREENE WAY,Louisville,KY,40220,,$24482,$1286,$25768
DY991013SERV_GP,CANAL WINCHESTER LOGISTICS LLC C/O JLL,375 N FRONT ST,Columbus,OH,43215,,$2711,$7325,$10036
DY991152SERV_GP,CANDEX SOLUTIONS INC,420 LEXINGTON AVE,NEW YORK,NY,10170,$11518,,$0,$11518
TN992116SERV_GP,CANNON AUTOMOTIVE SOLUTIONS,PO BOX 441637,DETROIT,MI,48244,$112844,,,$112844
TN991412SERV_GP,CAPITAL COMMERCIAL REAL ESTATE,150 MAJOR REYNOLDS PLACE,KNOXVILLE,TN,37919,$331817,$336212,$192920,$860950
DY991071SERV_GP,CAPITAL RESIN CORPORATION,324 DERING AVE,Columbus,OH,43207,$17081,,,$17081
IN990396SERV_GP,CAPITOL CONSTRUCTIN SERVICES INC,11051 VILLAGE SQUARE LN,FISHERS,IN,46038,$15464,,,$15464
TN992135SERV_GP,CAPSTAR BANK,1201 DEMONBEUN ST STE 700,NASHVILLE,TN,37203,,,$2377,$2377
TN992193SERV_GP,CAPSTONE CONCEPTS,6486 KINGSTON PIKE,KNOXVILLE,TN,37919,,,$1207,$1207
CN991903SERV_GP,CAPTAIN'S WATCH COA,903 ADAMS CROSSING,Cincinnati,OH,45202,,,$1413,$1413
CAREGIVERSMECH_GP,CAREGIVERS,2135 DANA AVE,Cincinnati,OH,45207,$415,,,$415
CARESOURCEMECH_GP,CARESOURCE MANAGEMENT GROUP,1 SOUTH MAIN,Dayton,OH,45402,$295,,,$295
LV990448SERV_GP,CARHARTT INC,5750 MERCURY DR,DEARBORN,MI,48126,,,$19745,$19745
CN992231SERV_GP,CARL ZEISS VISION,5300 CENTRAL PARKWAY,Dublin,CA,94568,,,$4435,$4435
NV00037SERV_GP,CARLEX GLASS AMERICA - NASHVILLE GLASS PLANT GD02A,7200 CENTENNIAL BLVD,NASHVILLE,TN,37209,$391760,$740203,$300847,$1432809
TN950573SERV_GP,CARLEX GLASS COMPANY,77 EXCELLENCE WAY,VONORE,TN,37885,$8317,,$0,$8317
TN950446SERV_GP,CARLSTAR GROUP,"MAIL STOP#74967, BU 111",PORTLAND,OR,97208-4939,$45764,$191813,$168242,$405819
TN992229SERV_GP,CARLTON INDUSTRIAL SOLUTIONS,120 LANDMARK DR,GREENSBORO,NC,27409,,,$1920,$1920
TN992064SERV_GP,CAROLINA ALE HOUSE,6510 CHAPELHILL RD,RALEIGH,NC,27607,,,$622,$622
NV15077SERV_GP,CAROTHERS CORNER LLC,PO BOX 993,BRENTWOOD,TN,37024,$82700,,,$82700
CARRMECH_GP,Carrera Construction,2409 Spring Grove Ave.,Cincinnati,OH,45214,$51800,,,$51800
LX990402SERV_GP,CARRIER CORPORATION,11501 PLANTSIDE DR,Louisville,KY,40299,$266002,,,$266002
LX990392SERV_GP,CARRIER CORPORATION C/O CONDUENT,PO BOX 981995 - MAIL STOP 543-35AF,EL PASO,TX,7998-1995,$89280,,$0,$89280
CARROLL CTY SCHMECH_GP,Carroll County School District,813 Hawkins St,"Carrolton,",KY,41008,$5889,,,$5889
CARTER CTYMECH_GP,Carter County Fiscal Court,300 West Main St,Grayson,KY,41143,$1783860,,,$1783860
LX990318SERV_GP,Carter County Fiscal Court,300 West Main St,Grayson,KY,41143,$9917,$67551,$45709,$123177
CN992247SERV_GP,CARTRIDGE BREWING,2885 DETROIT AVE,Cleveland,OH,44113,,$14410,$3050,$17459
LX990155SERV_GP,CASEY COUNTY HOSPITAL,187 WOLFORD AVE,Liberty,KY,42539,$230786,$165716,$15415,$411917
LX990459SERV_GP,CASEYS GENERAL STORES,1 SE CONVENIENCE BLVD,ANKENY,IA,50021,$15097,,$97652,$112749
LX990393SERV_GP,CASHING THE BLUEGRASS LLC,120 SUMMIT AT FRITZ FARM #155,LEXINGTON,KY,40517,,$2544,,$2544
IN990506SERV_GP,CATALYST PDG INC,2920 FORTUNE CIRCLE WEST DRIVE,Indianapolis,IN,46241,,,$797,$797
LX990332SERV_GP,CATHEDRAL OF THE ASSUMPTION,433 S 5TH ST #101,Louisville,KY,40202,$29900,,$5525,$35425
TN992113SERV_GP,CAZANA FAMILY DCP GENERAL PARTNERSHIP C/O COMMERCIAL & INVESTMEN,TWO CENTER SQUARE,KNOXVILLE,TN,37909,$280203,$21516,$25551,$327270
TN991980SERV_GP,CAZZY'S CORNER GRILL,2099 THUNDERHEAD ROAD,KNOXVILLE,TN,37922,,$26728,$100199,$126927
CBREMECH_GP,CB Richard Ellis,11500 Northlake Dr,"Cincinnati,",OH,45249,$1458,,,$1458
CB RICHARDMECH_GP,CB Richard Ellis,201 E 5th Street. Suite 1510,Cincinnati,OH,45202,$9554,,,$9554
CB RICH INDYMECH_GP,"CB Richard Ellis, Inc.",5925 West 71st Street,Indianapolis,IN,46278,$92130,,,$92130
CN992117SERV_GP,CBRE,100 MANGELLAN WAY,COVINGTON,KY,41015,,,$1422,$1422
DY991098SERV_GP,CBRE,2100 MCKINNEY AVE,DALLAS,TX,75201,,,$16355,$16355
CN992069SERV_GP,CBRE GWS LLC,6055 PRIMACY PARKWAY BUILDING II,Memphis,TN,38119,$12273,$21504,$17514,$51291
IN990425SERV_GP,CBRE NOVARTIS FM,PO BOX 9010,Warren,MI,48090,,$7032,,$7032
CBT COMPANYMECH_GP,CBT COMPANY,737 WEST SIXTH STREET,Cincinnati,OH,45203,$1047,,,$1047
TN991983SERV_GP,CC INDUSTRIES - BILLING,222 N LASALLE STREET,CHICAGO,IL,60601,,$4203,$5969,$10172
IN990446SERV_GP,CELLULAR SALES OF IN LLC,9750 E 150TH ST,NOBLESVILLE,IN,46060,$13312,$22376,$15204,$50892
CEN002SERV_GP,Centennial Medical Center - Nash,245 B Great Circle Rd,NASHVILLE,TN,37228,,$24588,$9007,$33595
