rule_type,brand,style_name,serial_regex,date_fields,example_serials,decade_ambiguity,guidance_action,guidance_text,evidence_excerpt,source_url,retrieved_on,image_urls
decode,COMFORT AIRE,Style 1: RSF 15 03 00183 (Nordyne style),^[R][S][F]\d{9}$,"{""year"": {""positions"": {""start"": 4, ""end"": 5}}, ""month"": {""positions"": {""start"": 6, ""end"": 7}}}","[""RSF150300183""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 4 th & 5 th positions of the serial number
Month of manufacture can be determined by using the 6 th & 7 th positions of the serial number
Note: The p",https://www.building-center.org/comfort-aire-hvac-age/,2026-01-25T03:35:17Z,"[""https://www.building-center.org/wp-content/uploads/2024/02/Comfort-Aire-style-1.jpg""]"
decode,COMFORT AIRE,Style 2: EB5D302F 32 01 07830 (Rheem style),^[E][B]\d[D]\d{3}[F]\d{9}$,"{""year"": {""positions"": {""start"": 11, ""end"": 12}}, ""week"": {""positions"": {""start"": 9, ""end"": 10}}}","[""EB5D302F320107830""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 11 th & 12 th positions of the serial number
Week of manufacture can be determined by using the 9 th & 10 th positions of the serial number",https://www.building-center.org/comfort-aire-hvac-age/,2026-01-25T03:35:17Z,"[""https://www.building-center.org/wp-content/uploads/2024/02/Comfort-Aire-style-2.jpg""]"
decode,COMFORT AIRE,Style 3: 08 04 237539 (Goodman style),^\d{10}$,"{""year"": {""positions"": {""start"": 1, ""end"": 2}}, ""month"": {""positions"": {""start"": 3, ""end"": 4}}}","[""0804237539""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 1 st & 2 nd positions of the serial number
Month of manufacture can be determined by using the 3 rd & 4 th positions of the serial number",https://www.building-center.org/comfort-aire-hvac-age/,2026-01-25T03:35:17Z,"[""https://www.building-center.org/wp-content/uploads/2024/02/Comfort-Aire-style-3.jpg""]"
decode,COMFORT AIRE,Style 4: R 04 24 070098 (ICP style),^[R]\d{10}$,"{""year"": {""positions"": {""start"": 2, ""end"": 3}}, ""week"": {""positions"": {""start"": 4, ""end"": 5}}}","[""R0424070098""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 2 nd & 3 rd positions of the serial number
Week of manufacture can be determined by using the 4 th & 5 th positions of the serial number",https://www.building-center.org/comfort-aire-hvac-age/,2026-01-25T03:35:17Z,"[""https://www.building-center.org/wp-content/uploads/2024/02/Comfort-Aire-style-4.jpg""]"
decode,COMFORT AIRE,Style 5: 92 A -C70097 (Addison Products - APCO style),"^[A-Z0-9-]{9,10}$","{""year"": {""positions"": {""start"": 1, ""end"": 2}}, ""month"": {""positions"": {""start"": 3, ""end"": 3}}}","[""92AC70097"", ""92A-C70097""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,"Year of manufacture can be determined by using the 1 st & 2 nd positions of the serial number
Month of manufacture can be determined by using the 3 rd position (letter) of the serial number
Note: This",https://www.building-center.org/comfort-aire-hvac-age/,2026-01-25T03:35:17Z,"[""https://www.building-center.org/wp-content/uploads/2024/02/Comfort-Aire-style-5-1.jpg""]"
guidance,COMFORT AIRE,Style 6: JR10006245X -or- BT 255768 046X (unknown manufacturer style),,{},[],"{""is_ambiguous"": true, ""notes"": ""Year positions not captured from text; chart/image likely required""}",chart_required,"Year positions not captured from text; chart/manual review required. Images: https://www.building-center.org/wp-content/uploads/2024/02/Comfort-Aire-style-6-data-plates.jpg, https://www.building-center.org/wp-content/uploads/2024/02/Comfort-Aire-style-6.jpg","We are currently unable to decode the manufacture date from this style. The serial number is from an unknown manufacturer. If you have information which may assist us, please send us a note !
Note: We",https://www.building-center.org/comfort-aire-hvac-age/,2026-01-25T03:35:17Z,"[""https://www.building-center.org/wp-content/uploads/2024/02/Comfort-Aire-style-6-data-plates.jpg"", ""https://www.building-center.org/wp-content/uploads/2024/02/Comfort-Aire-style-6.jpg""]"
decode,COMFORTMAKER,Style 3: 0000211401-P36-0098,^\d{10}[A-Z0-9-][P]\d{2}[A-Z0-9-]\d{4}$,"{""year"": {""positions"": {""start"": 2, ""end"": 3}}, ""month"": {""positions"": {""start"": 4, ""end"": 5}}, ""week"": {""positions"": {""start"": 4, ""end"": 5}}}","[""0000211401-P36-0098""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,Style 3: 0000211401-P36-0098 Back to Brand Listing Style 1: E 0725 14528 Description: Ten (10) character Serial number begins with a single letter followed by nine (9) numerical digits. Year of manufa,https://www.building-center.org/comfortmaker-hvac-age/,2026-01-25T03:35:18Z,[]
decode,COMFORTWAVE,Style 1: 1-99-C-9305-10,^\d[A-Z0-9-]\d{2}[A-Z0-9-][C][A-Z0-9-]\d{4}[A-Z0-9-]\d{2}$,"{""year"": {""positions"": {""start"": 2, ""end"": 3}}, ""month"": {""positions"": {""start"": 4, ""end"": 4}}, ""week"": {""positions"": {""start"": 9, ""end"": 10}}}","[""1-99-C-9305-10""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,Style 1: 1-99-C-9305-10 Back to Brand Listing Style 1: 1- 99-C -9305-10 Year of manufacture is 2nd-3rd characters Month of manufacture is 4th character Week of manufacture is 9th-10th characters Other,https://www.building-center.org/comfortwave-hvac-age/,2026-01-25T03:35:17Z,[]
guidance,COMITALE,Style 1: Unknown,,"{""year"": {""positions"": {""start"": 4, ""end"": 6}}}",[],"{""is_ambiguous"": true, ""notes"": ""No validated example serial for this style""}",pattern_no_example,"Style 1: Unknown Back to Brand Listing Style 1: Unknown Description: Unknown Unfortunately we are unable to determine the date of manufacture or age of these units. Perhaps you can assist us in our research with additional information. Email us at [email protected] Using the ANSI or CSA standards to determine approximate Date of Manufacture. Most manufacturers today are required to include the manufacture compliance standard on the data tag. For the U.S. the compliance standard is typically from the American National Standards Institute (ANSI). For Canada, a common standard compliance is through the Canada Standards Association Group (CSA). Many times both standards are listed. Regardless, the specific standard will normally be listed on the data tag/plate and followed by the YEAR of the l",Style 1: Unknown Back to Brand Listing Style 1: Unknown Description: Unknown Unfortunately we are unable to determine the date of manufacture or age of these units. Perhaps you can assist us in our re,https://www.building-center.org/comitale-hvac-age/,2026-01-25T03:35:19Z,[]
decode,COMMAND AIRE,Style 1: 97A00564 Style 2: F91-90391,^\d{2}[A]\d{5}$,"{""year"": {""positions"": {""start"": 1, ""end"": 2}}, ""month"": {""positions"": {""start"": 3, ""end"": 3}}}","[""97A00564""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,Style 1: 97A00564 Style 2: F91-90391 Back to Brand Listing Style 1: 97A 00564 Year of manufacture can be determined by using the 1st & 2nd numerical digits Month of manufacture can be determined by us,https://www.building-center.org/command-aire-hvac-age/,2026-01-25T03:35:19Z,[]
guidance,COMMERCIAL PAK,Style 1: UNKNOWN,,"{""year"": {""positions"": {""start"": 4, ""end"": 6}}}",[],"{""is_ambiguous"": true, ""notes"": ""No validated example serial for this style""}",pattern_no_example,"Style 1: UNKNOWN Back to Brand Listing Style 1: UNKNOWN Description: Unknown Unfortunately we are unable to determine the date of manufacture or age of these units. Perhaps you can assist us in our research with additional information. Email us at [email protected] Using the ANSI or CSA standards to determine approximate Date of Manufacture. Most manufacturers today are required to include the manufacture compliance standard on the data tag. For the U.S. the compliance standard is typically from the American National Standards Institute (ANSI). For Canada, a common standard compliance is through the Canada Standards Association Group (CSA). Many times both standards are listed. Regardless, the specific standard will normally be listed on the data tag/plate and followed by the YEAR of the l",Style 1: UNKNOWN Back to Brand Listing Style 1: UNKNOWN Description: Unknown Unfortunately we are unable to determine the date of manufacture or age of these units. Perhaps you can assist us in our re,https://www.building-center.org/commercial-pak-hvac-age/,2026-01-25T03:35:20Z,[]
guidance,COMMERCIAL PAK,Style 1: UNKNOWN,,"{""year"": {""positions"": {""start"": 4, ""end"": 6}}}","[""4TO6YEARS""]","{""is_ambiguous"": true, ""notes"": ""No validated example serial for this style""}",pattern_no_example,"Using the ANSI or CSA standards to determine approximate Date of Manufacture.
Most manufacturers today are required to include the manufacture compliance standard on the data tag. For the U.S. the compliance standard is typically from the American National Standards Institute (ANSI). For Canada, a common standard compliance is through the Canada Standards Association Group (CSA). Many times both standards are listed. Regardless, the specific standard will normally be listed on the data tag/plate and followed by the YEAR of the last revision (often the year is placed in parenthesis or follows the hyphen after the specific standard number). As these standards are revised or renewed approximately every 4 to 6 years, one can reasonably estimate the year of manufacture within 4-6 years from (af","Using the ANSI or CSA standards to determine approximate Date of Manufacture.
Most manufacturers today are required to include the manufacture compliance standard on the data tag. For the U.S. the com",https://www.building-center.org/commercial-pak-hvac-age/,2026-01-25T03:35:20Z,"[""https://building-center.org/wp-content/uploads/2015/09/ANSI-Date-Code.png""]"
guidance,COMPU AIRE,"Style 1: December, 2002",,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,"Style 1: December, 2002 Back to Brand Listing Style 1: December, 2002 Description: The model number, serial number, job No., and Date of Manufacture are located on a rating tag. The Date of Manufacture appears in the bottom half of the data located on the rating tag in the Month,YYYY format. If the tag fails to provide this information the manufacturer must be contacted. When contacting the manufacturer have the model & serial number handy. (See the rating tag below). Page last updated: 8 Nov 2015 Contact Compu-Aire, Inc. Contacting Compu-Aire , Inc. 8167 Byron Road Whittier, CA 90606 Tel: (562) 945-8971 Fax: (562) 696-0724 Inspection Notes This area has been reserved for any special considerations that inspectors or HVAC equipment owners should pay particular attention too. Access to this","Style 1: December, 2002 Back to Brand Listing Style 1: December, 2002 Description: The model number, serial number, job No., and Date of Manufacture are located on a rating tag. The Date of Manufactur",https://www.building-center.org/compu-aire-hvac-age/,2026-01-25T03:35:21Z,[]
guidance,CONCORD,Style 1: 0183290431 Style 2: 4601J19567,,{},[],"{""is_ambiguous"": true, ""notes"": ""No year position instructions found""}",no_data,"Style 1: 0183290431 Style 2: 4601J19567 Back to Brand Listing Style 1: 018329 0431 Style 2: 46 01J 19567 Page last updated: 6 June 2018 Contact Concord® (View) Contacting Concord Address: 215 Metropolitan Drive, West Columbia, SC 29170 : 1-800-448-5872 Web: www.concord-air.com Recalls (Empty) Trademarks & Service Marks (Disclaimer) Any of the trademarks, service marks, collective marks, design rights or similar rights that are mentioned, used or cited in the articles of the Building Intelligence Center (www.buildingcenter.org) are the property of their respective owners. Their use here does not imply that you may use them for any purpose other than for the same or a similar informational use as contemplated by the original authors of these articles under the CC-BY-SA and GFDL licensing sch",Style 1: 0183290431 Style 2: 4601J19567 Back to Brand Listing Style 1: 018329 0431 Style 2: 46 01J 19567 Page last updated: 6 June 2018 Contact Concord® (View) Contacting Concord Address: 215 Metropol,https://www.building-center.org/concord-hvac-age/,2026-01-25T03:35:22Z,[]
decode,COOLIT,Style 1: E042555,^[E]\d{6}$,"{""year"": {""positions"": {""start"": 2, ""end"": 3}}, ""month"": {""positions"": {""start"": 1, ""end"": 1}}}","[""E042555""]","{""is_ambiguous"": true, ""notes"": ""Year not 4 digits""}",,,Style 1: E042555 Back to Brand Listing Style 1: E04 2555 Description: Seven (7) character Serial number begins with one (1) letter digit followed by six (6) numerical digits. Month of manufacture can ,https://www.building-center.org/coolit-hvac-age/,2026-01-25T03:35:24Z,[]
guidance,COPELAND,Style 1: 16A******,,"{""year"": {""positions"": {""start"": 4, ""end"": 6}}}",[],"{""is_ambiguous"": true, ""notes"": ""No validated example serial for this style""}",pattern_no_example,"Style 1: 16A****** Back to Brand Listing Style 1: 16A****** Using the ANSI or CSA standards to determine approximate Date of Manufacture. Most manufacturers today are required to include the manufacture compliance standard on the data tag. For the U.S. the compliance standard is typically from the American National Standards Institute (ANSI). For Canada, a common standard compliance is through the Canada Standards Association Group (CSA). Many times both standards are listed. Regardless, the specific standard will normally be listed on the data tag/plate and followed by the YEAR of the last revision (often the year is placed in parenthesis or follows the hyphen after the specific standard number). As these standards are revised or renewed approximately every 4 to 6 years, one can reasonabl",Style 1: 16A****** Back to Brand Listing Style 1: 16A****** Using the ANSI or CSA standards to determine approximate Date of Manufacture. Most manufacturers today are required to include the manufactu,https://www.building-center.org/copeland-hvac-age/,2026-01-25T03:35:25Z,[]
