Master Customer Name,Master Customer Name Canonical,Industrial Group,Industrial Group Source,Industry Detail,Industry Detail Source,NAICS,NAICS Raw,NAICS Source,NAICS Sector Code,NAICS Sector Title,NAICS Subsector Code,NAICS Subsector Title,NAICS Industry Group Code,NAICS Industry Group Title,NAICS Industry Code,NAICS Industry Title,NAICS National Industry Code,NAICS National Industry Title,Method,Status,Confidence,Rationale,Support Category,Support Category Source,Company Website,Company Website Source,Company Logo URL,Company Logo URL Source,Company Logo URL (Apistemic),Company Logo URL (Apistemic) Source,Company Logo URL (Logo.dev),Company Logo URL (Logo.dev) Source,Enrichment Status,Enrichment Rationale,IsMerge,MergeGroupSize
Aesthetic Eye Oculoplastic Surgery,AESTHETIC EYE OCULOPLASTIC SURGERY,Healthcare / Senior Living,Segmentation Logic,Physician Office (Specialist),Verified Enrichment,621111,621111,Verified Enrichment,62,Health Care and Social Assistance,621,Ambulatory Health Care Services,6211,Offices of Physicians,62111,Offices of Physicians,621111,Offices of Physicians (except Mental Health Specialists),Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,,aestheticeyemd.com,Verified Enrichment,,,https://logos-api.apistemic.com/domain:aestheticeyemd.com,Computed from Company Website,https://img.logo.dev/aestheticeyemd.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
Afc Urgent Care,AFC URGENT CARE,Healthcare / Senior Living,Master Override,Urgent care clinic,Master Override,6214,6214,Master Override,62,Health Care and Social Assistance,621,Ambulatory Health Care Services,6214,Outpatient Care Centers,,,,,Entity Inference,Final,High,Verified enrichment updated: Company Website,,,afcurgentcare.com,Verified Enrichment,,,https://logos-api.apistemic.com/domain:afcurgentcare.com,Computed from Company Website,https://img.logo.dev/afcurgentcare.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
Afford a Vet Pasadena,AFFORD A VET PASADENA,Healthcare / Senior Living,Segmentation Logic,Veterinary Services,Verified Enrichment,541940,541940,Verified Enrichment,54,"Professional, Scientific, and Technical Services",541,"Professional, Scientific, and Technical Services",5419,"Other Professional, Scientific, and Technical Services",54194,Veterinary Services,541940,Veterinary Services,Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,,affordavet.com,Verified Enrichment,,,https://logos-api.apistemic.com/domain:affordavet.com,Computed from Company Website,https://img.logo.dev/affordavet.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
Afford a Vet Richmond Rd,AFFORD A VET RICHMOND RD,Healthcare / Senior Living,Segmentation Logic,Veterinary Services,Verified Enrichment,541940,541940,Verified Enrichment,54,"Professional, Scientific, and Technical Services",541,"Professional, Scientific, and Technical Services",5419,"Other Professional, Scientific, and Technical Services",54194,Veterinary Services,541940,Veterinary Services,Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,,affordavet.com,Verified Enrichment,,,https://logos-api.apistemic.com/domain:affordavet.com,Computed from Company Website,https://img.logo.dev/affordavet.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
Affordable Dentures,AFFORDABLE DENTURES,Healthcare / Senior Living,Master Override,Dental clinic,Master Override,6212,6212,Master Override,62,Health Care and Social Assistance,621,Ambulatory Health Care Services,6212,Offices of Dentists,,,,,Entity Inference,Final,High,Verified enrichment updated: Company Website,,,affordabledentures.com,Verified Enrichment,,,https://logos-api.apistemic.com/domain:affordabledentures.com,Computed from Company Website,https://img.logo.dev/affordabledentures.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
Affordable Service Solutions,AFFORDABLE SERVICE SOLUTIONS,Construction,Master Override,Trades/services (unclear),Master Override,2382,2382,Master Override,23,Construction,238,Specialty Trade Contractors,2382,Building Equipment Contractors,,,,,Heuristic,Final,High,Verified enrichment updated: Company Website,Mechanical Contractor,Master Override,affordableservicesolutions.com,Verified Enrichment,,,https://logos-api.apistemic.com/domain:affordableservicesolutions.com,Computed from Company Website,https://img.logo.dev/affordableservicesolutions.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
Ag Stones,AG STONES,Construction,Master Override,Construction Materials,Master Override,423320,423320,Master Override,42,Wholesale Trade,423,"Merchant Wholesalers, Durable Goods",4233,Lumber and Other Construction Materials Merchant Wholesalers,42332,"Brick, Stone, and Related Construction Material Merchant Wholesalers",423320,"Brick, Stone, and Related Construction Material Merchant Wholesalers",Manual Override,Final,High,Verified enrichment updated: Company Website,,,agstones.com,Verified Enrichment,,,https://logos-api.apistemic.com/domain:agstones.com,Computed from Company Website,https://img.logo.dev/agstones.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
Agellan Commercial Reit,AGELLAN COMMERCIAL REIT,Commercial Real Estate,Master Override,Commercial REIT,Master Override,5311,5311,Master Override,53,Real Estate and Rental and Leasing,531,Real Estate,5311,Lessors of Real Estate,,,,,Rule-Based,Final,High,Verified enrichment updated: Company Website,,,agellan.com,Verified Enrichment,,,https://logos-api.apistemic.com/domain:agellan.com,Computed from Company Website,https://img.logo.dev/agellan.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
Agree Realty,AGREE REALTY,Commercial Real Estate,Segmentation Logic,Real Estate Investment Trust,Verified Enrichment,531120,531120,Verified Enrichment,53,Real Estate and Rental and Leasing,531,Real Estate,5311,Lessors of Real Estate,53112,Lessors of Nonresidential Buildings (except Miniwarehouses),531120,Lessors of Nonresidential Buildings (except Miniwarehouses),Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,,agreerealty.com,Verified Enrichment,,,https://logos-api.apistemic.com/domain:agreerealty.com,Computed from Company Website,https://img.logo.dev/agreerealty.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
Ahc Clarksville,AHC CLARKSVILLE,Healthcare / Senior Living,Master Override,Skilled Nursing Facility,Master Override,623110,623110,Master Override,62,Health Care and Social Assistance,623,Nursing and Residential Care Facilities,6231,Nursing Care Facilities (Skilled Nursing Facilities),62311,Nursing Care Facilities (Skilled Nursing Facilities),623110,Nursing Care Facilities (Skilled Nursing Facilities),AI Analyst Research,Final,High,Verified enrichment updated: Company Website,,,ahcseniorcare.com,Verified Enrichment,,,https://logos-api.apistemic.com/domain:ahcseniorcare.com,Computed from Company Website,https://img.logo.dev/ahcseniorcare.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
Aicholtz,AICHOLTZ,Commercial Real Estate,Master Override,Property Owner / Holding Co,Master Override,531120,531120,Master Override,53,Real Estate and Rental and Leasing,531,Real Estate,5311,Lessors of Real Estate,53112,Lessors of Nonresidential Buildings (except Miniwarehouses),531120,Lessors of Nonresidential Buildings (except Miniwarehouses),Manual Override,Final,High,Analyst-approved override (method: Manual Override),,,,,,,,,,,Deferred,,FALSE,1
Aigc Solutions,AIGC SOLUTIONS,Commercial Services,Master Override,IT Consulting & Business Technology Services,Master Override,5415,5415,Master Override,54,"Professional, Scientific, and Technical Services",541,"Professional, Scientific, and Technical Services",5415,Computer Systems Design and Related Services,,,,,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,,aigcsolutions.com,Master Override,,,https://logos-api.apistemic.com/domain:aigcsolutions.com,Computed from Company Website,https://img.logo.dev/aigcsolutions.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,,,FALSE,1
Air Energy,AIR ENERGY,Commercial Services,Master Override,Energy services (unclear),Master Override,423730,423730,Verified Enrichment,42,Wholesale Trade,423,"Merchant Wholesalers, Durable Goods",4237,"Hardware, and Plumbing and Heating Equipment and Supplies Merchant Wholesalers",42373,Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers,423730,Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers,AI Analyst Research,Final,High,"Verified enrichment updated: NAICS, Company Website",,,aesrack.com,Verified Enrichment,,,https://logos-api.apistemic.com/domain:aesrack.com,Computed from Company Website,https://img.logo.dev/aesrack.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
Air Energy Systems,AIR ENERGY SYSTEMS,Commercial Services,Master Override,Energy services (unclear),Master Override,423730,423730,Verified Enrichment,42,Wholesale Trade,423,"Merchant Wholesalers, Durable Goods",4237,"Hardware, and Plumbing and Heating Equipment and Supplies Merchant Wholesalers",42373,Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers,423730,Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers,AI Analyst Research,Final,High,"Verified enrichment updated: NAICS, Company Website",,,aesrack.com,Verified Enrichment,,,https://logos-api.apistemic.com/domain:aesrack.com,Computed from Company Website,https://img.logo.dev/aesrack.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
Air Force One,AIR FORCE ONE,Commercial Services,Master Override,Ambiguous (HVAC? airline? brand?),Master Override,238220,238220,Verified Enrichment,23,Construction,238,Specialty Trade Contractors,2382,Building Equipment Contractors,23822,"Plumbing, Heating, and Air-Conditioning Contractors",238220,"Plumbing, Heating, and Air-Conditioning Contractors",AI Analyst Research,Final,High,"Verified enrichment updated: NAICS, Company Website",,,airforceone.com,Verified Enrichment,,,https://logos-api.apistemic.com/domain:airforceone.com,Computed from Company Website,https://img.logo.dev/airforceone.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
Air Gas,AIR GAS,Manufacturing,Master Override,Industrial gases,Master Override,3251,3251,Master Override,31-33,Manufacturing,325,Chemical Manufacturing,3251,Basic Chemical Manufacturing,,,,,Entity Inference,Final,High,Verified enrichment updated: Company Website,,,airgas.com,Verified Enrichment,,,https://logos-api.apistemic.com/domain:airgas.com,Computed from Company Website,https://img.logo.dev/airgas.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
Aisin Automotive,AISIN AUTOMOTIVE,Manufacturing,Master Override,Automotive components,Master Override,3363,3363,Master Override,31-33,Manufacturing,336,Transportation Equipment Manufacturing,3363,Motor Vehicle Parts Manufacturing,,,,,Entity Inference,Final,High,Verified enrichment updated: Company Website,,,aisinauto.com,Verified Enrichment,,,https://logos-api.apistemic.com/domain:aisinauto.com,Computed from Company Website,https://img.logo.dev/aisinauto.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
Aisin World of America,AISIN WORLD OF AMERICA,Manufacturing,Master Override,Automotive components,Master Override,3363,3363,Master Override,31-33,Manufacturing,336,Transportation Equipment Manufacturing,3363,Motor Vehicle Parts Manufacturing,,,,,Entity Inference,Final,High,Verified enrichment updated: Company Website,,,aisinworld.com,Verified Enrichment,,,https://logos-api.apistemic.com/domain:aisinworld.com,Computed from Company Website,https://img.logo.dev/aisinworld.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
Ajk Management,AJK MANAGEMENT,Commercial Services,Segmentation Logic,Property Management,Verified Enrichment,531312,531312,Verified Enrichment,53,Real Estate and Rental and Leasing,531,Real Estate,5313,Activities Related to Real Estate,53131,Real Estate Property Managers,531312,Nonresidential Property Managers,Heuristic,,Low,"Verified enrichment updated: NAICS, Industry Detail",,,,,,,,,,,Verified,,FALSE,1
Akers Packaging,AKERS PACKAGING,Manufacturing,Segmentation Logic,Packaging Manufacturing,Verified Enrichment,322211,322211,Verified Enrichment,31-33,Manufacturing,322,Paper Manufacturing,3222,Converted Paper Product Manufacturing,32221,Paperboard Container Manufacturing,322211,Corrugated and Solid Fiber Box Manufacturing,Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,,akerspkg.com,Verified Enrichment,,,https://logos-api.apistemic.com/domain:akerspkg.com,Computed from Company Website,https://img.logo.dev/akerspkg.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
Alba Manufacturing,ALBA MANUFACTURING,Manufacturing,Segmentation Logic,Conveyor System Mfg,Verified Enrichment,333922,333922,Verified Enrichment,31-33,Manufacturing,333,Machinery Manufacturing,3339,Other General Purpose Machinery Manufacturing,33392,Material Handling Equipment Manufacturing,333922,Conveyor and Conveying Equipment Manufacturing,Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,,albamfg.com,Verified Enrichment,,,https://logos-api.apistemic.com/domain:albamfg.com,Computed from Company Website,https://img.logo.dev/albamfg.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
Albert M Higley,ALBERT M HIGLEY,Construction,Master Override,General Contractor,Master Override,236220,236220,Master Override,23,Construction,236,Construction of Buildings,2362,Nonresidential Building Construction,23622,Commercial and Institutional Building Construction,236220,Commercial and Institutional Building Construction,Manual Override,Final,High,Analyst-approved override (method: Manual Override),,,amhigley.com,Master Override,,,https://logos-api.apistemic.com/domain:amhigley.com,Computed from Company Website,https://img.logo.dev/amhigley.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,,,FALSE,1
Alec Blaine,ALEC BLAINE,Individual / Misc,Master Override,Individual,Master Override,,,,,,,,,,,,,,Manual Override,Final,High,Analyst-approved override (method: Manual Override),,,,,,,,,,,Deferred,,FALSE,1
Alhuda Foundation,ALHUDA FOUNDATION,Non-Profit / Religious,Segmentation Logic,Religious Organization,Verified Enrichment,813110,813110,Verified Enrichment,81,Other Services (except Public Administration),813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",8131,Religious Organizations,81311,Religious Organizations,813110,Religious Organizations,Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,,alhudafoundation.org,Verified Enrichment,,,https://logos-api.apistemic.com/domain:alhudafoundation.org,Computed from Company Website,https://img.logo.dev/alhudafoundation.org?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
Ali Industries,ALI INDUSTRIES,Manufacturing,Master Override,Manufacturing (unclear),Master Override,327910,327910,Verified Enrichment,31-33,Manufacturing,327,Nonmetallic Mineral Product Manufacturing,3279,Other Nonmetallic Mineral Product Manufacturing,32791,Abrasive Product Manufacturing,327910,Abrasive Product Manufacturing,AI Analyst Research,Final,High,"Verified enrichment updated: NAICS, Company Website",,,gatorfinishing.com,Verified Enrichment,,,https://logos-api.apistemic.com/domain:gatorfinishing.com,Computed from Company Website,https://img.logo.dev/gatorfinishing.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,Computed from Company Website,Verified,,FALSE,1
