Customer Key,Original Name,Master Customer Name,Master Customer Name Canonical,Industrial Group,Industry Detail,NAICS,NAICS Raw,NAICS Source,NAICS Sector Code,NAICS Sector Title,NAICS Subsector Code,NAICS Subsector Title,NAICS Industry Group Code,NAICS Industry Group Title,NAICS Industry Code,NAICS Industry Title,NAICS National Industry Code,NAICS National Industry Title,Method,Status,Confidence,Rationale,Support Category,Company Website,Company Logo URL,Company Logo URL (Apistemic),Company Logo URL (Logo.dev),Source
IN990410SERV_GP,Ael-Span,Aelspan,AELSPAN,Manufacturing,Aerospace/industrial (likely “AELSPAN” related),488510,488510,Verified Enrichment,48-49,Transportation and Warehousing,488,Support Activities for Transportation,4885,Freight Transportation Arrangement,48851,Freight Transportation Arrangement,488510,Freight Transportation Arrangement,AI Analyst Research,Final,High,"Verified enrichment updated: NAICS, Company Website",,aelspan.com,,https://logos-api.apistemic.com/domain:aelspan.com,https://img.logo.dev/aelspan.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
CN990200SERV_GP,Aero-Blast,Aeroblast,AEROBLAST,Manufacturing,Industrial equipment/services,327910,327910,Verified Enrichment,31-33,Manufacturing,327,Nonmetallic Mineral Product Manufacturing,3279,Other Nonmetallic Mineral Product Manufacturing,32791,Abrasive Product Manufacturing,327910,Abrasive Product Manufacturing,AI Analyst Research,Final,High,"Verified enrichment updated: NAICS, Company Website",,aeroblastmedias.com,,https://logos-api.apistemic.com/domain:aeroblastmedias.com,https://img.logo.dev/aeroblastmedias.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
DY991111SERV_GP,Aerospace Lubricants Inc,Aerospace Lubricants,AEROSPACE LUBRICANTS,Manufacturing,Specialty lubricants,3241,3241,Master Override,31-33,Manufacturing,324,Petroleum and Coal Products Manufacturing,3241,Petroleum and Coal Products Manufacturing,,,,,Heuristic,Final,High,Verified enrichment updated: Company Website,,aerospacelubricants.com,,https://logos-api.apistemic.com/domain:aerospacelubricants.com,https://img.logo.dev/aerospacelubricants.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
DY991123SERV_GP,Aesthetic Eye Oculoplastic Surgery,Aesthetic Eye Oculoplastic Surgery,AESTHETIC EYE OCULOPLASTIC SURGERY,Healthcare / Senior Living,Physician Office (Specialist),621111,621111,Verified Enrichment,62,Health Care and Social Assistance,621,Ambulatory Health Care Services,6211,Offices of Physicians,62111,Offices of Physicians,621111,Offices of Physicians (except Mental Health Specialists),Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,aestheticeyemd.com,,https://logos-api.apistemic.com/domain:aestheticeyemd.com,https://img.logo.dev/aestheticeyemd.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
TN991883SERV_GP,Afc Urgent Care,Afc Urgent Care,AFC URGENT CARE,Healthcare / Senior Living,Urgent care clinic,6214,6214,Master Override,62,Health Care and Social Assistance,621,Ambulatory Health Care Services,6214,Outpatient Care Centers,,,,,Entity Inference,Final,High,Verified enrichment updated: Company Website,,afcurgentcare.com,,https://logos-api.apistemic.com/domain:afcurgentcare.com,https://img.logo.dev/afcurgentcare.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
LX990334SERV_GP,Afford A Vet - Pasadena,Afford a Vet Pasadena,AFFORD A VET PASADENA,Healthcare / Senior Living,Veterinary Services,541940,541940,Verified Enrichment,54,"Professional, Scientific, and Technical Services",541,"Professional, Scientific, and Technical Services",5419,"Other Professional, Scientific, and Technical Services",54194,Veterinary Services,541940,Veterinary Services,Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,affordavet.com,,https://logos-api.apistemic.com/domain:affordavet.com,https://img.logo.dev/affordavet.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
LX990333SERV_GP,Afford A Vet - Richmond Rd,Afford a Vet Richmond Rd,AFFORD A VET RICHMOND RD,Healthcare / Senior Living,Veterinary Services,541940,541940,Verified Enrichment,54,"Professional, Scientific, and Technical Services",541,"Professional, Scientific, and Technical Services",5419,"Other Professional, Scientific, and Technical Services",54194,Veterinary Services,541940,Veterinary Services,Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,affordavet.com,,https://logos-api.apistemic.com/domain:affordavet.com,https://img.logo.dev/affordavet.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
TN991753SERV_GP,Affordable Dentures,Affordable Dentures,AFFORDABLE DENTURES,Healthcare / Senior Living,Dental clinic,6212,6212,Master Override,62,Health Care and Social Assistance,621,Ambulatory Health Care Services,6212,Offices of Dentists,,,,,Entity Inference,Final,High,Verified enrichment updated: Company Website,,affordabledentures.com,,https://logos-api.apistemic.com/domain:affordabledentures.com,https://img.logo.dev/affordabledentures.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
AFFORDABLESERVIMECH_GP,Affordable Service Solutions,Affordable Service Solutions,AFFORDABLE SERVICE SOLUTIONS,Construction,Trades/services (unclear),2382,2382,Master Override,23,Construction,238,Specialty Trade Contractors,2382,Building Equipment Contractors,,,,,Heuristic,Final,High,Verified enrichment updated: Company Website,Mechanical Contractor,affordableservicesolutions.com,,https://logos-api.apistemic.com/domain:affordableservicesolutions.com,https://img.logo.dev/affordableservicesolutions.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,MECH_GP
CN992331SERV_GP,Ag Stones,Ag Stones,AG STONES,Construction,Construction Materials,423320,423320,Master Override,42,Wholesale Trade,423,"Merchant Wholesalers, Durable Goods",4233,Lumber and Other Construction Materials Merchant Wholesalers,42332,"Brick, Stone, and Related Construction Material Merchant Wholesalers",423320,"Brick, Stone, and Related Construction Material Merchant Wholesalers",Manual Override,Final,High,Verified enrichment updated: Company Website,,agstones.com,,https://logos-api.apistemic.com/domain:agstones.com,https://img.logo.dev/agstones.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
IN990270SERV_GP,Agellan Commercial Reit,Agellan Commercial Reit,AGELLAN COMMERCIAL REIT,Commercial Real Estate,Commercial REIT,5311,5311,Master Override,53,Real Estate and Rental and Leasing,531,Real Estate,5311,Lessors of Real Estate,,,,,Rule-Based,Final,High,Verified enrichment updated: Company Website,,agellan.com,,https://logos-api.apistemic.com/domain:agellan.com,https://img.logo.dev/agellan.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
IN990393SERV_GP,Agree Realty Corporation,Agree Realty,AGREE REALTY,Commercial Real Estate,Real Estate Investment Trust,531120,531120,Verified Enrichment,53,Real Estate and Rental and Leasing,531,Real Estate,5311,Lessors of Real Estate,53112,Lessors of Nonresidential Buildings (except Miniwarehouses),531120,Lessors of Nonresidential Buildings (except Miniwarehouses),Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,agreerealty.com,,https://logos-api.apistemic.com/domain:agreerealty.com,https://img.logo.dev/agreerealty.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
NV00151SERV_GP,Ahc Clarksville,Ahc Clarksville,AHC CLARKSVILLE,Healthcare / Senior Living,Skilled Nursing Facility,623110,623110,Master Override,62,Health Care and Social Assistance,623,Nursing and Residential Care Facilities,6231,Nursing Care Facilities (Skilled Nursing Facilities),62311,Nursing Care Facilities (Skilled Nursing Facilities),623110,Nursing Care Facilities (Skilled Nursing Facilities),AI Analyst Research,Final,High,Verified enrichment updated: Company Website,,ahcseniorcare.com,,https://logos-api.apistemic.com/domain:ahcseniorcare.com,https://img.logo.dev/ahcseniorcare.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
CN991511SERV_GP,Aicholtz Llc,Aicholtz,AICHOLTZ,Commercial Real Estate,Property Owner / Holding Co,531120,531120,Master Override,53,Real Estate and Rental and Leasing,531,Real Estate,5311,Lessors of Real Estate,53112,Lessors of Nonresidential Buildings (except Miniwarehouses),531120,Lessors of Nonresidential Buildings (except Miniwarehouses),Manual Override,Final,High,Analyst-approved override (method: Manual Override),,,,,,SERV_GP
CN992148SERV_GP,Aigc Solutions,Aigc Solutions,AIGC SOLUTIONS,Commercial Services,IT Consulting & Business Technology Services,5415,5415,Master Override,54,"Professional, Scientific, and Technical Services",541,"Professional, Scientific, and Technical Services",5415,Computer Systems Design and Related Services,,,,,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,aigcsolutions.com,,https://logos-api.apistemic.com/domain:aigcsolutions.com,https://img.logo.dev/aigcsolutions.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
DY991010SERV_GP,Air Energy,Air Energy,AIR ENERGY,Commercial Services,Energy services (unclear),423730,423730,Verified Enrichment,42,Wholesale Trade,423,"Merchant Wholesalers, Durable Goods",4237,"Hardware, and Plumbing and Heating Equipment and Supplies Merchant Wholesalers",42373,Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers,423730,Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers,AI Analyst Research,Final,High,"Verified enrichment updated: NAICS, Company Website",,aesrack.com,,https://logos-api.apistemic.com/domain:aesrack.com,https://img.logo.dev/aesrack.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
AIR ENERGYMECH_GP,Air Energy Systems,Air Energy Systems,AIR ENERGY SYSTEMS,Commercial Services,Energy services (unclear),423730,423730,Verified Enrichment,42,Wholesale Trade,423,"Merchant Wholesalers, Durable Goods",4237,"Hardware, and Plumbing and Heating Equipment and Supplies Merchant Wholesalers",42373,Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers,423730,Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers,AI Analyst Research,Final,High,"Verified enrichment updated: NAICS, Company Website",,aesrack.com,,https://logos-api.apistemic.com/domain:aesrack.com,https://img.logo.dev/aesrack.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,MECH_GP
AIR FORCE ONEMECH_GP,"Air Force One, Inc.",Air Force One,AIR FORCE ONE,Commercial Services,Ambiguous (HVAC? airline? brand?),238220,238220,Verified Enrichment,23,Construction,238,Specialty Trade Contractors,2382,Building Equipment Contractors,23822,"Plumbing, Heating, and Air-Conditioning Contractors",238220,"Plumbing, Heating, and Air-Conditioning Contractors",AI Analyst Research,Final,High,"Verified enrichment updated: NAICS, Company Website",,airforceone.com,,https://logos-api.apistemic.com/domain:airforceone.com,https://img.logo.dev/airforceone.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,MECH_GP
LX950098SERV_GP,Air Gas,Air Gas,AIR GAS,Manufacturing,Industrial gases,3251,3251,Master Override,31-33,Manufacturing,325,Chemical Manufacturing,3251,Basic Chemical Manufacturing,,,,,Entity Inference,Final,High,Verified enrichment updated: Company Website,,airgas.com,,https://logos-api.apistemic.com/domain:airgas.com,https://img.logo.dev/airgas.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
LX990301SERV_GP,Aisin Automotive,Aisin Automotive,AISIN AUTOMOTIVE,Manufacturing,Automotive components,3363,3363,Master Override,31-33,Manufacturing,336,Transportation Equipment Manufacturing,3363,Motor Vehicle Parts Manufacturing,,,,,Entity Inference,Final,High,Verified enrichment updated: Company Website,,aisinauto.com,,https://logos-api.apistemic.com/domain:aisinauto.com,https://img.logo.dev/aisinauto.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
NV00103SERV_GP,Aisin World Corp Of America,Aisin World of America,AISIN WORLD OF AMERICA,Manufacturing,Automotive components,3363,3363,Master Override,31-33,Manufacturing,336,Transportation Equipment Manufacturing,3363,Motor Vehicle Parts Manufacturing,,,,,Entity Inference,Final,High,Verified enrichment updated: Company Website,,aisinworld.com,,https://logos-api.apistemic.com/domain:aisinworld.com,https://img.logo.dev/aisinworld.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
AJKMECH_GP,"Ajk Management, Inc.",Ajk Management,AJK MANAGEMENT,Commercial Services,Property Management,531312,531312,Verified Enrichment,53,Real Estate and Rental and Leasing,531,Real Estate,5313,Activities Related to Real Estate,53131,Real Estate Property Managers,531312,Nonresidential Property Managers,Heuristic,,Low,"Verified enrichment updated: NAICS, Industry Detail",,,,,,MECH_GP
AKERSMECH_GP,Akers Packaging,Akers Packaging,AKERS PACKAGING,Manufacturing,Packaging Manufacturing,322211,322211,Verified Enrichment,31-33,Manufacturing,322,Paper Manufacturing,3222,Converted Paper Product Manufacturing,32221,Paperboard Container Manufacturing,322211,Corrugated and Solid Fiber Box Manufacturing,Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,akerspkg.com,,https://logos-api.apistemic.com/domain:akerspkg.com,https://img.logo.dev/akerspkg.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,MECH_GP
AL NEYERMECH_GP,"Al. Neyer, Llc",AL Neyer,AL NEYER,Construction,Design-Build / Construction Services,236,236,Master Override,23,Construction,236,Construction of Buildings,,,,,,,AI Analyst Research,Final,High,Analyst-approved override (method: AI Analyst Research),,alneyer.com,,https://logos-api.apistemic.com/domain:alneyer.com,https://img.logo.dev/alneyer.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,MECH_GP
ALBA MANUFACTURMECH_GP,"Alba Manufacturing, Inc.",Alba Manufacturing,ALBA MANUFACTURING,Manufacturing,Conveyor System Mfg,333922,333922,Verified Enrichment,31-33,Manufacturing,333,Machinery Manufacturing,3339,Other General Purpose Machinery Manufacturing,33392,Material Handling Equipment Manufacturing,333922,Conveyor and Conveying Equipment Manufacturing,Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,albamfg.com,,https://logos-api.apistemic.com/domain:albamfg.com,https://img.logo.dev/albamfg.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,MECH_GP
ALBERT HIGLEYMECH_GP,Albert M. Higley Co.,Albert M Higley,ALBERT M HIGLEY,Construction,General Contractor,236220,236220,Master Override,23,Construction,236,Construction of Buildings,2362,Nonresidential Building Construction,23622,Commercial and Institutional Building Construction,236220,Commercial and Institutional Building Construction,Manual Override,Final,High,Analyst-approved override (method: Manual Override),,amhigley.com,,https://logos-api.apistemic.com/domain:amhigley.com,https://img.logo.dev/amhigley.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,MECH_GP
TN991254SERV_GP,Alec Blaine,Alec Blaine,ALEC BLAINE,Individual / Misc,Individual,,,,,,,,,,,,,,Manual Override,Final,High,Analyst-approved override (method: Manual Override),,,,,,SERV_GP
IN990472SERV_GP,Alhuda Foundation,Alhuda Foundation,ALHUDA FOUNDATION,Non-Profit / Religious,Religious Organization,813110,813110,Verified Enrichment,81,Other Services (except Public Administration),813,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",8131,Religious Organizations,81311,Religious Organizations,813110,Religious Organizations,Rule-Based,,High,"Verified enrichment updated: NAICS, Industry Detail, Company Website",,alhudafoundation.org,,https://logos-api.apistemic.com/domain:alhudafoundation.org,https://img.logo.dev/alhudafoundation.org?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
DY991063SERV_GP,Ali Industries Inc.,Ali Industries,ALI INDUSTRIES,Manufacturing,Manufacturing (unclear),327910,327910,Verified Enrichment,31-33,Manufacturing,327,Nonmetallic Mineral Product Manufacturing,3279,Other Nonmetallic Mineral Product Manufacturing,32791,Abrasive Product Manufacturing,327910,Abrasive Product Manufacturing,AI Analyst Research,Final,High,"Verified enrichment updated: NAICS, Company Website",,gatorfinishing.com,,https://logos-api.apistemic.com/domain:gatorfinishing.com,https://img.logo.dev/gatorfinishing.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
TN992196SERV_GP,All Eleven C/O Nai,All Eleven,ALL ELEVEN,Commercial Real Estate,Property Owner,531120,531120,Master Override,53,Real Estate and Rental and Leasing,531,Real Estate,5311,Lessors of Real Estate,53112,Lessors of Nonresidential Buildings (except Miniwarehouses),531120,Lessors of Nonresidential Buildings (except Miniwarehouses),Manual Override,Final,High,Analyst-approved override (method: Manual Override),,,,,,SERV_GP
ALL OCCASIONSMECH_GP,All Occasions Equip. Rentals,All Occasions Equip Rentals,ALL OCCASIONS EQUIP RENTALS,Commercial Services,Equipment rental,5324,5324,Master Override,53,Real Estate and Rental and Leasing,532,Rental and Leasing Services,5324,Commercial and Industrial Machinery and Equipment Rental and Leasing,,,,,Rule-Based,Final,High,Verified enrichment updated: Company Website,,aorents.com,,https://logos-api.apistemic.com/domain:aorents.com,https://img.logo.dev/aorents.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,MECH_GP
IN990431SERV_GP,All Pro Commercial Services,All Pro Commercial Services,ALL PRO COMMERCIAL SERVICES,Construction,Commercial services/contractor,2362,2362,Master Override,23,Construction,236,Construction of Buildings,2362,Nonresidential Building Construction,,,,,Rule-Based,Final,High,Verified enrichment updated: Company Website,Mechanical Contractor,allproifm.com,,https://logos-api.apistemic.com/domain:allproifm.com,https://img.logo.dev/allproifm.com?token=pk_Yv4hA7KWQbW2s7IqZpQ7bA&size=256&format=png&retina=true,SERV_GP
