BrandNormalized,Category,DEF,DEFNormalized,IsCompressedType,SegmentsN,OptionsN,UniqueOptionsN,ExampleOptionsJson,ExampleSLJson,PositionCoveragePct,AlreadyCanonicalAttribute
LENNOX,Coil,Metering Device,,true,9,0,0,[],"[""1"", ""3""]",100.0,false
LENNOX,Furnace,Cabinet Width,,true,9,0,0,[],"[""1""]",100.0,false
LENNOX,Mini-Split,Cooling,,true,9,0,0,[],"[""2"", ""3""]",100.0,false
LENNOX,Mini-Split,Lennox Voltage,Voltage,true,9,0,0,[],"[""1""]",100.0,false
MITSUBISHI,Mini-Split,FAM,,false,9,25,4,"[""M- Mini-Split"", ""S- Mini-Split"", ""P- PRO"", ""N- Nv- SER""]","[""1""]",100.0,false
MITSUBISHI,Mini-Split,PDT Type,,false,9,77,11,"[""S- WALM IDU"", ""U- SGL SYS ODU"", ""X- MULT SYS ODU"", ""F- FMU"", ""V- MP AHU"", ""L- CLG recessed IDU"", ""K- WALM IDU"", ""C- CLG SUSP IDU"", ""E- HORZ ducted IDU"", ""E- HORZ-ducted IDU"", ""L- CLG- recessed IDU""]","[""1""]",100.0,false
NORTEK,Air Handler,Configure,,true,9,0,0,[],"[""1""]",100.0,false
NORTEK,Air Handler,Motor,,true,9,0,0,[],"[""1""]",100.0,false
NORTEK,Air Handler,Type,,false,9,10,6,"[""GB- INDR AH"", ""EB- ELEC BLO"", ""B- INDR AH"", ""H- ELEC HTR"", ""EH- HTG Only"", ""AH- INDR AH""]","[""2"", ""1""]",100.0,false
NORTEK,Furnace,Spacer,,true,9,0,0,[],"[""1""]",100.0,false
NORTEK,Package,Connection,,true,9,0,0,[],"[""1""]",100.0,false
NORTEK,Package,Metering Device,,true,9,0,0,[],"[""1""]",100.0,false
PALOMA,Air Handler,Heat Kit,,true,9,0,0,[],"[""2""]",100.0,false
PALOMA,Coil,Revision,,true,9,0,0,[],"[""1""]",100.0,false
PALOMA,Furnace,AFUE,,true,9,0,0,[],"[""2"", ""1""]",100.0,false
PALOMA,Package,Spacer,,true,9,0,0,[],"[""1""]",100.0,false
TRANE,Air Handler,Revision,,true,9,0,0,[],"[""1"", ""2""]",100.0,false
YORK/JCI,Furnace,York Voltage,,true,9,0,0,[],"[""1"", ""2""]",100.0,false
ARMSTRONG,Furnace,Revision,,true,8,0,0,[],"[""1"", ""2""]",100.0,false
ARMSTRONG,Oil Furnace,Oil Heat,,true,8,0,0,[],"[""2"", ""3""]",100.0,false
CARRIER/ICP,Air Handler,Metering Device,,true,8,0,0,[],"[""1""]",100.0,false
CARRIER/ICP,Coil,Cabinet Width,,true,8,0,0,[],"[""2"", ""3"", ""1""]",100.0,false
CARRIER/ICP,Coil,Configure,,true,8,0,0,[],"[""1""]",100.0,false
CARRIER/ICP,Furnace,ICP Brands,,true,8,0,0,[],"[""1""]",100.0,false
CARRIER/ICP,Mini-Split,Type,,false,8,17,13,"[""40- FCU"", ""38- ODU"", ""42WKN- HYD CLG CASS"", ""45- FCU"", ""37- ODU R6"", ""53- Complete Split SYS"", ""R- ODU"", ""D- Ducted INDR"", ""C- CASS"", ""D- Ducted"", ""F- Console"", ""H- HI Wall""]","[""2"", ""1"", ""5""]",100.0,false
CARRIER/ICP,Package,Bryant Family,,true,8,0,0,[],"[""3""]",100.0,false
CARRIER/ICP,Package,Spacer,,true,8,0,0,[],"[""1"", ""3""]",100.0,false
CARRIER/ICP,Package Rooftop Unit,PCG,,false,8,31,14,"[""1- DMST"", ""3- EXP"", ""A- DMST W BNT COMM OPT"", ""C- EXP W BNT COMM OPT"", ""0- STD"", ""1- LTL"", ""3- CA Seismic Compliant - OSHPD"", ""4- CA Seismic Compliant + LTL"", ""A- STD"", ""B- LTL"", ""C- STD ELEC MECH CTRL RQRS W7220"", ""D- STD PCG 2 SPD INDR Fan MTR VFD CTRL""]","[""1""]",100.0,false
CARRIER/ICP,Water Source HP,Type,,false,8,20,20,"[""50YEW- RES HI TEMP H2O to H2O"", ""50YER- RES WC R2"", ""50YE- GT-PG SGL STG R2"", ""50YD- GT-PX Two STG R2"", ""C- WC CV"", ""E- RMT ARCD CV"", ""Q- WC HP CV"", ""J- VAV AC WC SGL Piece"", ""K- RMT ARCD VAV"", ""T- CV AC WC MOD"", ""V- CV HP WC MOD"", ""W- VAV AC WC MOD""]","[""5"", ""4"", ""1""]",100.0,false
COPELAND,Compressor,MTR PROT,,false,8,44,19,"[""E- EXT Enhanced"", ""W- EXT"", ""X- No INT PROT"", ""Y- Tandem/Trio TE+TW"", ""Z- Tandem/Trio TE+TF"", ""F- INT"", ""E- Enhanced EXT"", ""X- Not Specified"", ""A- EXT Inherent"", ""F- INT Inherent"", ""H- INT TSTAT"", ""L- INT TSTAT""]","[""1""]",100.0,false
COPELAND,Compressor,Type,,false,8,32,8,"[""Z- SCL"", ""C- RECIP"", ""V- Asia SCL"", ""X- V SCL W other"", ""J- COMP FAM SER"", ""A- COMP FAM SER"", ""R- COMP FAM SER"", ""C- COMP FAM SER""]","[""1""]",100.0,false
GOODMAN/AMANA/DAIKIN,Air Handler,Daikin Application,,true,8,0,0,[],"[""1""]",100.0,false
GOODMAN/AMANA/DAIKIN,Air Handler,Motor,,true,8,0,0,[],"[""1""]",100.0,false
GOODMAN/AMANA/DAIKIN,Condenser,Feature,,false,8,52,18,"[""A- Base"", ""C- CMNT 4-Wire Ready"", ""D- DEL"", ""N- Nominal"", ""S- Side DISC COMM"", ""E- Enhanced"", ""Q- Introductory"", ""B- Classic"", ""C- PRM / CMNT 4-wire COMM ready"", ""H- Enhanced"", ""M- Multi- FAM"", ""N- Value""]","[""1""]",100.0,false
GOODMAN/AMANA/DAIKIN,Furnace,Type,,false,8,35,11,"[""M- MP"", ""D- DED DF"", ""P- 80% SGL STG"", ""S- 92% SGL STG"", ""I- IC Draft 80"", ""C- CONG (90%)"", ""L- CONG (92%)"", ""V- CONG VAR SPD 2 STG"", ""S- CONG 2 STG"", ""P- 80%"", ""S- 92%""]","[""1""]",100.0,false
GOODMAN/AMANA/DAIKIN,Mini-Split,Daikin Voltage,Voltage,true,8,0,0,[],"[""2""]",100.0,false
GREE,Mini-Split,Cooling,,true,8,0,0,[],"[""2""]",75.0,false
GREE,Mini-Split,PWR,,false,8,20,10,"[""230V- V2"", ""115V- V1"", ""A- 115"", ""D- 208/230"", ""M- V22"", ""K- 220/240-1-50"", ""S- 220/240-1-50/60"", ""T- V2"", ""115V- 115 V 60 HZ"", ""230V- 230 V 60 HZ""]","[""1"", ""4""]",75.0,false
GREE,Mini-Split,Revision,,true,8,0,0,[],"[""1"", ""4""]",75.0,false
HEAT CONTROLLER,Air Handler,PWR,,false,8,12,6,"[""1- V2"", ""0- V1"", ""3- V3"", ""4- V4"", ""5- V5"", ""8- V15""]","[""1""]",100.0,false
J AND M FLUIDICS,Chiller,COMP,,false,8,16,2,"[""Z- SCL"", ""S- Semi HERM""]","[""1""]",100.0,false
J AND M FLUIDICS,Chiller,COMP Count,,false,8,16,2,"[""S- SGL"", ""D- Dual""]","[""1""]",100.0,false
J AND M FLUIDICS,Chiller,Cooling Ton,,true,8,0,0,[],"[""1"", ""2""]",100.0,false
J AND M FLUIDICS,Chiller,ELEC,,false,8,80,10,"[""E- V2"", ""F- V3"", ""G- V13"", ""H- V4"", ""I- V5"", ""J- 220-1-60"", ""K- 200/208-3-50"", ""L- V11"", ""N- V17"", ""P- V9""]","[""1""]",100.0,false
J AND M FLUIDICS,Chiller,REF,,false,8,24,3,"[""4- R4"", ""5- R3"", ""6- R7""]","[""1""]",100.0,false
J AND M FLUIDICS,Chiller,Type,,false,8,12,3,"[""P- PKG"", ""IE- INDR EVAP"", ""OC- ODR COND""]","[""1"", ""2""]",100.0,false
LENNOX,Air Handler,CL / REF,,false,8,16,2,"[""A- AL CL R2"", ""X- R2""]","[""1""]",100.0,false
LENNOX,Coil,CAB,,false,8,8,1,"[""F- CAS""]","[""1""]",100.0,false
LENNOX,Furnace,AFUE,,true,8,0,0,[],"[""2""]",100.0,false
LENNOX,Mini-Split,EFF,,false,8,8,1,"[""S- STD""]","[""1""]",100.0,false
LENNOX,Mini-Split,Refrigerant,Refrigerant,true,8,0,0,[],"[""1""]",100.0,true
LENNOX,Mini-Split,Type,,false,8,15,8,"[""D- Ductless"", ""WM- WALM"", ""WH- WALM"", ""MD- MED ST Ducted"", ""22C- 2x2 CASS Non-Ducted Unit"", ""33C- 3x3 CASS Non-Ducted Unit"", ""L- LAC HP"", ""P- HP""]","[""1"", ""2"", ""3""]",100.0,false
LENNOX,Package,Class,,true,8,0,0,[],"[""2"", ""1""]",100.0,false
MAGIC PAK,PTAC,Cooling,,true,8,0,0,[],"[""2""]",100.0,false
MAGIC PAK,PTAC,PWR,,false,8,9,2,"[""P- V2"", ""A- V2""]","[""1""]",100.0,false
MAGIC PAK,Package,Cooling,,true,8,0,0,[],"[""2""]",100.0,false
MAGIC PAK,Package,Energy Rating,,true,8,0,0,[],"[""2""]",100.0,false
MAGIC PAK,Package,PWR,,false,8,8,1,"[""P- V2""]","[""1""]",100.0,false
MARVAIR,Package,PWR SUP,,false,8,30,5,"[""A- V2"", ""C- V3"", ""D- V4"", ""Z- V5"", ""H- V12""]","[""1""]",100.0,false
MARVAIR,Package,Refrigerant,Refrigerant,true,8,0,0,[],"[""1""]",100.0,true
MARVAIR,Package,Type,,false,8,24,10,"[""AVP- ARCD VERT PKG"", ""HVP- HI EFF ARCD VERT PKG"", ""HVE- HI EFF WALM PKG"", ""AVH- HI EFF ComPac PKG"", ""AVE- ARCD VERT PKG Economical"", ""VWI- VERT H2O Source INT"", ""HVP- HI EFF VERT PKG"", ""MVP- MOD VERT PKG"", ""AVG- ARCD VERT PKG Gas"", ""AVH- 10 EER HI EFF ARCD EER PKG""]","[""3""]",100.0,false
MITSUBISHI,Mini-Split,PDT Style,,false,8,31,4,"[""Y- AC"", ""Z- HP"", ""-- AC non- INV"", ""A- Both HTG + AC""]","[""1""]",100.0,false
NORTEK,Air Handler,Cabinet Width,,true,8,0,0,[],"[""1""]",100.0,false
NORTEK,Air Handler,Cooling,,true,8,0,0,[],"[""2"", ""3""]",100.0,false
PALOMA,Air Handler,CTRL,,false,8,18,10,"[""C- COMM"", ""N- Non- COMM"", ""N- No CKT PROT"", ""S- CB PROT"", ""M- MULT CB PROT"", ""N- Non - COMM"", ""N- No CB SGL SUP CKT"", ""S- CB SGL SUP CKT"", ""M- CB MULT SUP CKT"", ""S- CB""]","[""1""]",100.0,false
PALOMA,Air Handler,Motor,,true,8,0,0,[],"[""1""]",100.0,false
PALOMA,Condenser,Spacer,,true,8,0,0,[],"[""1""]",100.0,false
TRANE,Outdoor Air Unit,Revision,,true,8,0,0,[],"[""1""]",100.0,false
TRANE,Package,Cooling,,true,8,0,0,[],"[""3"", ""2""]",100.0,false
WHALEN,Air Handler,Spacer,,true,8,0,0,[],"[""1""]",100.0,false
WHALEN,Chassis,Revision,,true,8,0,0,[],"[""1""]",100.0,false
YORK/JCI,Air Handler,Motor,,true,8,0,0,[],"[""1""]",100.0,false
YORK/JCI,Coil,Cooling,,true,8,0,0,[],"[""2"", ""3""]",100.0,false
YORK/JCI,Condenser,CHAS,,false,8,21,8,"[""G- WG"", ""J- DEL Jacket"", ""Z- R2"", ""M- R1"", ""L- New LG SWT CONN"", ""F- New LG SWT CONN /Tube-in-Fin"", ""L- LG"", ""J- LVR""]","[""1""]",100.0,false
YORK/JCI,Condenser,Category,,false,8,19,6,"[""C- AC"", ""Y- HP"", ""H- AC ODU"", ""E- HP"", ""E- ODR Split HP"", ""H- AC""]","[""1""]",100.0,false
YORK/JCI,Condenser,FAC OPT,,false,8,17,5,"[""S- STD"", ""H- HDS"", ""C- COMM"", ""S- SRT Assist"", ""N- No SRT Assist""]","[""1""]",100.0,false
YORK/JCI,Condenser,Identifier,,false,8,60,41,"[""CA- Champion"", ""CE- Champion"", ""DB- 10 SEER Stellar"", ""DE- 11 SEER Stellar"", ""DH- 12 SEER Stellar"", ""DS- 16 SEER Olympian"", ""RA- 10 SEER Olympian"", ""RC- 12 SEER Olympian"", ""RE- 14 SEER Olympian"", ""TG- Ground Source"", ""FB- ODU"", ""FD- 10 SEER""]","[""2"", ""1""]",100.0,false
YORK/JCI,Furnace,Cabinet Width,,true,8,0,0,[],"[""1""]",100.0,false
YORK/JCI,Furnace,Type,,false,8,19,16,"[""P- FURN"", ""C- CONG"", ""H- HTG Only"", ""A- AC Ready"", ""T- W Built-In CL CAB"", ""M- W Built-In CL CAB"", ""X- W Built-In CL CAB 4 Tons BLO"", ""B- 80% Clam Tube HX"", ""S- SGL STG Gas VAL PSC MTR"", ""M- MODU Gas VAL PSC MTR"", ""C- MODU Gas VAL ECM MTR"", ""V- Two STG VAR SPD MTR""]","[""1""]",100.0,false
AAON,Water Source HP,Spacer,,true,7,0,0,[],"[""1""]",100.0,false
AMERICAN STANDARD-TRANE,Condenser,Revision,,true,7,0,0,[],"[""1""]",100.0,false
CARRIER/ICP,Air Handler,Refrigerant,Refrigerant,true,7,0,0,[],"[""1""]",100.0,true
CARRIER/ICP,Chiller,Carrier Voltage,Voltage,true,7,0,0,[],"[""1""]",100.0,false
CARRIER/ICP,Chiller,Cooling Ton,,true,7,0,0,[],"[""3""]",100.0,false
CARRIER/ICP,Coil,PDT,,false,7,7,2,"[""C- CL"", ""28RH- CAS HORZ FURN CL""]","[""1"", ""4""]",100.0,false
CARRIER/ICP,Condenser,Fin Material,,false,7,46,8,"[""-- AL"", ""C- CU"", ""K- Pre CTD AL"", ""V- Pre CTD AL"", ""E- EPC AL Fin / CU Tube"", ""F- EPC CU Fin / CU Tube"", ""S- Post CTD ( Contact FAC )"", ""P- Pre CTD Blue Fins""]","[""1""]",100.0,false
CARRIER/ICP,Condenser,ICP Brands,,true,7,0,0,[],"[""1"", ""2""]",100.0,false
CARRIER/ICP,Condenser,Refrigerant,Refrigerant,true,7,0,0,[],"[""1""]",100.0,true
CARRIER/ICP,Package,Carrier Capacity,,true,7,0,0,[],"[""3"", ""2""]",100.0,false
CARRIER/ICP,Package,FAC,,false,7,48,31,"[""00- None"", ""GS- SS HX"", ""TP- TNP EVAP Main Tubes"", ""LC- Low CAB ALK TNP EVAP"", ""GC- Low CAB ALK TNP EVAP SS HX"", ""GP- TNP EVAP Main Tubes- SS HX"", ""AD- Advance DH TNP EVAP"", ""GP- TNP EVAP Main Tubes plus SS HX"", ""0- STD"", ""1- LTL"", ""2- Unknown"", ""3- CA seismic compliant""]","[""2"", ""1""]",100.0,false
CARRIER/ICP,Package Rooftop Unit,Carrier Capacity,,true,7,0,0,[],"[""3"", ""2""]",100.0,false
CARRIER/ICP,Package Rooftop Unit,OPT,,false,7,123,87,"[""-- None or STD"", ""A- COLK"", ""B- COLK W CO2 SEN"", ""C- COLK W SMKD"", ""D- COLK W CO2 SEN + SMKD"", ""E- COLK W PFI"", ""F- COLK W CO2 SEN + PFI"", ""G- STD or CC W CO2 SEN SD + PFI"", ""H- COLK W SMKD + PFI"", ""J- CO2 SEN W EXPN MOD"", ""K- SMKD W EXPN MOD"", ""L- CO2 SEN + SMKD W EXPN MOD""]","[""1""]",100.0,false
CARRIER/ICP,Water Source HP,Cooling,,true,7,0,0,[],"[""3"", ""2""]",100.0,false
COPELAND,Compressor,ELEC,,false,7,65,32,"[""D- 460-3"", ""M- V22"", ""Q- 265-1"", ""7- 380-3"", ""C- 208-230-3"", ""E- 575-3"", ""J- 265-1"", ""5- 200-230-3"", ""W- 200/220-3-50"", ""V- 208-230-1"", ""A- V1"", ""V- 208/230-1""]","[""1""]",100.0,false
DUCANE,Condenser,Revision,,true,7,0,0,[],"[""1"", ""2""]",100.0,false
EUBANK,Package,Revision,,true,7,0,0,[],"[""1"", ""2""]",100.0,false
GOODMAN/AMANA/DAIKIN,Air Handler,Cabinet Width,,true,7,0,0,[],"[""1""]",100.0,false
GOODMAN/AMANA/DAIKIN,Condenser,Class,,true,7,0,0,[],"[""1""]",100.0,false
GOODMAN/AMANA/DAIKIN,Condenser,Sales Region,,true,7,0,0,[],"[""1""]",100.0,false
GREENHECK,Energy Recovery Ventilators,Spacer,,true,7,0,0,[],"[""1""]",100.0,false
HEAT CONTROLLER,Air Handler,DZN,,false,7,7,4,"[""A- AH"", ""H- DX AH"", ""H- DX"", ""F- Front RT WALM""]","[""1""]",100.0,false
HEAT CONTROLLER,Air Handler,Refrigerant,Refrigerant,true,7,0,0,[],"[""1""]",100.0,true
HEAT CONTROLLER,Air Handler,Spacer,,true,7,0,0,[],"[""1""]",100.0,false
INGERSOLL RAND,Air Handler,Cooling,,true,7,0,0,[],"[""2"", ""3""]",100.0,false
INGERSOLL RAND,Filtration,Revision,,true,7,0,0,[],"[""1""]",100.0,false
J AND M FLUIDICS,Chiller,COND Method,,false,7,14,2,"[""A- ARCD"", ""W- WC""]","[""1""]",100.0,false
LENNOX,Oil Furnace,Oil Heat,,true,7,0,0,[],"[""3""]",100.0,false
LIEBERT,Air Handler,Vertiv Voltage,,true,7,0,0,[],"[""1""]",100.0,false
MAGIC PAK,Package,Refrigerant,Refrigerant,true,7,0,0,[],"[""1""]",100.0,true
NORTEK,Package,Brand,,false,7,20,10,"[""P- Maytag"", ""G- Gibson"", ""G- Sub Branded Gibson/Mammoth"", ""F- Frigidaire/Tappan"", ""D- DEL"", ""E- Sub Branded Frigidaire/Tappen/Westinghouse"", ""J- Sub Branded French/Frigidaire"", ""P- Premier"", ""N- Nordyne"", ""V- AirTemp""]","[""1""]",100.0,false
PALOMA,Coil,Cooling,,true,7,0,0,[],"[""2"", ""3""]",100.0,false
PALOMA,Coil,Rheem Brands,,true,7,0,0,[],"[""1"", ""2""]",100.0,false
PALOMA,Furnace,Class,,true,7,0,0,[],"[""1"", ""2""]",100.0,false
PALOMA,Furnace,Spacer,,true,7,0,0,[],"[""1""]",100.0,false
PALOMA,Package,Class,,true,7,0,0,[],"[""2"", ""1""]",100.0,false
SAFEAIR TECHNOLOGY,Mini-Split,Spacer,,true,7,0,0,[],"[""1""]",100.0,false
TRANE,Package,Type,,false,7,33,25,"[""BTC- AC ELEC HT"", ""BTF- W FI OPT"", ""BWC- HP PKG"", ""BWF- HP FI OPT"", ""BYC- Gas ELEC"", ""BYF- W FI OPT"", ""BDC- HP W GH"", ""YC- Gas ELEC"", ""SFCA- Combination HTG + AC unit"", ""TC- AC ELEC HT"", ""TF- W FI OPT"", ""WC- HP PKG""]","[""3"", ""2"", ""1"", ""4""]",100.0,false
UNICO INC,Air Handler,Cooling Max,,true,7,0,0,[],"[""2""]",100.0,false
UNICO INC,Air Handler,Cooling Min,,true,7,0,0,[],"[""2""]",100.0,false
UNICO INC,Air Handler,Revision,,true,7,0,0,[],"[""1""]",100.0,false
UNICO INC,Air Handler,Unit Type,,false,7,21,3,"[""U- Unico"", ""M- MOD"", ""V- SGL Piece VERT""]","[""1""]",100.0,false
YORK/JCI,Air Handler,Category,,false,7,9,4,"[""N- BLC W MTR"", ""F- SGL Piece AH"", ""N- Split AH AC + HP R2"", ""A- SGL Piece AH""]","[""1""]",100.0,false
YORK/JCI,Furnace,AFUE,,true,7,0,0,[],"[""1""]",100.0,false
YORK/JCI,Package,CTRL,,false,7,53,38,"[""J- Verasys SGL Zone"", ""K- Verasys COR BP"", ""A- Stand Alone Smart EQUIP"", ""B- Simplicity Lite"", ""C- BNT MSTP Mdbs N2 COM Card"", ""D- CPC CTRL DFS APS"", ""E- NVC ETM305IT DPS APS"", ""G- NVC UCM DFS APS"", ""H- HWL Excel 10 CTRL DFS APS"", ""M- Verasys SGL Zone"", ""N- Verasys COR BP"", ""P- Verasys VAV""]","[""1""]",100.0,false
YORK/JCI,Package,HTG,,false,7,93,67,"[""N- SGL STG or NG"", ""D- Two STG"", ""C00- AC"", ""N04- Gas 40 MBH Output ALS"", ""N06- Gas 60 MBH Output ALS"", ""N08- Gas 80 MBH Output ALS"", ""N10- Gas 100 MBH Output ALS"", ""N15- Gas 150 MBH Output ALS"", ""N20- Gas 200 MBH Output ALS"", ""S04- Gas 40 MBH Output SS"", ""S06- Gas 60 MBH Output SS"", ""S08- Gas 80 MBH Output SS""]","[""3"", ""1"", ""2""]",100.0,false
AAON,Condenser,Revision,,true,6,0,0,[],"[""1"", ""2""]",100.0,false
AMERICAN STANDARD,Condenser,Revision,,true,6,0,0,[],"[""1"", ""3""]",100.0,false
AMERICAN STANDARD-TRANE,Coil,Revision,,true,6,0,0,[],"[""1""]",100.0,false
ARMSTRONG,Condenser,Cooling,,true,6,0,0,[],"[""2"", ""3""]",100.0,false
ARMSTRONG,Condenser,Energy Rating,,true,6,0,0,[],"[""2""]",100.0,false
ARMSTRONG,Condenser,Spacer,,true,6,0,0,[],"[""1""]",100.0,false
ARMSTRONG,Oil Furnace,Revision,,true,6,0,0,[],"[""1""]",100.0,false
ARMSTRONG,Package,Gas Heat,,true,6,0,0,[],"[""3""]",100.0,false
ARMSTRONG,Package,Spacer,,true,6,0,0,[],"[""1""]",100.0,false
ASPEN,Coil,Revision,,true,6,0,0,[],"[""2"", ""3"", ""1""]",100.0,false
BARD,Package,Revision,,true,6,0,0,[],"[""1""]",100.0,false
CARRIER/ICP,Air Handler,CL,,false,6,9,8,"[""L- AL"", ""-- DX"", ""Q- DX for HP Duty"", ""S- CH H2O"", ""A- STD AL Fin CU Tube"", ""A- AL / CU STD 4 row CL"", ""B- DX Cooling CL W TXV"", ""C- DX HI CPTY AC W TXV""]","[""1""]",100.0,false
CARRIER/ICP,Air Handler,Configure,,true,6,0,0,[],"[""1""]",100.0,false
CARRIER/ICP,Air Handler,PDT,,false,6,7,6,"[""F- FCU"", ""40AQ- HP FCU"", ""40- AH"", ""45- AH R6"", ""42WKN- HYD AC CLG CASS"", ""524A- FCU""]","[""4"", ""1"", ""2"", ""5""]",100.0,false
CARRIER/ICP,Air Handler,Style,,false,6,7,4,"[""F- FCU"", ""M- CAS MB"", ""E- ELEC"", ""F- R2 FCU""]","[""1""]",100.0,false
CARRIER/ICP,Coil,Refrigerant,Refrigerant,true,6,0,0,[],"[""1""]",100.0,true
CARRIER/ICP,Coil,Type,,false,6,25,15,"[""C- ORF UCAS A CL"", ""D- ORF CAS A CL"", ""E- ORF CAS Slab"", ""F- MH UCAS A CL W ORF"", ""G- MH UCAS A CL W TXV"", ""K- CAS N DZN"", ""J- UCAS N DZN"", ""V- V-Shape CL"", ""S- Slope CL"", ""N- N CL"", ""A- CAS A CL"", ""D- DEL""]","[""1""]",100.0,false
CARRIER/ICP,Condenser,EFF,,false,6,19,18,"[""S- STD"", ""B- 8.2 SEER 1984"", ""D- 9 SEER"", ""G- 8 SEER"", ""N- 8 SEER"", ""H- 9 SEER"", ""P- Unkown SEER"", ""S- 10 SEER"", ""D- 10 SEER"", ""J- 10 Or 13 Based on Year"", ""K- 11 SEER"", ""H- 12 Or 14 Based on Year""]","[""1""]",100.0,false
CARRIER/ICP,Condenser,Features,,false,6,31,6,"[""A- STD GRL"", ""G- CG GRL"", ""C- CSTL"", ""L- LG"", ""M- Mesh"", ""B- AL CL W STD CG""]","[""1""]",100.0,false
CARRIER/ICP,Condenser,Tier,,false,6,30,8,"[""N- INF"", ""P- PERF"", ""B- COMF"", ""C- PERF"", ""H- HORZ DISC"", ""B- Builder / Basic"", ""C- COMF"", ""A- COMF""]","[""1""]",100.0,false
CARRIER/ICP,Condenser,VARN,,false,6,23,11,"[""C- CSTL"", ""0- None"", ""F- Full Featured"", ""A- Dense GRL"", ""W- Wide GRL"", ""A- STD"", ""G- Dense Grill"", ""00G- Dense GRL"", ""A- STD / Dense GRL"", ""G- Dense GRL"", ""W- Wide""]","[""1"", ""3""]",100.0,false
CARRIER/ICP,Furnace,CONF,,false,6,60,49,"[""58PAV- IC COMB UF"", ""58STA- 4-Way MP"", ""58STX- LNOX 4-Way MP"", ""58PHA- DEL 4-Way MP"", ""58PHX- LNOX DEL 4-Way MP"", ""58DLA- DEL 4-Way MP"", ""58DHB- DEL DF HORZ"", ""58DLX- LNOX DEL 4-Way MP"", ""58CTA- Two STG 4-Way MP"", ""58MEC- 4-Way MP Boost 90"", ""58CVA- MP Two STG VAR"", ""58CVX- LNOX MP Two STG VAR""]","[""5"", ""1""]",100.0,false
CARRIER/ICP,Furnace,Type,,false,6,15,13,"[""58- FURN"", ""333B- UF HORZ VAR SPD ICM"", ""330A- UF PSC MTR"", ""331A- DF HORZ PSC MTR"", ""330J- LNOX UF HORZ PSC MTR"", ""333J- LNOX UF HORZ VAR SPD ICM"", ""331J- LNOX DF PSC MTR"", ""U- UF"", ""D- DF"", ""H- HORZ"", ""N- UF / HORZ"", ""C- DF / HORZ""]","[""2"", ""1"", ""4""]",100.0,false
CARRIER/ICP,Mini-Split,Carrier Voltage,Voltage,true,6,0,0,[],"[""1""]",83.3,false
CARRIER/ICP,Package,HTG,,false,6,35,26,"[""D- 90,000 BTUH"", ""E- 115,000 BTUH"", ""F- 135,000 BTUH"", ""G- 150,000 BTUH"", ""B- 40,000 BTUH"", ""D- 80,000 BTUH"", ""E- 100,000 BTUH"", ""F- 120,000 BTUH"", ""G- 140,000 BTUH"", ""A- 40,000 BTUH"", ""B- 60,000 BTUH"", ""C- 90,000 BTUH""]","[""1""]",100.0,false
CARRIER/ICP,Water Source HP,CTRL,,false,6,20,14,"[""C- STD C MPC"", ""D- DEL D MPC"", ""C- CXM"", ""W- WSHP Open W C MPC"", ""W- CXM"", ""Y- CXM W VSFP"", ""L- STD C W LON"", ""M- DEL D W LON"", ""P- STD C W PremierLink"", ""W- STD C W WSHP W Open MULT PROC COMM"", ""Y- DEL D W WSHP W Open MULT PROC COMM"", ""H- CXM W HWTS""]","[""1""]",100.0,false
COPELAND,Refrigeration Unit Coolers,Spacer,,true,6,0,0,[],"[""1""]",100.0,false
DUCANE,Oil Furnace,Oil Heat,,true,6,0,0,[],"[""2"", ""3""]",100.0,false
DUCANE,Package,Cooling,,true,6,0,0,[],"[""2""]",100.0,false
DUCANE,Package,Energy Rating,,true,6,0,0,[],"[""2""]",100.0,false
DUCANE,Package,FAM,,false,6,7,4,"[""PR- PKG RES"", ""SA- SGL PKG AC"", ""SH- PKG HP"", ""SG- PKG GH / ELEC Cool""]","[""2""]",100.0,false
DUCANE,Package,Lennox Voltage,Voltage,true,6,0,0,[],"[""1""]",100.0,false
EVAPCO,Evaporators,Spacer,,true,6,0,0,[],"[""1""]",100.0,false
FRIEDRICH,PTAC,Revision,,true,6,0,0,[],"[""1""]",100.0,false
GOODMAN/AMANA/DAIKIN,Air Handler,Class,,true,6,0,0,[],"[""2"", ""1""]",100.0,false
GOODMAN/AMANA/DAIKIN,Condenser,COMP,,false,6,16,4,"[""S- SGL STG"", ""T- Two STG"", ""V- VAR SPD"", ""V- VAR""]","[""1""]",100.0,false
GOODMAN/AMANA/DAIKIN,Package,Type,,false,6,7,7,"[""DPSA- Rebel Applied PKG DX SYS"", ""Y- AC"", ""P- PKG Gas"", ""PGB- PKG GAS"", ""PGB- 10 SEER PKG Gas"", ""PGJ- 12 SEER PKG Gas"", ""C- COM""]","[""1"", ""3"", ""4""]",100.0,false
GREE,Mini-Split,Class,,true,6,0,0,[],"[""2"", ""1""]",100.0,false
INGERSOLL RAND,Air Handler,Ingersoll Rand Brands,,true,6,0,0,[],"[""1""]",100.0,false
LENNOX,Air Handler,Motor,,true,6,0,0,[],"[""1""]",100.0,false
LENNOX,Boiler,Type,,false,6,10,4,"[""GWM- Gas WALM BLR"", ""GWB- GF H2O BLR"", ""GSB- GF STM BLR"", ""OWB- Oil Fired H2O BLR""]","[""3""]",100.0,false
LENNOX,Condenser,Sales Region,,true,6,0,0,[],"[""1""]",100.0,false
