Customer Name,Customer Number,Customer Key,Source,Last Billing Date (Any Stream)
Bluepeppermint Boutique,IN990429,IN990429SERV_GP,SERV_GP,2024-07-01 00:00:00
Bob Adams Residence,TN992066,TN992066SERV_GP,SERV_GP,2023-11-22 00:00:00
Bob Sokoler,LV990337,LV990337SERV_GP,SERV_GP,2021-09-24 00:00:00
Bob Sumerel Tire Company,CN991852,CN991852SERV_GP,SERV_GP,2025-11-01 00:00:00
"Boge Rubber & Plastics Usa, Llc",BOGE,BOGEMECH_GP,MECH_GP,2017-11-01 00:00:00
Boge Rubber And Plastic,CN991788,CN991788SERV_GP,SERV_GP,2025-09-01 00:00:00
"Boghani Properties, Llc",TN992119,TN992119SERV_GP,SERV_GP,2025-11-01 00:00:00
Bonitz,TN991456,TN991456SERV_GP,SERV_GP,2021-01-01 00:00:00
Bonitz,TN992039,TN992039SERV_GP,SERV_GP,2025-04-04 00:00:00
Boone County Courthouse,IN990047,IN990047SERV_GP,SERV_GP,2025-12-16 00:00:00
Boone County Fiscal Court,CN992220,CN992220SERV_GP,SERV_GP,2023-01-26 00:00:00
Boone County Schools,WV990295,WV990295SERV_GP,SERV_GP,2025-10-01 00:00:00
Borshoff,IN990262,IN990262SERV_GP,SERV_GP,2021-12-22 00:00:00
Bouma Construction,BOUMA CONST,BOUMA CONSTMECH_GP,MECH_GP,2020-03-01 00:00:00
Bourbon County Fiscal Court,BOURBON CTY,BOURBON CTYMECH_GP,MECH_GP,2015-07-01 00:00:00
Bourbon County Fiscal Court,LX990269,LX990269SERV_GP,SERV_GP,2026-01-01 00:00:00
Bourbon County Legion Park,LX990418,LX990418SERV_GP,SERV_GP,2025-11-01 00:00:00
Bourbon Ii Logistics Center,LV990483,LV990483SERV_GP,SERV_GP,2024-01-03 00:00:00
Boyd County Fiscal Court,BOYD,BOYDMECH_GP,MECH_GP,2021-10-01 00:00:00
Boyle County Fiscal Court,BOYLE COUNTY,BOYLE COUNTYMECH_GP,MECH_GP,2024-07-01 00:00:00
Boyle County Fiscal Court,LX990313,LX990313SERV_GP,SERV_GP,2025-12-10 00:00:00
Brad Davidson,TN991962,TN991962SERV_GP,SERV_GP,2023-08-11 00:00:00
Brady Ware & Company,DY991057,DY991057SERV_GP,SERV_GP,2024-01-26 00:00:00
Braintree Properties Llc,DY991078,DY991078SERV_GP,SERV_GP,2023-12-18 00:00:00
Branded Group Inc,CN992326,CN992326SERV_GP,SERV_GP,2025-10-08 00:00:00
Brandi Corp,BRANDICORP,BRANDICORPMECH_GP,MECH_GP,2024-07-01 00:00:00
"Brant, Joe",CN950027,CN950027SERV_GP,SERV_GP,2024-06-01 00:00:00
Brasch-Barry,BRASCH,BRASCHMECH_GP,MECH_GP,2008-11-01 00:00:00
Breakout Games,TN992213,TN992213SERV_GP,SERV_GP,2025-07-30 00:00:00
Brentwood Baptist Church,NV00152,NV00152SERV_GP,SERV_GP,2021-08-18 00:00:00
Breton Avenir Construction Services Inc,LX990493,LX990493SERV_GP,SERV_GP,2025-07-01 00:00:00
Bri Kip Llc,TN992138,TN992138SERV_GP,SERV_GP,2026-01-01 00:00:00
Bright Farms - Greenhouse,DY990964,DY990964SERV_GP,SERV_GP,2023-01-05 00:00:00
Brighton Mills,BRIGHTON,BRIGHTONMECH_GP,MECH_GP,2024-01-01 00:00:00
Brightview Health,LX990419,LX990419SERV_GP,SERV_GP,2025-11-01 00:00:00
Brightview Health Llc,CN991855,CN991855SERV_GP,SERV_GP,2025-12-23 00:00:00
Brightview Health Llc Columbus,DY990970,DY990970SERV_GP,SERV_GP,2025-12-31 00:00:00
Brightview Lancaster,DY991024,DY991024SERV_GP,SERV_GP,2023-04-12 00:00:00
Brinkmann Constructors,BRINKMAN,BRINKMANMECH_GP,MECH_GP,2023-10-01 00:00:00
Broaddus Hospital,WV990232,WV990232SERV_GP,SERV_GP,2025-09-26 00:00:00
"Broadway Development 2001, Ltd",BROADWAY,BROADWAYMECH_GP,MECH_GP,2014-09-01 00:00:00
Brooks Management,BROOKS MANAGE,BROOKS MANAGEMECH_GP,MECH_GP,2010-10-01 00:00:00
Brookstone Companies,BROOKSTONE CO,BROOKSTONE COMECH_GP,MECH_GP,2012-12-01 00:00:00
Brown Campbell,CN991147,CN991147SERV_GP,SERV_GP,2025-12-01 00:00:00
Brown Forman Corporation Dba Jack Daniel Distilery,NV15075,NV15075SERV_GP,SERV_GP,2025-09-01 00:00:00
Browning Investments Inc.,IN200001,IN200001SERV_GP,SERV_GP,2026-01-01 00:00:00
Brownsburg Community School,IN990045,IN990045SERV_GP,SERV_GP,2025-10-21 00:00:00
Brunemann Bros. Construction,BRUN,BRUNMECH_GP,MECH_GP,2013-08-01 00:00:00
Bryan Equipment Sales,CN991863,CN991863SERV_GP,SERV_GP,2025-12-15 00:00:00
Bryant-Jones Insurance & Financial Services Inc,IN990424,IN990424SERV_GP,SERV_GP,2025-10-01 00:00:00
"Bsn Sports, Llc",TN992194,TN992194SERV_GP,SERV_GP,2025-02-12 00:00:00
Buckeye Power,BUCKEYE POWER,BUCKEYE POWERMECH_GP,MECH_GP,2011-03-01 00:00:00
"Building 3800 Redbank Road, Llc",CN991341,CN991341SERV_GP,SERV_GP,2021-01-26 00:00:00
Building Management Partners,BUILDING MANAGE,BUILDING MANAGEMECH_GP,MECH_GP,2026-01-01 00:00:00
Building Management Partners,CN950449,CN950449SERV_GP,SERV_GP,2024-12-01 00:00:00
Bullitt County,LV990427,LV990427SERV_GP,SERV_GP,2021-11-18 00:00:00
Bullitt County Fiscal Court,BULLITT COUNTY,BULLITT COUNTYMECH_GP,MECH_GP,2020-11-01 00:00:00
Bullitt County Public Library,LV990476,LV990476SERV_GP,SERV_GP,2025-10-24 00:00:00
Bullitt Ii Logistics Center Llc,LV990479,LV990479SERV_GP,SERV_GP,2025-05-15 00:00:00
"Bunnell Hill Construction, Inc",BUNN,BUNNMECH_GP,MECH_GP,2026-01-01 00:00:00
Bunzl,CN991997,CN991997SERV_GP,SERV_GP,2024-01-01 00:00:00
Bunzl,CN992280,CN992280SERV_GP,SERV_GP,2025-09-01 00:00:00
Burke-Ailey Construction Co Inc,TN991649,TN991649SERV_GP,SERV_GP,2022-07-01 00:00:00
Butler Rural Electric Cooperative,BUTLER RURAL,BUTLER RURALMECH_GP,MECH_GP,2007-08-01 00:00:00
Butler Rural Electric Cooperative,CN991823,CN991823SERV_GP,SERV_GP,2026-01-08 00:00:00
Bway Corporation,BWAY CORPORATIO,BWAY CORPORATIOMECH_GP,MECH_GP,2014-04-01 00:00:00
Bway Corporation,CN991086,CN991086SERV_GP,SERV_GP,2025-11-11 00:00:00
Bwi Indiana Incorporated,IN990325,IN990325SERV_GP,SERV_GP,2025-09-30 00:00:00
Byrna Technologies Inc,NV15085,NV15085SERV_GP,SERV_GP,2025-11-01 00:00:00
Byron Products,CN992235,CN992235SERV_GP,SERV_GP,2025-12-16 00:00:00
C&L Properties,TN991936,TN991936SERV_GP,SERV_GP,2023-10-13 00:00:00
C. Banks Property Management Llc.,CN992266,CN992266SERV_GP,SERV_GP,2024-05-01 00:00:00
C.B. Ragland Company,NV00176,NV00176SERV_GP,SERV_GP,2025-01-01 00:00:00
C.I. Thornburg,LX990331,LX990331SERV_GP,SERV_GP,2021-09-02 00:00:00
C/O Ventas Healthcare Realty Llc,DY990991,DY990991SERV_GP,SERV_GP,2025-02-02 00:00:00
C5 Gateway 3 Llc,DY991127,DY991127SERV_GP,SERV_GP,2025-10-01 00:00:00
Cablemaster,IN990226,IN990226SERV_GP,SERV_GP,2021-04-01 00:00:00
"Cablemaster, Inc.",IN990405,IN990405SERV_GP,SERV_GP,2025-11-12 00:00:00
Cac,CN930126,CN930126SERV_GP,SERV_GP,2021-02-26 00:00:00
Cac Distribution,CAC,CACMECH_GP,MECH_GP,2016-10-01 00:00:00
Cadence Mcshane Corporation,CADENCE,CADENCEMECH_GP,MECH_GP,2006-12-01 00:00:00
California Closets,CN991973,CN991973SERV_GP,SERV_GP,2025-11-03 00:00:00
Callisons,CN991956,CN991956SERV_GP,SERV_GP,2024-08-01 00:00:00
Calumet Lubricants,IN990059,IN990059SERV_GP,SERV_GP,2024-06-01 00:00:00
Calvary Episcopal Church,CALVARY EPISC,CALVARY EPISCMECH_GP,MECH_GP,2011-06-01 00:00:00
Cambridge City Public Library,IN990256,IN990256SERV_GP,SERV_GP,2023-02-06 00:00:00
Campbell'S Snacks,IN990357,IN990357SERV_GP,SERV_GP,2025-10-01 00:00:00
Campbellsville University,LV990456,LV990456SERV_GP,SERV_GP,2025-06-01 00:00:00
Canal Winchester Logistics Llc C/O Jll,DY991013,DY991013SERV_GP,SERV_GP,2022-04-29 00:00:00
Candex Solutions Inc,DY991152,DY991152SERV_GP,SERV_GP,2025-10-01 00:00:00
Cannon Automotive Solutions,TN992116,TN992116SERV_GP,SERV_GP,2025-02-01 00:00:00
Capital Commercial Real Estate,TN991412,TN991412SERV_GP,SERV_GP,2025-04-15 00:00:00
Capstar Bank,TN992135,TN992135SERV_GP,SERV_GP,2023-09-26 00:00:00
Capstone Concepts,TN992193,TN992193SERV_GP,SERV_GP,2025-02-17 00:00:00
Captain'S Watch Coa,CN991903,CN991903SERV_GP,SERV_GP,2024-05-23 00:00:00
Caregivers,CAREGIVERS,CAREGIVERSMECH_GP,MECH_GP,2009-12-01 00:00:00
Caresource Management Group,CARESOURCE,CARESOURCEMECH_GP,MECH_GP,2008-10-01 00:00:00
Carhartt Inc,LV990448,LV990448SERV_GP,SERV_GP,2022-06-16 00:00:00
Carl Zeiss Vision,CN992231,CN992231SERV_GP,SERV_GP,2023-06-09 00:00:00
Carlex Glass America - Nashville Glass Plant Gd02A,NV00037,NV00037SERV_GP,SERV_GP,2023-11-07 00:00:00
Carlstar Group,TN950446,TN950446SERV_GP,SERV_GP,2025-11-11 00:00:00
Carlton Industrial Solutions,TN992229,TN992229SERV_GP,SERV_GP,2025-08-18 00:00:00
Carolina Ale House,TN992064,TN992064SERV_GP,SERV_GP,2021-08-27 00:00:00
Carothers Corner Llc,NV15077,NV15077SERV_GP,SERV_GP,2026-01-01 00:00:00
Carrera Construction,CARR,CARRMECH_GP,MECH_GP,2012-05-01 00:00:00
Carroll County School District,CARROLL CTY SCH,CARROLL CTY SCHMECH_GP,MECH_GP,2011-10-01 00:00:00
Carter County Fiscal Court,CARTER CTY,CARTER CTYMECH_GP,MECH_GP,2018-01-01 00:00:00
Carter County Fiscal Court,LX990318,LX990318SERV_GP,SERV_GP,2025-11-17 00:00:00
Cartridge Brewing,CN992247,CN992247SERV_GP,SERV_GP,2025-11-01 00:00:00
Casey County Hospital,LX990155,LX990155SERV_GP,SERV_GP,2025-12-04 00:00:00
Caseys General Stores,LX990459,LX990459SERV_GP,SERV_GP,2025-12-06 00:00:00
Cashing The Bluegrass Llc,LX990393,LX990393SERV_GP,SERV_GP,2023-06-01 00:00:00
Catalyst Pdg Inc,IN990506,IN990506SERV_GP,SERV_GP,2025-06-25 00:00:00
Cathedral Of The Assumption,LX990332,LX990332SERV_GP,SERV_GP,2021-11-09 00:00:00
Cazana Family Dcp General Partnership C/O Commercial & Investmen,TN992113,TN992113SERV_GP,SERV_GP,2023-09-14 00:00:00
Cazzy'S Corner Grill,TN991980,TN991980SERV_GP,SERV_GP,2025-12-28 00:00:00
Cb Richard Ellis,CB RICHARD,CB RICHARDMECH_GP,MECH_GP,2011-03-01 00:00:00
Cb Richard Ellis,CBRE,CBREMECH_GP,MECH_GP,2006-10-01 00:00:00
"Cb Richard Ellis, Inc.",CB RICH INDY,CB RICH INDYMECH_GP,MECH_GP,2007-12-01 00:00:00
Cbre,CN992117,CN992117SERV_GP,SERV_GP,2021-06-04 00:00:00
Cbre,DY991098,DY991098SERV_GP,SERV_GP,2024-11-06 00:00:00
Cbre Gws Llc,CN992069,CN992069SERV_GP,SERV_GP,2025-12-15 00:00:00
Cbre Novartis Fm,IN990425,IN990425SERV_GP,SERV_GP,2024-01-01 00:00:00
Cbt Company,CBT COMPANY,CBT COMPANYMECH_GP,MECH_GP,2015-02-01 00:00:00
Cc Industries - Billing,TN991983,TN991983SERV_GP,SERV_GP,2021-05-01 00:00:00
Cellular Sales Of In Llc,IN990446,IN990446SERV_GP,SERV_GP,2025-11-12 00:00:00
Centennial Medical Center - Nash,CEN002,CEN002SERV_GP,SERV_GP,2025-09-01 00:00:00
Center City International Truck,CENTER CITY INT,CENTER CITY INTMECH_GP,MECH_GP,2011-12-01 00:00:00
Central Baptist Church Winchester,LX990409,LX990409SERV_GP,SERV_GP,2026-01-01 00:00:00
"Central Insualtion Services, Inc",CENTRAL INSULAT,CENTRAL INSULATMECH_GP,MECH_GP,2010-06-01 00:00:00
Century Construction,CENT,CENTMECH_GP,MECH_GP,2019-02-01 00:00:00
Century Mold Company Inc,CN990961,CN990961SERV_GP,SERV_GP,2024-09-05 00:00:00
Cer Services,CER,CERMECH_GP,MECH_GP,2026-01-01 00:00:00
Cer Services Inc.,CN992263,CN992263SERV_GP,SERV_GP,2024-10-04 00:00:00
Ceredo Manor,WV990285,WV990285SERV_GP,SERV_GP,2025-06-30 00:00:00
Cerrowire,IN990415,IN990415SERV_GP,SERV_GP,2024-06-20 00:00:00
Certus Medical,IN990269,IN990269SERV_GP,SERV_GP,2022-01-28 00:00:00
Certus Medical,IN990408,IN990408SERV_GP,SERV_GP,2022-03-03 00:00:00
Ceso,DY991029,DY991029SERV_GP,SERV_GP,2022-11-18 00:00:00
"Ceva Logistics, Llc",IN990272,IN990272SERV_GP,SERV_GP,2023-03-14 00:00:00
Cfi Properties,TN992155,TN992155SERV_GP,SERV_GP,2025-01-01 00:00:00
Cgm Capital Holdings C/O Harrell Tague 10531D,LV990146,LV990146SERV_GP,SERV_GP,2022-12-01 00:00:00
"Ch Forest Park Partners, Gp C/O Premier Property Management Llc",TN991995,TN991995SERV_GP,SERV_GP,2023-02-01 00:00:00
Ch Hazard Shops C/O Premier Property Mgmt Company,LX990498,LX990498SERV_GP,SERV_GP,2025-12-01 00:00:00
Ch2M-Hill,CH2M-HILL,CH2M-HILLMECH_GP,MECH_GP,2014-10-01 00:00:00
Champions Pointe Golf Club,LV990316,LV990316SERV_GP,SERV_GP,2023-06-01 00:00:00
Change Healthcare,CHANGE HEALTHCA,CHANGE HEALTHCAMECH_GP,MECH_GP,2017-12-01 00:00:00
Charlie Pond,CHARLIE POND,CHARLIE PONDMECH_GP,MECH_GP,2009-06-01 00:00:00
Charter Communications,CN991939,CN991939SERV_GP,SERV_GP,2025-12-16 00:00:00
Charter Communications,LV990121,LV990121SERV_GP,SERV_GP,2025-11-01 00:00:00
Chase Tower 707 Virginia St C/0 Jll Management Office,WV990135,WV990135SERV_GP,SERV_GP,2025-12-01 00:00:00
Chavez Properties,CN950298,CN950298SERV_GP,SERV_GP,2026-01-01 00:00:00
Chef Ben Hibachi And Chinese,TN992050,TN992050SERV_GP,SERV_GP,2021-06-16 00:00:00
Cheif Logan State Park,WV990303,WV990303SERV_GP,SERV_GP,2026-01-01 00:00:00
Chemie Tek,IN990094,IN990094SERV_GP,SERV_GP,2025-08-01 00:00:00
Chep Services,TN992022,TN992022SERV_GP,SERV_GP,2023-12-21 00:00:00
Cherokee Millwright Inc,TN992173,TN992173SERV_GP,SERV_GP,2025-09-01 00:00:00
Chevy Chase Plaza Llc C/O Equity Management Group,LX990448,LX990448SERV_GP,SERV_GP,2023-10-13 00:00:00
Chick-Fil-A,CN991117,CN991117SERV_GP,SERV_GP,2023-01-01 00:00:00
Chick-Fil-A Blue Ash,CN992090,CN992090SERV_GP,SERV_GP,2022-02-11 00:00:00
Chick-Fil-A Bridgewater Falls,CN991527,CN991527SERV_GP,SERV_GP,2023-08-17 00:00:00
Chick-Fil-A Columbus,DY990963,DY990963SERV_GP,SERV_GP,2024-08-01 00:00:00
Chick-Fil-A Eastgate,CN991517,CN991517SERV_GP,SERV_GP,2024-05-06 00:00:00
Chick-Fil-A Liberty Center/West Chester,CN991920,CN991920SERV_GP,SERV_GP,2022-08-01 00:00:00
Chick-Fil-A Milford,CN991913,CN991913SERV_GP,SERV_GP,2022-08-01 00:00:00
Chick-Fil-A Oakley,CN991921,CN991921SERV_GP,SERV_GP,2022-08-01 00:00:00
Children Inc,IN990486,IN990486SERV_GP,SERV_GP,2025-07-17 00:00:00
Children'S Museum Of Oak Ridge,TN991355,TN991355SERV_GP,SERV_GP,2025-12-03 00:00:00
Choice Health Network,TN992062,TN992062SERV_GP,SERV_GP,2025-11-01 00:00:00
Christ Emmanuel Christian Fellowship,CHRISTEMMANUEL,CHRISTEMMANUELMECH_GP,MECH_GP,2026-01-01 00:00:00
Christel House Academy,IN990189,IN990189SERV_GP,SERV_GP,2025-11-01 00:00:00
Christel House West,CHRISTEL,CHRISTELMECH_GP,MECH_GP,2024-08-01 00:00:00
Christian Academy Of Lawrenceburg,LX990294,LX990294SERV_GP,SERV_GP,2025-09-24 00:00:00
Christian Life Church,CHR002,CHR002SERV_GP,SERV_GP,2025-11-01 00:00:00
Christie Cookie Co,NV15038,NV15038SERV_GP,SERV_GP,2025-04-25 00:00:00
Christie Cookie Co.,NV00054,NV00054SERV_GP,SERV_GP,2022-06-05 00:00:00
Chuck Davidson,TN991251,TN991251SERV_GP,SERV_GP,2023-12-04 00:00:00
Church Of The City,NV00177,NV00177SERV_GP,SERV_GP,2022-08-21 00:00:00
Church Of The Nativity Of Our Lord,CHURCHNATIVITY,CHURCHNATIVITYMECH_GP,MECH_GP,2026-01-01 00:00:00
Church Of The Redeemer,NV15059,NV15059SERV_GP,SERV_GP,2025-11-01 00:00:00
Church Of The Resurrection,CN992341,CN992341SERV_GP,SERV_GP,2025-12-08 00:00:00
Cincinnati 3301 Mp Wrk7 Llc,CN992372,CN992372SERV_GP,SERV_GP,2025-11-01 00:00:00
Cincinnati Belting & Transmission,CINN BELTING,CINN BELTINGMECH_GP,MECH_GP,2016-03-01 00:00:00
Cincinnati Belting & Transmission,CN991536,CN991536SERV_GP,SERV_GP,2025-01-16 00:00:00
Cincinnati Center For Autism,CN992353,CN992353SERV_GP,SERV_GP,2025-11-01 00:00:00
Cincinnati Childrens Med Center,CINCINNATI CHIL,CINCINNATI CHILMECH_GP,MECH_GP,2008-06-01 00:00:00
Cincinnati Commercial Contracting,CINN COMM CONTR,CINN COMM CONTRMECH_GP,MECH_GP,2024-02-01 00:00:00
Cincinnati Construction Mgt.,CIN CONST MGT,CIN CONST MGTMECH_GP,MECH_GP,2024-07-01 00:00:00
Cincinnati Facial Plastics,CN991410,CN991410SERV_GP,SERV_GP,2025-11-17 00:00:00
"Cincinnati Insurance Co, The",CINCINNATI INSU,CINCINNATI INSUMECH_GP,MECH_GP,2012-06-01 00:00:00
Cincinnati Landmark Productions,CINCINNATI LAND,CINCINNATI LANDMECH_GP,MECH_GP,2021-09-01 00:00:00
Cincinnati Metal Fabricating,CN991616,CN991616SERV_GP,SERV_GP,2023-10-03 00:00:00
Cincinnati Milacron,CINN MILACRON,CINN MILACRONMECH_GP,MECH_GP,2020-08-01 00:00:00
Cincinnati Milacron,CN992027,CN992027SERV_GP,SERV_GP,2024-01-18 00:00:00
"Cincinnati Physicians, Llc",CN991540,CN991540SERV_GP,SERV_GP,2025-10-10 00:00:00
Cincinnati Radiator Llc,CN992300,CN992300SERV_GP,SERV_GP,2025-11-01 00:00:00
Cincinnati Sports Mall,CINN SPORTS,CINN SPORTSMECH_GP,MECH_GP,2011-06-01 00:00:00
"Cincinnati Tennis, Llc, Lindner Family Tennis Center",CN991293,CN991293SERV_GP,SERV_GP,2025-12-19 00:00:00
Cincinnati Tool Bank,CINCINNATI TOOL,CINCINNATI TOOLMECH_GP,MECH_GP,2024-12-01 00:00:00
Cincinnati Toolbank,CN992241,CN992241SERV_GP,SERV_GP,2025-10-01 00:00:00
Cincinnati Truck Parts,CN940171,CN940171SERV_GP,SERV_GP,2022-09-06 00:00:00
Cincinnati Trucking Parts - Do Not Use,CN992089,CN992089SERV_GP,SERV_GP,2020-10-01 00:00:00
Cincinnati United Contractors,CINT,CINTMECH_GP,MECH_GP,2015-09-01 00:00:00
Cincy Childrens Medical Hospital Ctr C/O Cushman & Wakefield,CN992315,CN992315SERV_GP,SERV_GP,2025-12-05 00:00:00
Cinepolis,DY990951,DY990951SERV_GP,SERV_GP,2020-10-09 00:00:00
"Cinfab, Llc",CINF,CINFMECH_GP,MECH_GP,2014-07-01 00:00:00
Cintas,CINTAS,CINTASMECH_GP,MECH_GP,2013-01-01 00:00:00
Cintas Corp.,WV990066,WV990066SERV_GP,SERV_GP,2025-12-17 00:00:00
Cintas Corporation,CN980086,CN980086SERV_GP,SERV_GP,2025-10-01 00:00:00
"Cintech Construction, Inc.",CINTECH,CINTECHMECH_GP,MECH_GP,2016-11-01 00:00:00
Citimark Management Co. Inc.,IN980003,IN980003SERV_GP,SERV_GP,2026-01-06 00:00:00
"Citimark Management Co., Inc",CITIMARK,CITIMARKMECH_GP,MECH_GP,2020-02-01 00:00:00
City Link Center,CITY LINK CENTE,CITY LINK CENTEMECH_GP,MECH_GP,2014-12-01 00:00:00
City Link Center,CN991505,CN991505SERV_GP,SERV_GP,2026-01-01 00:00:00
City Of Athens,CITY OF ATHENS,CITY OF ATHENSMECH_GP,MECH_GP,2015-01-01 00:00:00
City Of Cheviot,CITY OF CHEVIOT,CITY OF CHEVIOTMECH_GP,MECH_GP,2025-01-01 00:00:00
City Of Cheviot Home Lodge,CN991545,CN991545SERV_GP,SERV_GP,2025-12-31 00:00:00
City Of Clifton,CITY OF CLIFTON,CITY OF CLIFTONMECH_GP,MECH_GP,2019-06-01 00:00:00
"City Of Columbia City, Indiana",COLUMBIA CITY,COLUMBIA CITYMECH_GP,MECH_GP,2019-11-01 00:00:00
City Of Cynthiana,CITY OF CYNTH,CITY OF CYNTHMECH_GP,MECH_GP,2023-10-01 00:00:00
City Of Cynthiana,LX990452,LX990452SERV_GP,SERV_GP,2024-01-16 00:00:00
City Of Fort Mitchell,CN991947,CN991947SERV_GP,SERV_GP,2022-02-07 00:00:00
City Of Franklin,IN990302,IN990302SERV_GP,SERV_GP,2025-10-01 00:00:00
City Of Franklin - Planning & Engineering,IN990507,IN990507SERV_GP,SERV_GP,2025-07-08 00:00:00
"City Of Franklin, Indiana",CITY OF FRANK,CITY OF FRANKMECH_GP,MECH_GP,2019-10-01 00:00:00
"City Of Glasgow, Ky",CITY OF GLASGOW,CITY OF GLASGOWMECH_GP,MECH_GP,2019-09-01 00:00:00
City Of Hammond,CITY OF HAMMOND,CITY OF HAMMONDMECH_GP,MECH_GP,2024-07-01 00:00:00
"City Of Hammond, Indiana",IN990257,IN990257SERV_GP,SERV_GP,2025-11-01 00:00:00
City Of Jeffersonville,LV990391,LV990391SERV_GP,SERV_GP,2026-01-01 00:00:00
City Of Jeffersonville Fire Department,LV990419,LV990419SERV_GP,SERV_GP,2021-02-05 00:00:00
City Of Lawrence Indiana,IN990382,IN990382SERV_GP,SERV_GP,2025-01-30 00:00:00
City Of Lawrence Indianna,LAWRENCE IN,LAWRENCE INMECH_GP,MECH_GP,2024-07-01 00:00:00
City Of Logan,"LOGAN, CITY OF","LOGAN, CITY OFMECH_GP",MECH_GP,2011-08-01 00:00:00
"City Of Louisa, Kentucky",CITY OF LOUISA,CITY OF LOUISAMECH_GP,MECH_GP,2019-11-01 00:00:00
City Of Middletown,CITY OF MIDDLTN,CITY OF MIDDLTNMECH_GP,MECH_GP,2017-05-01 00:00:00
City Of Monroe,CITY OF MONROE,CITY OF MONROEMECH_GP,MECH_GP,2018-12-01 00:00:00
City Of Monroe,CN991629,CN991629SERV_GP,SERV_GP,2022-01-01 00:00:00
City Of North College Hill,CITY N COLL HIL,CITY N COLL HILMECH_GP,MECH_GP,2012-10-01 00:00:00
City Of North College Hill,CN991388,CN991388SERV_GP,SERV_GP,2025-10-02 00:00:00
City Of Paris,CITY OF PARIS,CITY OF PARISMECH_GP,MECH_GP,2026-01-01 00:00:00
City Of Sharonville,CITY OF SHARONV,CITY OF SHARONVMECH_GP,MECH_GP,2015-02-01 00:00:00
City Of Shelbyville,IN990476,IN990476SERV_GP,SERV_GP,2026-01-09 00:00:00
City Of South Charleston,CITYOF S CHARLE,CITYOF S CHARLEMECH_GP,MECH_GP,2020-03-01 00:00:00
City Of South Charleston,WV990239,WV990239SERV_GP,SERV_GP,2024-12-03 00:00:00
City Of St Bernard,CITY OF ST BERN,CITY OF ST BERNMECH_GP,MECH_GP,2011-12-01 00:00:00
City Of St. Bernard,CN991182,CN991182SERV_GP,SERV_GP,2021-01-15 00:00:00
City Of Westfield,IN990335,IN990335SERV_GP,SERV_GP,2025-10-01 00:00:00
City Of Westfield - Grand Park Sports Campus,IN990346,IN990346SERV_GP,SERV_GP,2025-11-01 00:00:00
City Of Winchester,CITYOFWINCHESTE,CITYOFWINCHESTEMECH_GP,MECH_GP,2025-08-01 00:00:00
City Of Winchester City Hall,LX990484,LX990484SERV_GP,SERV_GP,2025-12-02 00:00:00
Civil & Environmental Consultants,CIVIL ENVIRON,CIVIL ENVIRONMECH_GP,MECH_GP,2010-03-01 00:00:00
Clark County Schools,CLARK COUNTY,CLARK COUNTYMECH_GP,MECH_GP,2007-10-01 00:00:00
Clarke American/Mirc Express,LV200612,LV200612SERV_GP,SERV_GP,2023-01-09 00:00:00
Classic Wood Products,LV990439,LV990439SERV_GP,SERV_GP,2022-02-21 00:00:00
Clayco Inc.,CLAYCO,CLAYCOMECH_GP,MECH_GP,2018-07-01 00:00:00
Clayton- Liberty Township Library,IN990074,IN990074SERV_GP,SERV_GP,2023-12-11 00:00:00
Clean Slate Services,LX990499,LX990499SERV_GP,SERV_GP,2025-09-26 00:00:00
"Cleanlites Recycling, Inc.",CN991925,CN991925SERV_GP,SERV_GP,2025-09-01 00:00:00
Cleveland Cliffs Inc,TN992109,TN992109SERV_GP,SERV_GP,2024-02-12 00:00:00
Clinton County Board Of Commissioners,CLINTON CTY,CLINTON CTYMECH_GP,MECH_GP,2025-06-01 00:00:00
Clinton County Commissioner,DY990909,DY990909SERV_GP,SERV_GP,2026-01-01 00:00:00
Clopay Building Products,CLOPAY,CLOPAYMECH_GP,MECH_GP,2010-02-01 00:00:00
Cmc Steel Tennessee,TN991919,TN991919SERV_GP,SERV_GP,2026-01-01 00:00:00
Cnj Food Corp Dba Dos Bros Bearden,TN992210,TN992210SERV_GP,SERV_GP,2025-04-04 00:00:00
Cofer'S Chapel Free Will Baptist Church,COF001,COF001SERV_GP,SERV_GP,2024-11-02 00:00:00
Cogo Ministries,DY991033,DY991033SERV_GP,SERV_GP,2025-10-22 00:00:00
Coi Brooks Hill Road 232 Llc,LV990399,LV990399SERV_GP,SERV_GP,2020-11-01 00:00:00
Coi New Albany 525 Llc C/O Colliers,DY991128,DY991128SERV_GP,SERV_GP,2025-03-17 00:00:00
"Coi New Albany 525, Llc. C/O Jll",DY991090,DY991090SERV_GP,SERV_GP,2023-09-22 00:00:00
Cold Jet,CN950163,CN950163SERV_GP,SERV_GP,2024-04-10 00:00:00
Colerain Township,COLERAIN TWNSHP,COLERAIN TWNSHPMECH_GP,MECH_GP,2013-02-01 00:00:00
College Of Biblical Studies,IN990474,IN990474SERV_GP,SERV_GP,2025-10-01 00:00:00
College Of Mt. St. Joseph,COLLEGE MT ST J,COLLEGE MT ST JMECH_GP,MECH_GP,2006-01-01 00:00:00
Colliers,COLLIERS,COLLIERSMECH_GP,MECH_GP,2025-09-01 00:00:00
Colliers,DY991038,DY991038SERV_GP,SERV_GP,2025-10-14 00:00:00
Colliers,DY991058,DY991058SERV_GP,SERV_GP,2025-09-01 00:00:00
Colliers International,CN991605,CN991605SERV_GP,SERV_GP,2024-01-31 00:00:00
