CUSTOMER_NUMBER,CUSTOMER_KEY,CUSTOMER_NAME,CUSTOMER_CLASS,ADDRESS1,ADDRESS2,COUNTRY,CITY,STATE,ZIP,PHONE1,PAYMENT_TERM,CREATED,UPDATED
IN030001,IN030001SERV_GP,ADC CORP - REAL ESTATE DIVISION,INDIANAPOLIS   ,PO BOX 1101,MAILSTOP 54,,MINNESOTA,MN,55440-1101,80036638890000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
IN990007,IN990007SERV_GP,ADC TELECOMMUNICATIONS,INDIANAPOLIS   ,P O BOX 9335,,,MINNEAPOLIS,MN,46256,95291722030000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
LX990127,LX990127SERV_GP,"ADCOLOR, INC.",LEXINGTON      ,620 ADCOLOR DRIVE,,,LEXINGTON,KY,40511,85925310461300,Net 30               ,2/18/2009 0:00,4/14/2009 0:00
LX990465,LX990465SERV_GP,ADDICTION RECOVERY CARE,LEXINGTON      ,PO BOX 726,,,LOUISA,KY,41230,60629367343998,Net 30               ,3/19/2024 0:00,3/19/2024 0:00
CN990492,CN990492SERV_GP,ADEX,CINCINNATI     ,895 GLENDALE-MILFORD ROAD,,,CINCINNATI,OH,45215,51377123390000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
CN940294,CN940294SERV_GP,AD-EX INC.,CINCINNATI     ,1301 GLENDALE-MILFORD ROAD,,,CINCINNATI,OH,45215,51377123390000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
AD-EX,AD-EXMECH_GP,Ad-Ex International,COMMERCIAL     ,895 Glendale Milford Road,,,Cincinnati,OH,45215,51377123390000,Net 10               ,10/5/2000 0:00,3/28/2001 0:00
ADHESIVE MIXING,ADHESIVE MIXINGMECH_GP,"Adhesive Mixing Equipment, Inc",COMMERCIAL     ,190 Shellyland Rd,,,Manheim,PA,17545,71765380540000,Net 10               ,12/1/2000 0:00,3/28/2001 0:00
LX990471,LX990471SERV_GP,ADKEV INC,LEXINGTON      ,664 S IROQUOIS ST PO BOX 390,,,GOODLAND,IN,47948,21920826760000,Net 30               ,6/27/2024 0:00,6/27/2024 0:00
CN992039,CN992039SERV_GP,ADLETA CONSTRUCTION,CINCINNATI     ,389 S WAYNE AVE,,,CINCINNATI,OH,45215,51355414690000,Net 30               ,10/3/2019 0:00,1/26/2021 0:00
TN991755,TN991755SERV_GP,ADMAN ELECTRIC - ALSTOM OFFICE,KNOXVILLE      ,1201 RIVERFRONT PARKWAY,,,CHATTANOOGA,TN,37402,42399800000000,Net 30               ,10/22/2015 0:00,1/30/2023 0:00
TN992228,TN992228SERV_GP,"ADMAN ELECTRIC, INC",KNOXVILLE      ,P.O. BOX 3069,,,CHATTANOOGA,TN,37404,86577129200000,Net 30               ,8/11/2025 0:00,1/14/2026 0:00
LX990029,LX990029SERV_GP,ADMART,LEXINGTON      ,PO BOX 68,,,DANVILLE,KY,,60623676000000,Net 30               ,10/12/2004 0:00,4/14/2009 0:00
CN950209,CN950209SERV_GP,ADMINISTAR FEDERAL,CINCINNATI     ,9901 LINN STATION ROAD,,,LOUISVILLE,KY,40223-3824,50232985000000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
LV990311,LV990311SERV_GP,ADT SECURITY,LOUISVILLE     ,2115 STANLEY GAULT PKWY,,,LOUISVILLE,KY,40223,50252651010000,Net 30               ,6/8/2015 0:00,6/8/2015 0:00
IN200011,IN200011SERV_GP,ADT SECURITY SERVICES,INDIANAPOLIS   ,12166 N. MERIDIAN STREET,,,INDIANAPOLIS,IN,46032,31781621590000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
LV950322,LV950322SERV_GP,ADT SECURITY SYSTEMS,LOUISVILLE     ,943 SOUTH 1ST STREET,,,LOUISVILLE,KY,40203,50258912590000,Net 30               ,10/12/2004 0:00,4/14/2009 0:00
IN990364,IN990364SERV_GP,ADVANCED AGRILYTICS,INDIANAPOLIS   ,1023 MARKET ST,,,INDIANAPOLIS,IN,46202,76563537490000,Net 30               ,6/1/2020 0:00,10/26/2022 0:00
LX950201,LX950201SERV_GP,ADVANCED AIR REFRIGERATI0N,LEXINGTON      ,P O BOX 2551,,,EATON,FL,33840,94166548760000,Net 30               ,10/12/2004 0:00,4/14/2009 0:00
DY980050,DY980050SERV_GP,ADVANCED ASSEMBLY,DAYTON         ,313 MOUND,,,DAYTON,OH,45407,93722230300000,                     ,10/6/2004 0:00,1/26/2021 0:00
CN990384,CN990384SERV_GP,ADVANCED CHIROPRATIC,CINCINNATI     ,9709 MONTGOMERY ROAD,,,CINCINNATI,OH,45242,51379361040000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
CN980069,CN980069SERV_GP,ADVANCED COMPUTER,CINCINNATI     ,10895 INDECO DRIVE,,,CINCINNATI,OH,45241,51393650600000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
CN980147,CN980147SERV_GP,ADVANCED COMPUTER GRAPHICS,CINCINNATI     ,10895 INDECO DRIVE,,,CINCINNATI,OH,45241,51393650600000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
CN990266,CN990266SERV_GP,ADVANCED CONSTRUCTION & ENGINE,CINCINNATI     ,115 HOSEA AVE.,,,LOCKLAND,OH,45215,51376114000000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
DY990266,DY990266SERV_GP,ADVANCED CONSTRUCTION & ENGINE,DAYTON         ,115 HOSEA,,,LOCKLAND,OH,,51376114000000,                     ,10/6/2004 0:00,1/26/2021 0:00
ADVANCED INDUST,ADVANCED INDUSTMECH_GP,"ADVANCED INDUSTRIAL MANAGMENT, INC.",COMMERCIAL     ,998 NANDINO BLVD,,,LEXINGTON,KY,40511,85945580810000,Net 10               ,2/6/2012 0:00,2/6/2012 0:00
LX990207,LX990207SERV_GP,ADVANCED INDUSTRIAL PRODUCTS,LEXINGTON      ,ATTN: ACCOUNTS PAYABLE,,,COLUMBUS,OH,43219,85925519110000,Net 30               ,5/20/2011 0:00,5/20/2011 0:00
TN992112,TN992112SERV_GP,ADVANCED LABLEWORX INC,KNOXVILLE      ,1006 LARSON DR,,,OAK RIDGE,TN,37830,86596687110000,Net 30               ,1/13/2023 0:00,1/30/2023 0:00
CN990257,CN990257SERV_GP,ADVANCED LABS,CINCINNATI     ,6954 CORNELL ROAD,,,BLUE ASH,OH,45242,51326057430000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
TN991401,TN991401SERV_GP,ADVANCED TECHNICAL CERAMICS COMPANY,KNOXVILLE      ,511 MANUFACTURERS RD,511 MANUFACTURERS ROAD,,CHATTANOOGA,TN,37405,42324098570000,Net 30               ,2/3/2012 0:00,1/30/2023 0:00
ADVANCED,ADVANCEDMECH_GP,Advanced Testing Labs,COMMERCIAL     ,6954 Cornell Rd.,,,Cincinnati,OH,45242,51348984470000,Net 10               ,12/20/2001 0:00,12/20/2001 0:00
ADVANTAGEENGIN,ADVANTAGEENGINMECH_GP,ADVANTAGE ENGINEERING,COMMERCIAL     ,525 E. STOP 18 ROAD,,,GREENWOOD,IN,46142,3178870729213,Net 10               ,10/30/2024 0:00,5/21/2025 0:00
NV00028,NV00028SERV_GP,ADVANTAGE ENGINEERING,NASHVILLE      ,PO BOX 407,,,GREENWOOD,IN,46142,31788707290000,Net 30               ,7/3/2017 0:00,7/3/2017 0:00
CN990411,CN990411SERV_GP,ADVANTAGE ENGINEERING,CINCINNATI     ,525 E STOP 18 RD,,,GREENWOOD,IN,46142,31788707290000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
TN991771,TN991771SERV_GP,ADVANTAGE ENGINEERING INC,NASHVILLE      ,PO BOX 407,,,GREENWOOD,IN,46142,31788707290000,Net 30               ,1/26/2016 0:00,1/26/2016 0:00
CN991613,CN991613SERV_GP,ADVANTAGE SIGNS,CINCINNATI     ,9267 GOVERNORS WAY,,,CINCINNTAI,OH,45249,51367728880000,Net 30               ,11/5/2014 0:00,1/26/2021 0:00
TN950542,TN950542SERV_GP,AEC INC.,KNOXVILLE      ,801 AEC DRIVE,,,WOOD DALE,IL,60191,80023348190000,Net 30               ,10/6/2005 0:00,1/30/2023 0:00
CN992111,CN992111SERV_GP,AEGIS PROTECTIVE SERVICES,CINCINNATI     ,3033 ROBERTSON AVE,,,CINCINNATI,OH,45209,51352633340000,Net 30               ,3/5/2021 0:00,3/5/2021 0:00
IN990410,IN990410SERV_GP,AEL-SPAN,INDIANAPOLIS   ,6032 GATEWAY DR,,,PLAINFIELD,IN,46168,31720346020000,Net 30               ,3/4/2022 0:00,12/29/2022 0:00
LX990153,LX990153SERV_GP,"AEP INDUSTRIES, INC. NICHOLASVILLE",LEXINGTON      ,101 ETTER DRIVE,,,KY,40356,,85988120040000,Net 30               ,11/3/2009 0:00,11/3/2009 0:00
WV200604,WV200604SERV_GP,AEP SERVICE CORPORATION,WEST VIRGINIA  ,RT 60,,,MILTON,WV,25541,,Net 30               ,11/14/2006 0:00,1/26/2021 0:00
CN970129,CN970129SERV_GP,AERO FULFILLMENT,CINCINNATI     ,3900 AERO DRIVE,,,MASON,OH,45040,51345939000000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
LV980009,LV980009SERV_GP,AERO PNUEMATICS,LOUISVILLE     ,500 N OAKWOOD RD,,,LAKE ZURICH,IL,60047,84743891000000,Net 30               ,10/12/2004 0:00,4/14/2009 0:00
CN990200,CN990200SERV_GP,AERO-BLAST,CINCINNATI     ,11019 MOSTELLER ROAD,,,CINCINNATI,OH,45241,51377246330000,Net 30               ,10/6/2004 0:00,6/10/2025 0:00
CN991632,CN991632SERV_GP,AEROBRAZE,CINCINNATI     ,940 REDNA TERRACE,,,CINCINNATI,OH,45215,51384242310000,Net 30               ,2/19/2015 0:00,1/26/2021 0:00
DY991111,DY991111SERV_GP,AEROSPACE LUBRICANTS INC,DAYTON         ,1600 GEORGESVILLE RD,,,COLUMBUS,OH,43228,61428527180000,Net 30               ,5/22/2024 0:00,7/31/2024 0:00
DY991123,DY991123SERV_GP,AESTHETIC EYE OCULOPLASTIC SURGERY,DAYTON         ,10 REMICK BLVD,,,SPRINGBORO,OH,45066,78687751630000,                     ,9/23/2024 0:00,11/15/2024 0:00
TN991883,TN991883SERV_GP,AFC URGENT CARE,KNOXVILLE      ,,,,,,,,Net 30               ,2/23/2018 0:00,1/30/2023 0:00
LX200413,LX200413SERV_GP,AFFINIA,LEXINGTON      ,1225 ENTERPRISE DRIVE,,,WINCHESTER,KY,40391,85974582000000,Net 30               ,10/12/2004 0:00,4/14/2009 0:00
LX990334,LX990334SERV_GP,AFFORD A VET - PASADENA,LEXINGTON      ,185 PASADENA DR STE 115,,,LEXINGTON,KY,40503,85932458510000,Net 30               ,3/16/2017 0:00,3/16/2017 0:00
LX990333,LX990333SERV_GP,AFFORD A VET - RICHMOND RD,LEXINGTON      ,3101 RICHMOND RD STE 306,,,LEXINGTON,KY,40509,85932458510000,Net 30               ,3/16/2017 0:00,3/16/2017 0:00
TN991753,TN991753SERV_GP,AFFORDABLE DENTURES,KNOXVILLE      ,PO BOX 938,,,LENOIR CITY,TN,37771,86522961580000,Net 30               ,10/12/2015 0:00,1/30/2023 0:00
AFFORDABLESERVI,AFFORDABLESERVIMECH_GP,AFFORDABLE SERVICE SOLUTIONS,COMMERCIAL     ,PO BOX 627,,,RICHMOND,KY,40476,85977901220000,Net 10               ,1/13/2025 0:00,1/13/2025 0:00
TN990903,TN990903SERV_GP,AFGO TECHNICAL SERVICES,KNOXVILLE      ,70-01 51ST AVENUE,,,WOODSIDE,NY,11377,71847855550000,Net 30               ,10/6/2005 0:00,1/30/2023 0:00
LV960001,LV960001SERV_GP,AFL-CAMPBELLSBURG,LOUISVILLE     ,461 INDUSTRIAL PARK ROAD,,,CAMPBELLSBURG,KY,40011,50253273710000,Net 30               ,10/12/2004 0:00,4/14/2009 0:00
LV950244,LV950244SERV_GP,AFL-SHELBYVILLE,LOUISVILLE     ,421 HAVEN HILL ROAD,,,SHELBYVILLE,KY,40065,50263354400000,Net 30               ,10/12/2004 0:00,4/14/2009 0:00
IN200037,IN200037SERV_GP,AG CHEM,INDIANAPOLIS   ,450 N ENTERPRISE BLVD,,,LEBANON,IN,46052,80076088000000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
CN992331,CN992331SERV_GP,AG STONES,CINCINNATI     ,8550 SEWARD RD STE 100,,,FAIRFIELD,OH,45011,51323887720000,Net 30               ,2/26/2025 0:00,2/26/2025 0:00
TN950006,TN950006SERV_GP,AGA ASSOCIATES,KNOXVILLE      ,SOUTHERN STATION 306 W. DEPO,,,KNOXVILLE,TN,37917,61558813970000,Net 30               ,10/6/2005 0:00,1/30/2023 0:00
AGAG,AGAGMECH_GP,"AGA Gas, Inc.",COMMERCIAL     ,P.O. Box 94737,,,Cleveland,OH,44101-4737,74096411780000,Net 10               ,1/5/2000 0:00,3/28/2001 0:00
IN990270,IN990270SERV_GP,AGELLAN COMMERCIAL REIT,INDIANAPOLIS   ,2151 AIRWEST BLVD,,,PLAINFIELD,IN,46168,4.16594E+12,Net 30               ,9/28/2017 0:00,4/18/2023 0:00
LV990103,LV990103SERV_GP,AGGREKO LLC,LOUISVILLE     ,ACCOUNT REPRESENTATIVE,1533 CINCINNATI-BATAVIA PIKE,,BATIVA,OH,45103,513-769-655000,Net 30               ,7/14/2010 0:00,7/14/2010 0:00
FL00048,FL00048SERV_GP,"AGGREKO, LLC",FLORIDA        ,4607 WEST ADMIRAL DOYLE DRIVE,,,NEW IBERIA,LA,70560,33736922210000,Net 30               ,12/7/2017 0:00,12/7/2017 0:00
TN991315,TN991315SERV_GP,AGRACEL INC - C/O WOOD PROPERTIES INC.,KNOXVILLE      ,900 SOUTH GAY STREET,SUITE 1600,,KNOXVILLE,TN,37902,86563777770000,Net 30               ,7/22/2010 0:00,1/30/2023 0:00
215,215SERV_QUAD,Agrana Fruit,,,,,,,,,,,
IN990393,IN990393SERV_GP,AGREE REALTY CORPORATION,INDIANAPOLIS   ,32301 WOODWARD AVE,,,ROYAL OAK,MI,48073,81228117470000,Net 30               ,7/23/2021 0:00,6/6/2023 0:00
CN930118,CN930118SERV_GP,"AGRICOLA, DAVE",CINCINNATI     ,4 VILLAGE SQUARE,,,GLENDALE,OH,45246,51377121970000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
CN98110,CN98110SERV_GP,"AGRICOLA, GREG",CINCINNATI     ,9479 GALECREST DRIVE,,,CINCINNATI,OH,45231,51377275450000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
LX000020,LX000020SERV_GP,AGRICULTURAL SCIENCE CENTER N,LEXINGTON      ,500 S. LIMESTONE,,,LEXINGTON,KY,40536,85925766090000,Net 30               ,10/12/2004 0:00,4/14/2009 0:00
IN990316,IN990316SERV_GP,AGUILA,INDIANAPOLIS   ,2201 REEVES RD,,,PLAINFIELD,IN,46168,40360874170000,Net 30               ,11/13/2018 0:00,1/26/2021 0:00
NV00151,NV00151SERV_GP,AHC CLARKSVILLE,NASHVILLE      ,900 PROFESSIONAL PARK DR,,,CLARKSVILLE,TN,37040,93170934690000,Net 30               ,5/27/2021 0:00,5/27/2021 0:00
CN960193,CN960193SERV_GP,"AHR, NICK",CINCINNATI     ,3736 BENHILL DRIVE,,,CINCINNATI,OH,45247,51338534170000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
CN991511,CN991511SERV_GP,AICHOLTZ LLC,CINCINNATI     ,8289 JORDAN ROAD,,,CLEVES,OH,45002,84441329680000,Net 30               ,6/12/2013 0:00,5/3/2024 0:00
CN992148,CN992148SERV_GP,AIGC SOLUTIONS,CINCINNATI     ,2810 E TRINITY MILLS RD 209-242,,,CARROLLTON,TX,75006,97283475750000,Net 30               ,3/21/2022 0:00,3/21/2022 0:00
LX990298,LX990298SERV_GP,AIG-LEXINGTON GREEN,LEXINGTON      ,80 PINE STREET,,,NEW YORK,NY,10005,21277078110000,Net 30               ,11/19/2014 0:00,11/19/2014 0:00
TN950488,TN950488SERV_GP,AILORS MORTUARY,KNOXVILLE      ,205 MONROE DR.,,,MAYNARDVILLE,TN,37807,61599255550000,Net 30               ,10/6/2005 0:00,1/30/2023 0:00
AIMCO,AIMCOMECH_GP,AIMCO,COMMERCIAL     ,15800 Crabbs Branch Way,Suite 250,,Rockville,MD,20855,84744118630000,Net 10               ,5/14/2003 0:00,6/13/2003 0:00
TN950521,TN950521SERV_GP,AIR COMFORT,KNOXVILLE      ,2550 BRAGA DRIVE,,,BROADVIEW,IL,60153,70834519000000,Net 30               ,10/6/2005 0:00,1/30/2023 0:00
TN950580,TN950580SERV_GP,AIR COMFORT CORPORATION,KNOXVILLE      ,2550 BRAGA DRIVE,,,BROADVIEW,IL,60153,70834519000000,Net 30               ,10/6/2005 0:00,1/30/2023 0:00
WV950290,WV950290SERV_GP,AIR DISTRIBUTION,WEST VIRGINIA  ,955 LIVELY BLVD.,,,WOODDALE,IL,60191,70886068000000,Net 30               ,10/12/2004 0:00,1/26/2021 0:00
DY991010,DY991010SERV_GP,AIR ENERGY,CINCINNATI     ,4790 WEST 73RD STREET,,,INDIANAPOLIS,INDIANA,46268,31783338010000,Net 30               ,2/4/2021 0:00,2/4/2021 0:00
AIR ENERGY,AIR ENERGYMECH_GP,AIR ENERGY SYSTEMS,COMMERCIAL     ,4790 WEST 73RD ST,,,INDIANAPOLIS,IN,46268,31729085000000,Net 10               ,8/9/2006 0:00,9/20/2023 0:00
IN990108,IN990108SERV_GP,AIR ENERGY SYSTEMS INC,INDIANAPOLIS   ,4790 W 73RD STREET,,,INDIANAPOLIS,IN,46268,31729085000000,Net 30               ,12/20/2010 0:00,1/26/2021 0:00
IN990110,IN990110SERV_GP,AIR ENERGY SYSTEMS INC.,INDIANAPOLIS   ,4790 W 73RD STREET,,,INDIANAPOLIS,IN,46268,31729085000000,Net 30               ,3/23/2011 0:00,1/26/2021 0:00
CN990021,CN990021SERV_GP,"AIR ENERGY SYSTEMS, INC",CINCINNATI     ,4790 WEST 73RD STREET,,,INDIANAPOLIS,IN,46268,51357390800000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
LX980037,LX980037SERV_GP,"AIR ENERGY, INC.",LEXINGTON      ,10900 PLANTSIDE DRIVE,,,LOUISVILLE,KY,40299,50226776000000,Net 30               ,10/12/2004 0:00,4/14/2009 0:00
LX980057,LX980057SERV_GP,AIR EQUIPMENT SALES & SERVICES,LEXINGTON      ,P.O. BOX 1487,,,ASHLAND,KY,41101,60622446500000,Net 30               ,10/12/2004 0:00,4/14/2009 0:00
AIR FORCE ONE,AIR FORCE ONEMECH_GP,"Air Force one, Inc.",COMMERCIAL     ,5810 Shier Rings Rd,,,Dublin,OH,43016,51342323910000,Net 10               ,1/3/2014 0:00,1/3/2014 0:00
LX950098,LX950098SERV_GP,AIR GAS,LEXINGTON      ,PO BOX 9219,,,MARIETTA,GA,30065,85949001100000,Net 30               ,10/12/2004 0:00,3/24/2025 0:00
TN991307,TN991307SERV_GP,AIR MECHANICAL SALES INC,KNOXVILLE      ,2702 JOHNSON AVENUE,,,ROANOKE,VA,24017,80034492560000,Net 30               ,3/19/2010 0:00,1/30/2023 0:00
WV990065,WV990065SERV_GP,AIR MECHANICAL SALES INC.,WEST VIRGINIA  ,PRESIDENT,2702 JOHNSON AVENUE,,ROANOKE,VA,24017,54034492530000,Net 30               ,7/2/2007 0:00,1/26/2021 0:00
WV990024,WV990024SERV_GP,"AIR PRODUCTS & CHEMICALS, INC.",WEST VIRGINIA  ,518 CAMDEN STREET,,,"PARKERSBURG,",WV,26101,30448516930000,Net 30               ,10/12/2004 0:00,1/26/2021 0:00
LV200607,LV200607SERV_GP,AIR QUALITY SYSTEMS INC,LOUISVILLE     ,PO BOX 17335,,,LOUISVILLE,KY,40217,50236639290000,Net 30               ,9/1/2006 0:00,4/14/2009 0:00
LV990051,LV990051SERV_GP,AIR SYSTEMS LLC,LOUISVILLE     ,4512 BISHOP LANE,,,LOUISVILLE,KY,40218,50274169290000,Net 30               ,2/23/2007 0:00,4/14/2009 0:00
DY960176,DY960176SERV_GP,AIR TECHNOLOGIES INC.,DAYTON         ,666 PARSONS AVE/ATTN: ACCT PAY,,,COLUMBUS,OH,43206,61444596510000,                     ,10/6/2004 0:00,1/26/2021 0:00
LV970002,LV970002SERV_GP,"AIR TECHNOLOGIES, INC",LOUISVILLE     ,1540 PARKER HOLLOW DR.,,,LOUISVILLE,KY,40223,50225425200000,Net 30               ,10/12/2004 0:00,4/14/2009 0:00
TN950535,TN950535SERV_GP,AIRCOND CORP.,KNOXVILLE      ,401 WESTERN LANE,,,IRMO,SC,29063,80373267000000,Net 30               ,10/6/2005 0:00,1/30/2023 0:00
WV990243,WV990243SERV_GP,AIREKO ENERGY SOLUTIONS US LLC,WEST VIRGINIA  ,PO BOX 11566,,,SAN JUAN,PR,00922-1566,78727303000000,Net 30               ,11/7/2018 0:00,1/26/2021 0:00
LV990453,LV990453SERV_GP,AIRPORT DISTRIBUTION LLC,LOUISVILLE     ,1150 AVIATION BLVD,,,HEBRON,KY,41048,50240355010000,Net 30               ,8/1/2022 0:00,8/5/2022 0:00
CN991879,CN991879SERV_GP,AIRPORT MARRIOTT,CINCINNATI     ,2395 PROGRESS DR,,,HEBRON,KY,41048,51322746190000,Net 30               ,6/27/2017 0:00,1/26/2021 0:00
LV990353,LV990353SERV_GP,AIRSYS NORTH AMERICA,LOUISVILLE     ,136 W CANON PERDIDO,,,SANTA BARBARA,CA,93101,80536459640000,Net 30               ,4/13/2017 0:00,4/20/2017 0:00
DY980102,DY980102SERV_GP,AIRTOUCH,DAYTON         ,5175 EMERALD PKWY,,,DUBLIN,OH,43017,51321809020000,                     ,10/6/2004 0:00,1/26/2021 0:00
LX990301,LX990301SERV_GP,AISIN AUTOMOTIVE,LEXINGTON      ,4870 EAST STATE HIGHWAY 552,,,LONDON,KY,40744,60668229620000,Net 30               ,12/11/2014 0:00,1/7/2021 0:00
TN991778,TN991778SERV_GP,AISIN AUTOMOTIVE TN,KNOXVILLE      ,221 FRANK L DIGGS DR,,,CLINTON,TN,37716,86545745810000,Net 30               ,4/1/2016 0:00,1/30/2023 0:00
NV00103,NV00103SERV_GP,AISIN WORLD CORP OF AMERICA,NASHVILLE      ,8560 CENTREPOINTE WAY,,,LA VERGNE,TN,37806,62940188910000,Net 30               ,2/17/2020 0:00,2/17/2020 0:00
IN990132,IN990132SERV_GP,AIT BIOSCIENCE,INDIANAPOLIS   ,7840 INNOVATION BLVE.,,,INDIANAPOLIS,IN,46278,31771588270000,Net 30               ,5/15/2013 0:00,1/26/2021 0:00
IN990129,IN990129SERV_GP,AIT LABORATORIES,INDIANAPOLIS   ,2265 EXECUTIVE DRIVE,,,INDIANAPOLIS,IN,46241,31724338940000,Net 30               ,3/5/2013 0:00,1/26/2021 0:00
CN970144,CN970144SERV_GP,AJK MANAGEMENT COMPANY,CINCINNATI     ,2690 MADISON ROAD,,,CINCINNATI,OH,45208,51335115000000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
AJK,AJKMECH_GP,"AJK Management, Inc.",COMMERCIAL     ,2690 Madison Rd,,,"Cincinnati,",OH,45206,51335115000000,Net 10               ,9/22/2004 0:00,9/22/2004 0:00
WV950128,WV950128SERV_GP,AJS DESIGNS & CONTRACTING,WEST VIRGINIA  ,1150 WALKER MILLS RD.,,,POLAND,OH,44514,80025746200000,Net 30               ,10/12/2004 0:00,1/26/2021 0:00
AKERS,AKERSMECH_GP,Akers Packaging,COMMERCIAL     ,2820 Lefferson Rd,,,Middletown,OH,45042-0610,51344289320000,Net 10               ,11/30/2010 0:00,11/30/2010 0:00
CN992306,CN992306SERV_GP,AKERS PACKAGING SERVICE GROUP,CINCINNATI     ,1500 S UNIVERSITY BLVD,,,MIDDLETOWN,OH,45044,51342303191130,Net 30               ,10/21/2024 0:00,12/12/2024 0:00
173,173SERV_QUAD,AKH Heron Technologies,,,,,,,,,,,
NV15001,NV15001SERV_GP,AKIVA SCHOOL,NASHVILLE      ,809 PERCY WARNER BLVD,,,NASHVILLE,TN,37205,61543225520000,Net 30               ,11/20/2014 0:00,11/24/2020 0:00
CN991092,CN991092SERV_GP,AKRO TOOL COMPANY,CINCINNATI     ,240 DONALD DRIVE,,,FAIRFIELD,OH,45014,51385815550000,Net 30               ,2/19/2008 0:00,1/26/2021 0:00
WV950244,WV950244SERV_GP,"AKZO NOBEL CHEMICALS, INC.",WEST VIRGINIA  ,P.O. BOX 1721  STATE ROUTE 2,,,GALLIPOLIS FERRY,WV,25515,30467511500000,Net 30               ,10/12/2004 0:00,1/26/2021 0:00
CN990368,CN990368SERV_GP,AL VAN MOTOR FREIGHT,CINCINNATI     ,2500 COMMERCE BLVD,,,CINCINNATI,OH,45241,51377247810000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
AL NEYER,AL NEYERMECH_GP,"AL. NEYER, LLC",COMMERCIAL     ,302 W. THIRD STREET,SUITE# 300,"City of Cincinnati, OH",CINCINNATI,OH,45202,51361861480000,Net 10               ,1/5/2010 0:00,1/15/2025 0:00
TN000623,TN000623SERV_GP,ALBA HEALTH,KNOXVILLE      ,PO BOX 128,CURTIS WATTS,,ROCKWOOD,TN,37854,86535404101523,Net 30               ,10/6/2005 0:00,1/30/2023 0:00
ALBA MANUFACTUR,ALBA MANUFACTURMECH_GP,"ALBA MANUFACTURING, INC.",COMMERCIAL     ,8950 SEWARD RD,,,FAIRFIELD,OH,45011,51387405510000,Net 10               ,6/26/2009 0:00,6/26/2009 0:00
TN991791,TN991791SERV_GP,ALBERT COLLVER,KNOXVILLE      ,6816 MOUNTAIN SHADOW DR,,,KNOXVILLE,TN,37918,86580695870000,Net 30               ,6/16/2016 0:00,1/30/2023 0:00
ALBERT HIGLEY,ALBERT HIGLEYMECH_GP,Albert M. Higley Co.,COMMERCIAL     ,2926 Chester Ave,,,Cleveland,OH,44114,,Net 10               ,1/7/2013 0:00,1/7/2013 0:00
CN940180,CN940180SERV_GP,"ALBRECHT, JOHN",CINCINNATI     ,3762 DRAKE AVENUE,,,CINCINNATI,OH,45209,51335137520000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
CN990641,CN990641SERV_GP,"ALBRECHT, TOM",CINCINNATI     ,3618 AMBERSON AVENUE,,,CINCINNATI,OH,45208,51333780510000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
DY990788,DY990788SERV_GP,"ALBRIGHT, FRED",DAYTON         ,2268 ROUTE 40 EAST,,,TIPP CITY,OH,45371,93797498800000,                     ,10/6/2004 0:00,1/26/2021 0:00
465,465SERV_QUAD,ALDI DC Mt. Juliet,,,,,,,,,,,
WV200212,WV200212SERV_GP,ALDI FOODS,WEST VIRGINIA  ,P.O. BOX 2997,,,SPRINGFIELD,OH,45501,93732355000000,Net 30               ,10/12/2004 0:00,1/26/2021 0:00
DY990592,DY990592SERV_GP,ALDI FOODS,DAYTON         ,2500 MICHIGAN AVE.,,,SIDNEY,OH,45365,93749209080000,                     ,10/6/2004 0:00,1/26/2021 0:00
TN991254,TN991254SERV_GP,ALEC BLAINE,KNOXVILLE      ,9223 COLCHESTER RIDGE,,,KNOXVILLE,TN,37922,86554857990000,Net 30               ,4/14/2009 0:00,1/30/2023 0:00
NV00042,NV00042SERV_GP,ALECIA,NASHVILLE      ,1217 HEIL QUAKER BLVD,,,LAVERGNE,TN,37086,61577214450000,Net 30               ,10/3/2017 0:00,10/3/2017 0:00
CN950062,CN950062SERV_GP,"ALEXANDER, JAMES",CINCINNATI     ,124 CONGRESS RUN,,,CINCINNATI,OH,45215,51352159620000,Net 30               ,10/6/2004 0:00,1/26/2021 0:00
