Master Customer Name Canonical,Industrial Group,Industry Detail,NAICS,Method,Status,Support Category,Company Website,Notes
CAROLINA ALE HOUSE,Commercial Services,Restaurant/bar,7225,Entity Inference,Final,Hospitality,,Imported from Batch4.md
CAROTHERS CORNER,Commercial Real Estate,Retail Center,531120,AI-Assisted Search,Final,,,Imported from Batch_20260118_Batch2.md
CARTRIDGE BREWING,Commercial Services,Brewery/taproom,3121,Rule-Based,Final,Hospitality,,Imported from Batch4.md
CASEYS GENERAL STORES,Commercial Services,Convenience/fuel retail,4471,Entity Inference,Final,Hospitality,,Imported from Batch4.md
CASHING THE BLUEGRASS,Commercial Services,Financial services,5223,Rule-Based,Final,,,Imported from Batch4.md
CATALYST PDG,Commercial Services,Business entity (unclear),,AI Analyst Research,Final,,,Imported from Batch4.md
CATHEDRAL OF THE ASSUMPTION,Non-Profit / Religious,Religious organization,8131,Rule-Based,Final,,,Imported from Batch4.md
CAZANA FAMILY DCP GENERAL PARTNERSHIP,Commercial Real Estate,Real Estate Partnership,531120,AI-Assisted Search,Final,,,Imported from Batch_20260118_Batch2.md
CB RAGLAND,Commercial Services,Individual/entity unclear,,AI Analyst Research,Final,,,Imported from Batch4.md
CB RICHARD ELLIS,Commercial Services,CRE services (CBRE),5312,Entity Inference,Final,,,Imported from Batch4.md
CBT,Commercial Services,Ambiguous,,AI Analyst Research,Final,,,Imported from Batch4.md
CC INDUSTRIES BILLING,Commercial Services,Corporate billing entity,,AI Analyst Research,Final,,,Imported from Batch4.md
CELLULAR SALES OF IN,Commercial Services,Wireless retail/services,5173,Heuristic,Final,,,Imported from Batch4.md
CENTER CITY INTERNATIONAL TRUCK,Commercial Services,Truck dealer/service,4412,Rule-Based,Final,,,Imported from Batch4.md
CENTERVILLECINCINNATI,Construction,Fire/security systems contractor,2382,Rule-Based,Final,Mechanical Contractor,,Imported from Batch2.md; unresolved master canonical 'CENTERVILLECINCINNATI'
CENTRAL INSUALTION SERVICES,Construction,Insulation contractor,2383,Rule-Based,Final,Mechanical Contractor,,Imported from Batch4.md
CENTURY MOLD,Manufacturing,Mold making,3335,Heuristic,Final,,,Imported from Batch4.md
CER SERVICES,Commercial Services,Services (unclear),,AI Analyst Research,Final,,,Imported from Batch4.md
CEREDO MANOR,Healthcare / Senior Living,Affordable Senior Housing,623312,AI Analyst Research,Final,,nationalchurchresidences.org,Imported from Batch_20260118_Batch4.md
CERROWIRE,Manufacturing,Wire/cable manufacturing,3359,Entity Inference,Final,,,Imported from Batch4.md
CESO,Commercial Services,Engineering/architecture,5413,Entity Inference,Final,,,Imported from Batch4.md
CEVA LOGISTICS,Commercial Services,Logistics,4931,Entity Inference,Final,,,Imported from Batch4.md
CH2MHILL,Construction,Engineering & Construction,541330,AI-Assisted Search,Final,,jacobs.com,Imported from Batch_20260118_Batch2.md
CHAMPIONS POINTE GOLF CLUB,Commercial Services,Golf club,7139,Rule-Based,Final,Hospitality,,Imported from Batch4.md
CHARLIE POND,Commercial Services,Individual/entity unclear,,AI Analyst Research,Final,,,Imported from Batch4.md
CHARTER COMMUNICATIONS,Commercial Services,Telecom,5173,Entity Inference,Final,,,Imported from Batch4.md
CHEF BEN HIBACHI AND CHINESE,Commercial Services,Restaurant,7225,Rule-Based,Final,Hospitality,,Imported from Batch4.md
CHEIF LOGAN STATE PARK,Municipal / Local Government,State Park,712190,AI Analyst Research,Final,,wvstateparks.com,Imported from Batch_20260118_Batch4.md
CHEMIE TEK,Manufacturing,Chemical Synthesis,325199,AI Analyst Research,Final,,chemietek.com,Imported from Batch_20260118_Batch4.md
CHEP SERVICES,Commercial Services,Pallet pooling/logistics,4931,Entity Inference,Final,,,Imported from Batch4.md
CHEROKEE MILLWRIGHT,Construction,Millwright & Industrial Services,238290,AI Analyst Research,Final,,cherokeemillwright.com,Imported from Batch_20260118_Batch4.md
CHICKFILA,Commercial Services,Restaurant,7225,Entity Inference,Final,Hospitality,,Imported from Batch4.md
CHILDREN,Commercial Services,Too generic,,AI Analyst Research,Final,,,Imported from Batch4.md
CHILDRENS MUSEUM OF OAK RIDGE,Non-Profit / Religious,Museum nonprofit,7121,Rule-Based,Final,,,Imported from Batch4.md
CHOP HOUSE HENDERSONVILLE,Commercial Services,Restaurant,7225,Rule-Based,Final,Hospitality,,"Imported from Batch4.md; expanded tokens ['CHOP', 'HOUSE'] -> 'CHOP HOUSE HENDERSONVILLE'"
CHOP HOUSE MURFREESBORO,Commercial Services,Restaurant,7225,Rule-Based,Final,Hospitality,,"Imported from Batch4.md; expanded tokens ['CHOP', 'HOUSE'] -> 'CHOP HOUSE MURFREESBORO'"
CHRISTEL HOUSE WEST,Public Schools (K–12),Public Charter School,611110,AI Analyst Research,Final,,christelhouse.org,Imported from Batch_20260118_Batch4.md
CHRISTIE COOKIE,Manufacturing,Cookie & Bakery Manufacturing,311821,AI Analyst Research,Final,,christiecookies.com,Imported from Batch_20260118_Batch4.md
CHUCK DAVIDSON,Commercial Services,Individual/entity unclear,,AI Analyst Research,Final,,,Imported from Batch4.md
CI THORNBURG,Commercial Services,Entity unclear,,AI Analyst Research,Final,,,Imported from Batch4.md
CINCINNATI 3301 MP WRK7,Commercial Real Estate,Property/site entity (coded),5311,Heuristic,Final,,,Imported from Batch4.md
CINCINNATI BELTING AND TRANSMISSION,Commercial Services,Industrial distribution,4238,Rule-Based,Final,,,Imported from Batch4.md
CINCINNATI CENTER FOR AUTISM,Non-Profit / Religious,Autism Therapy & Support,624120,AI Analyst Research,Final,,cincinnaticenterforautism.org,Imported from Batch_20260118_Batch4.md
CINCINNATI CHILDRENS MED CENTER,Healthcare / Senior Living,Pediatric Hospital,622110,AI Analyst Research,Final,,cincinnatichildrens.org,Imported from Batch_20260118_Batch5.md
CINCINNATI COMMERCIAL CONTRACTING,Commercial Services,Contractor (also fits construction),2362,Rule-Based,Final,,,Imported from Batch4.md
CINCINNATI FACIAL PLASTICS,Healthcare / Senior Living,Plastic Surgery Practice,621111,AI Analyst Research,Final,,cincyfacialplastics.com,Imported from Batch_20260118_Batch5.md
CINCINNATI LANDMARK PRODUCTIONS,Commercial Services,Media/production (unclear),5121,Heuristic,Final,,,Imported from Batch4.md
CINCINNATI METAL FABRICATING,Manufacturing,Metal fabrication,3323,Rule-Based,Final,,,Imported from Batch4.md
CINCINNATI MILACRON,Manufacturing,Industrial machinery,3332,Entity Inference,Final,,,Imported from Batch4.md
CINCINNATI PHYSICIANS,Commercial Services,Medical group (unclear),6211,Heuristic,Final,,,Imported from Batch4.md
CINCINNATI RADIATOR,Commercial Services,Automotive repair/parts,4413,Heuristic,Final,,,Imported from Batch4.md
CINCINNATI SPORTS MALL,Commercial Services,Sports facility,7139,Rule-Based,Final,Hospitality,,Imported from Batch4.md
CINCINNATI TENNIS LINDNER FAMILY TENNIS CENTER,Commercial Services,Sports Venue,711211,AI Analyst Research,Final,,cincytennis.com,Imported from Batch_20260118_Batch5.md
CINCINNATI TRUCK PARTS,Commercial Services,Truck parts distribution,4231,Rule-Based,Final,,,Imported from Batch4.md
CINCINNATI TRUCKING PARTS DO NOT USE,Commercial Services,Deactivated record,,Rule-Based,Final,,,Imported from Batch4.md
CINCINNATI UNITED CONTRACTORS,Commercial Services,Contractor association/contractor,2362,Heuristic,Final,,,Imported from Batch4.md
CINEPOLIS,Commercial Services,Movie theater,5121,Entity Inference,Final,Hospitality,,Imported from Batch4.md
CITY LINK CENTER,Non-Profit / Religious,Social services nonprofit,8133,Entity Inference,Final,,,Imported from Batch4.md
CIVIL AND ENVIRONMENTAL CONSULTANTS,Construction,Engineering consulting,5413,Entity Inference,Final,Mechanical Contractor,,Imported from Batch4.md
CLARKE AMERICANMIRC EXPRESS,Manufacturing,Secure Financial & Payment Printing,323,AI Analyst Research,Final,,https://www.clarkeamerican.com,Imported from Batch_20260118_Batch13.md
CLASSIC WOOD PRODUCTS,Manufacturing,Millwork Manufacturing,321918,AI Analyst Research,Final,,,Imported from Batch_20260118_Batch5.md
CLAYCO,Construction,Design-build / GC,2362,Entity Inference,Final,Mechanical Contractor,,Imported from Batch4.md
CLEAN SLATE SERVICES,Commercial Services,Services (unclear),,AI Analyst Research,Final,,,Imported from Batch4.md
CLEANLITES RECYCLING,Commercial Services,Recycling services,5621,Rule-Based,Final,,,Imported from Batch4.md
CLEVELAND CLIFFS,Manufacturing,Steel manufacturing,3311,Entity Inference,Final,,,Imported from Batch4.md
CLOPAY BUILDING PRODUCTS,Manufacturing,Building products manufacturing,3219,Entity Inference,Final,,,Imported from Batch4.md
CNJ FOOD DBA DOS BROS BEARDEN,Commercial Services,Restaurant,7225,Rule-Based,Final,,,"Imported from Batch4.md; expanded tokens ['DOS', 'BROS', 'BEARDEN'] -> 'CNJ FOOD DBA DOS BROS BEARDEN'"
COGO MINISTRIES,Non-Profit / Religious,Religious/nonprofit,8131,Rule-Based,Final,,,Imported from Batch4.md
COI BROOKS HILL ROAD 232,Commercial Real Estate,Property/address entity,5311,Rule-Based,Final,,,Imported from Batch4.md
COLD JET,Manufacturing,Dry Ice Blasting Equipment,333999,AI Analyst Research,Final,,coldjet.com,Imported from Batch_20260118_Batch5.md
COLONY HARDWARE,Commercial Services,Construction/industrial distribution,4238,Entity Inference,Final,,,Imported from Batch4.md
COLOR RESOLUTIONS INTERNATIONAL,Manufacturing,Colorants/chemicals,325,Entity Inference,Final,,,Imported from Batch4.md
COLUMBIA SUSSEX,Commercial Services,Hospitality management,7211,Entity Inference,Final,,,Imported from Batch4.md
COLUMBUS LOGISTICS PARK WEST BUILDING I,Commercial Real Estate,Industrial property entity,5311,Rule-Based,Final,,,Imported from Batch4.md
COLUMBUS MCKINNON,Manufacturing,Lifting/rigging equipment,3339,Entity Inference,Final,,,Imported from Batch4.md
COMBONI MISSION,Non-Profit / Religious,Religious/nonprofit,8131,Rule-Based,Final,,,Imported from Batch4.md
COMCAST,Commercial Services,Telecom,5173,Entity Inference,Final,,,Imported from Batch4.md
COMFORT SYSTEMS USA SHOFFNER,Commercial Services,Mechanical services,2382,Entity Inference,Final,,,Imported from Batch4.md
COMMUNITY BRANDS,Commercial Services,Software/services,5112,Entity Inference,Final,,,Imported from Batch4.md
COMMUNITY CORRECTIONAL CENTER,Commercial Services,Corrections/public safety (unclear),9221,Heuristic,Final,,,Imported from Batch4.md
COMPASS CAPITAL,Commercial Real Estate,Investment/property entity,5311,Heuristic,Final,,,Imported from Batch4.md
COMPUTER PLUS REPAIR,Commercial Services,IT repair,8112,Rule-Based,Final,,,Imported from Batch4.md
CONGREGATION MICAH,Non-Profit / Religious,Religious organization,8131,Rule-Based,Final,,,Imported from Batch4.md
CONLAN,Construction,Construction/GC,2362,Entity Inference,Final,Mechanical Contractor,,Imported from Batch4.md
CONNORS STEAK AND SEAFOOD,Commercial Services,Restaurant,7225,Rule-Based,Final,,,Imported from Batch4.md
CONSTELLIUM BOWLING GREEN,Manufacturing,Aluminum manufacturing,3313,Entity Inference,Final,,,Imported from Batch4.md
CONTINENTAL WEB PRESS,Manufacturing,Industrial printing presses,3332,Heuristic,Final,,,Imported from Batch4.md
CONTROL WORKS,Construction,Controls contractor/system integrator,2382,Heuristic,Final,Mechanical Contractor,,Imported from Batch4.md
CONVIRON,Commercial Services,Environmental equipment,3334,Heuristic,Final,,,Imported from Batch4.md
COOPER STANDARD AUTOMOTIVE,Manufacturing,Automotive components,3363,Entity Inference,Final,,,Imported from Batch4.md
CORE GROUP,Commercial Services,Too ambiguous (multiple “CORE”),,AI-Assisted Search,Final,,,Imported from Batch4.md
CORE GROUP CORE RESOURCES CORE OF SCOTTSVILLE,Commercial Services,Too ambiguous (multiple “CORE”),,AI-Assisted Search,Final,,,Imported from Batch4.md
CORE OF SCOTTSVILLE,Commercial Services,Too ambiguous (multiple “CORE”),,AI-Assisted Search,Final,,,Imported from Batch4.md
CORE RESOURCES,Commercial Services,Too ambiguous (multiple “CORE”),,AI-Assisted Search,Final,,,Imported from Batch4.md
CORNERSTONE COMPANIES,Commercial Services,Services/property/contracting (unclear),,AI Analyst Research,Final,,,Imported from Batch4.md
CORNERSTONE COMPANIES CORNERSTONE SERVICES,Commercial Services,Services/property/contracting (unclear),,AI-Assisted Search,Final,,,Imported from Batch4.md
CORNERSTONE II NORTHSHORE SPECIALTY EYECARE,Healthcare / Senior Living,Eye care clinic,6213,Rule-Based,Final,,,Imported from Batch4.md
CORNERSTONE SERVICES,Commercial Services,Services/property/contracting (unclear),,AI Analyst Research,Final,,,Imported from Batch4.md
CORSICANA,Commercial Services,Manufacturing/real estate (unclear),,AI Analyst Research,Final,,,Imported from Batch4.md
COTTINGHAM RETIREMENT COMMUNITY,Commercial Services,Senior living,6233,Heuristic,Final,,,Imported from Batch4.md
COUCHS RV NATION,Commercial Services,RV dealer,4412,Rule-Based,Final,,,Imported from Batch4.md
COUNTRYSIDE YMCA,Commercial Services,YMCA nonprofit,8134,Rule-Based,Final,,,Imported from Batch4.md
COURTESY ACURA,Commercial Services,Auto dealership,4411,Rule-Based,Final,,,Imported from Batch4.md
COURTS FOR SPORTS,Commercial Services,Sports facility,7139,Rule-Based,Final,Hospitality,,Imported from Batch4.md
COURTYARD BY MARRIOTT CINCINNATI MIDTOWNROOKWOOD,Commercial Services,Hotel,7211,Entity Inference,Final,Hospitality,,Imported from Batch4.md; resolved 'COURTYARD BY MARRIOTT' -> 'COURTYARD BY MARRIOTT CINCINNATI MIDTOWNROOKWOOD'
COVEDALE THEATER,Commercial Services,Performing arts venue,7111,Rule-Based,Final,Hospitality,,Imported from Batch4.md
COVINGTON AIR SYSTEMS,Construction,HVAC/mechanical contractor,2382,Rule-Based,Final,Mechanical Contractor,,Imported from Batch4.md
CP VI LLV,Commercial Real Estate,Property entity (coded),5311,Heuristic,Final,,,Imported from Batch4.md
CPS,Commercial Services,Ambiguous,,AI Analyst Research,Final,,,Imported from Batch4.md
CREATIVE IMAGES INSTITUTE OF COSMETOLOGY,Commercial Services,Cosmetology school,6115,Rule-Based,Final,Hospitality,,Imported from Batch4.md
CREATIVE LIQUID COATINGS,Commercial Services,Coatings manufacturing,3255,Heuristic,Final,,,Imported from Batch4.md
CREATIVE STRUCTURES,Construction,Contractor/fabricator,2362,Heuristic,Final,Mechanical Contractor,,Imported from Batch4.md
CRESCENT BUILDING GROUP,Construction,GC/developer,2362,Heuristic,Final,Mechanical Contractor,,Imported from Batch4.md
CROCS,Commercial Services,Apparel/retail brand,4482,Entity Inference,Final,Hospitality,,Imported from Batch4.md
CROSS KEYS CONDO ASSOCIATION,Commercial Services,Condo association,8139,Rule-Based,Final,,,Imported from Batch4.md
CROSSROADS,Commercial Services,Too ambiguous,,AI Analyst Research,Final,,,Imported from Batch4.md
CROSSROADS ORTHOPEDICS ARTHREX,Commercial Services,Ortho clinic,6211,Heuristic,Final,,,Imported from Batch4.md
CROWN LIFT TRUCKS,Commercial Services,Material handling equipment dealer,4238,Entity Inference,Final,,,Imported from Batch4.md
CROWNE PLAZA UNION STATION,Commercial Services,Hotel,7211,Entity Inference,Final,Hospitality,,Imported from Batch4.md
CTA ACOUSTICS,Manufacturing,Automotive acoustics,3363,Entity Inference,Final,,,Imported from Batch4.md
CTDI,Manufacturing,Electronics repair/logistics,8112,Entity Inference,Final,,,Imported from Batch4.md
CURTISMARUYASU AMERICA,Manufacturing,Manufacturing (unclear),,AI Analyst Research,Final,,,Imported from Batch4.md
CUSTOM MED APOTHECARY,Commercial Services,Compounding pharmacy,4461,Heuristic,Final,,,Imported from Batch4.md
CUTTING CREW,Commercial Services,Salon,8121,Heuristic,Final,,,Imported from Batch4.md
CW ZUMBIEL,Commercial Services,Printing/packaging,3231,Entity Inference,Final,,,Imported from Batch4.md
CYCLEBAR,Commercial Services,Fitness studio,7139,Entity Inference,Final,,,Imported from Batch4.md
DAE IL USA,Manufacturing,Automotive Gears Mfg,336350,AI Analyst Research,Final,,daeilusa.com,Imported from Batch_20260118_Batch5.md
DALEVILLE COMMUNITY SCHOOLS,Public Schools (K–12),Public school district,6111,Rule-Based,Final,,,Imported from Batch4.md
DALTILE,Manufacturing,Tile Manufacturing,327120,AI Analyst Research,Final,,daltile.com,Imported from Batch_20260118_Batch5.md
DAN BEARD COUNCIL BSOA,Non-Profit / Religious,Youth nonprofit,8134,Rule-Based,Final,,,Imported from Batch4.md
DANA DANVILLE,Manufacturing,Automotive Gaskets Mfg,336390,AI Analyst Research,Final,,dana.com,Imported from Batch_20260118_Batch5.md
DANA LOUISVILLE,Manufacturing,Automotive/Transport,3363,AI Analyst Research,Final,,dana.com,Imported from Batch_20260118_Batch5.md
DANIMER SCIENTIFIC KENTUCKY,Manufacturing,Bioplastics Manufacturing,325211,AI Analyst Research,Final,,danimerscientific.com,Imported from Batch_20260118_Batch5.md; resolved 'ANIMER SCIENTIFIC KENTUCKY' -> 'DANIMER SCIENTIFIC KENTUCKY'
DANIS,Construction,Construction Management / GC,236220,AI Analyst Research,Final,,danis.com,Imported from Batch_20260118_Batch5.md
DANIS BUILDING,Construction,Construction Management / GC,236220,AI Analyst Research,Final,,danis.com,Imported from Batch_20260118_Batch5.md
DATA TECH DEPOT HAMILTON,Commercial Services,IT & Printer Repair,811212,AI Analyst Research,Final,,dtdi.com,Imported from Batch_20260118_Batch5.md
DAVE AGRICOLA,Individual / Misc,Individual,,AI Analyst Research,Final,,,Imported from Batch_20260118_Batch5.md
DAVID AGRICOLA,Individual / Misc,Individual,,AI Analyst Research,Final,,,Imported from Batch_20260118_Batch5.md
DAVIS DISTRIBUTION SYSTEMS,Commercial Services,Wholesale Distribution,4238,AI Analyst Research,Final,,,Imported from Batch_20260118_Batch5.md
DAYTON ART INSTITUTE,Non-Profit / Religious,Art Museum,712110,AI Analyst Research,Final,,daytonartinstitute.org,Imported from Batch_20260118_Batch5.md
