Master Customer Name Canonical,Industrial Group,Industry Detail,NAICS,Method,Status,Support Category,Company Website,Notes
SAMUEL ADAMS BREWING,Commercial Services,Brewery,3121,Entity Inference,Final,Hospitality,,Imported from Batch2.md
SANDPIPER DATA SYSTEMS,Commercial Services,IT/services (unclear),,AI Analyst Research,Queued,,,Imported from Batch2.md
SANDVIK,Manufacturing,Industrial tools/materials,3335,Entity Inference,Final,,,Imported from Batch2.md
SANDVIK ABC,Manufacturing,Industrial tools/materials,3335,Entity Inference,Final,,,Imported from Batch2.md
SANDWICH SQUAD,Commercial Services,Quick service restaurant,7225,Rule-Based,Final,Hospitality,,Imported from Batch2.md
SARGENT AND GREENLEAF,Manufacturing,Security hardware manufacturing,3325,Entity Inference,Final,,,Imported from Batch2.md
SATCO,Manufacturing,Lighting products (ambiguous entity),,AI Analyst Research,Queued,,,Imported from Batch2.md
SAYRE SCHOOL,Public Schools (K–12),Private school,6111,Rule-Based,Final,,,Imported from Batch2.md
SAZERAC OF INDIANA,Manufacturing,Beverage manufacturing,3121,Entity Inference,Final,,,Imported from Batch2.md
SCENIC INDUSTRIES,Manufacturing,Manufacturing (unclear),,AI Analyst Research,Queued,,,Imported from Batch2.md
SCGIV KARCHS CROSSING,Commercial Real Estate,Property entities,5311,Rule-Based,Final,,,Imported from Batch2.md
SCGIV KARCHS CROSSING SCGIXHARVEST TOWNE SCGVI WASHINGTON MARKET,Commercial Real Estate,Property entities,5311,Rule-Based,Final,,,Imported from Batch2.md
SCGIXHARVEST TOWNE,Commercial Real Estate,Property entities,5311,Rule-Based,Final,,,Imported from Batch2.md
SCGVI WASHINGTON MARKET,Commercial Real Estate,Property entities,5311,Rule-Based,Final,,,Imported from Batch2.md
SCHENKER LOGISTICS SUITE A,Commercial Services,Logistics,4931,Entity Inference,Final,,,Imported from Batch2.md
SCHUMACHER DUGAN,Commercial Services,Professional services (unclear),,AI Analyst Research,Queued,,,Imported from Batch2.md
SCI,Commercial Services,Ambiguous acronym,,AI Analyst Research,Queued,,,Imported from Batch2.md
SCOS,Commercial Services,Ambiguous,,AI Analyst Research,Queued,,,Imported from Batch2.md
SEAPINE SOFTWARE,Commercial Services,Software,5112,Entity Inference,Final,,,Imported from Batch2.md
SEHLHORST EQUIPMENT SERVICES,Commercial Services,Equipment services,8113,Heuristic,Final,,,Imported from Batch2.md
SENTINEL AMAZON I,Commercial Real Estate,Industrial property entity,5311,Rule-Based,Final,,,Imported from Batch2.md
SERVICE WHOLESALE,Commercial Services,Wholesale distribution,423,Heuristic,Final,,,Imported from Batch2.md
SESE INDUSTRIAL SERVICES US,Commercial Services,Industrial services,5617,Rule-Based,Final,,,Imported from Batch2.md
SEVEN HILLS SCHOOL,Public Schools (K–12),Private school,6111,Rule-Based,Final,,,Imported from Batch2.md
SHARES,Commercial Services,Ambiguous,,AI Analyst Research,Queued,,,Imported from Batch2.md
SHARONVILLE CHAMBER OF COMMERCE,Non-Profit / Religious,Chamber of commerce,8139,Rule-Based,Final,,,Imported from Batch2.md
SHAW INDUSTRIES GROUP,Manufacturing,Flooring manufacturing,3141,Entity Inference,Final,,,Imported from Batch2.md
SHELBYKY TOURISM COMMISSION AND VISITORS BUREAU,Non-Profit / Religious,Tourism bureau,8139,Heuristic,Final,,,Imported from Batch2.md
SHERWIN WILLIAMS,Manufacturing,Paint/coatings manufacturing,3255,Entity Inference,Final,,,Imported from Batch2.md
SHOALS TECHNOLOGIES GROUP,Manufacturing,Electrical components,3359,Entity Inference,Final,,,Imported from Batch2.md
SHOFFNER KALTHOFF MES,Construction,Mechanical/Electrical services,2382,Heuristic,Final,Mechanical Contractor,,Imported from Batch2.md
SIBCY CLINE,Commercial Services,Real estate services,5312,Entity Inference,Final,,,Imported from Batch2.md
SIEMENS MOBILITY,Manufacturing,Rail systems/equipment,3365,Entity Inference,Final,,,Imported from Batch2.md
SIGS SPORTSPLEX,Commercial Services,Sports facility,7139,Rule-Based,Final,,,Imported from Batch2.md
SIKA AUTOMOTIVE KENTUCKY,Manufacturing,Automotive chemicals/adhesives,3255,Entity Inference,Final,,,Imported from Batch2.md
SILCO FIRE AND SECURITY,Construction,Fire/security systems contractor,2382,Rule-Based,Final,Mechanical Contractor,,Imported from Batch2.md
SILCO FIRE AND SECURITY CENTERVILLECINCINNATI,Construction,Fire/security systems contractor,2382,Rule-Based,Final,Mechanical Contractor,,Imported from Batch2.md
SIMPSON ORGANIZATION,Commercial Services,Corporate entity (unclear),,AI Analyst Research,Queued,,,Imported from Batch2.md
SIMS METAL,Manufacturing,Scrap metal processing,4239,Entity Inference,Final,,,Imported from Batch2.md
SINGLETON COMPANIES,Commercial Services,Ambiguous,,AI Analyst Research,Queued,,,Imported from Batch2.md
SINOMAX EAST,Manufacturing,Foam/furnishings manufacturing,337,Heuristic,Final,,,Imported from Batch2.md
SKEENS WAREHOUSE SERVICES,Commercial Services,Warehousing,4931,Rule-Based,Final,,,Imported from Batch2.md
SKICO,Commercial Services,Ambiguous,,AI Analyst Research,Queued,,,Imported from Batch2.md
SKILLED TRADES,Commercial Services,Staffing/trades services,5613,Heuristic,Final,,,Imported from Batch2.md
SKYLINE CHILI,Commercial Services,Restaurant,7225,Entity Inference,Final,Hospitality,,Imported from Batch2.md
SL TENNESSEE,Commercial Services,Ambiguous,,AI Analyst Research,Queued,,,Imported from Batch2.md
SLAMDOT,Commercial Services,IT services,5415,Entity Inference,Final,,,Imported from Batch2.md
SLEEP OUTFITTERS OUTLET,Commercial Services,Furniture retail,4421,Rule-Based,Final,Hospitality,,Imported from Batch2.md
SLICE OF STAINLESS,Manufacturing,Metal fabrication,3323,Heuristic,Final,,,Imported from Batch2.md
SMART TECHNOLOGIES ULC,Commercial Services,EdTech/technology,5112,Entity Inference,Final,,,Imported from Batch2.md
SMC OF AMERICA,Manufacturing,Industrial automation components,3339,Entity Inference,Final,,,Imported from Batch2.md
SMOBEE,Commercial Services,Ambiguous,,AI Analyst Research,Queued,,,Imported from Batch2.md
SMURFITSTONE,Manufacturing,Packaging/paper,3222,Entity Inference,Final,,,Imported from Batch2.md
SNYDERS LANCE,Manufacturing,Food manufacturing,311,Entity Inference,Final,,,Imported from Batch2.md
SOHO HOUSE NASHVILLE,Commercial Services,Private club/hospitality,7211,Entity Inference,Final,Hospitality,,Imported from Batch2.md
SOLID BLEND TECHNOLOGIES,Commercial Services,Industrial services (unclear),,AI Analyst Research,Queued,,,Imported from Batch2.md
SOLTECH,Commercial Services,Technology/services (unclear),,AI Analyst Research,Queued,,,Imported from Batch2.md
SONOCO CORRFLEX,Manufacturing,Packaging products,3222,Entity Inference,Final,,,Imported from Batch2.md
SONOCO FLEXIBLE,Manufacturing,Packaging products,3222,Entity Inference,Final,,,Imported from Batch2.md
SOUTH CHARLESTON SANTIARY BOARD,Commercial Services,Municipal utility board,2213,Rule-Based,Final,,,Imported from Batch2.md
SOUTH COAST MANAGMENT,Commercial Services,Property management (unclear),5313,Heuristic,Final,,,Imported from Batch2.md
SOUTH WESTERN COMMUNICATIONS,Commercial Services,Telecom/services (unclear),,AI Analyst Research,Queued,,,Imported from Batch2.md
SOUTHEASTERN ENVIRONMENTAL SOLUTIONS,Commercial Services,Environmental services,5629,Rule-Based,Final,,,Imported from Batch2.md
SOUTHERN OHIO BREWING,Commercial Services,Brewery/taproom,3121,Rule-Based,Final,Hospitality,,Imported from Batch2.md
SOUTHERN TENNESEE REGIONAL,Commercial Services,Healthcare or government (unclear),,AI Analyst Research,Queued,,,Imported from Batch2.md
SPARKZ,Commercial Services,Recreation/entertainment (unclear),7139,Heuristic,Final,,,Imported from Batch2.md
SPARTECH,Manufacturing,Plastics manufacturing,3261,Entity Inference,Final,,,Imported from Batch2.md
SPCA CINCINNATI,Non-Profit / Religious,Animal nonprofit,8133,Rule-Based,Final,,,Imported from Batch2.md
SPEEDWAY SUPERAMERICA,Commercial Services,Convenience/fuel retail,4471,Entity Inference,Final,Hospitality,,Imported from Batch2.md
SPIRALEDGE DBA SWIMOUTLETCOM,Commercial Services,E-commerce retail,4541,Heuristic,Final,,,Imported from Batch2.md; expanded tokens ['SWIMOUTLETCOM'] -> 'SPIRALEDGE DBA SWIMOUTLETCOM'
SPOHN GLOBAL ENTERPRISES,Commercial Services,Ambiguous,,AI Analyst Research,Queued,,,Imported from Batch2.md
SPRING GROVE CEMETERY,Non-Profit / Religious,Cemetery (often nonprofit),8122,Heuristic,Final,,,Imported from Batch2.md
SPRINGFIELD MUSEUM OF ART,Non-Profit / Religious,Arts nonprofit,7121,Rule-Based,Final,,,Imported from Batch2.md
SPRINGS AT OLDHAM RESERVE,Commercial Real Estate,Residential/community property,5311,Heuristic,Final,,,Imported from Batch2.md
SPRINGS WINDOW FASHIONS,Manufacturing,Window coverings manufacturing,337,Entity Inference,Final,,,Imported from Batch2.md
SQUARE,Commercial Services,Payments/fintech services,5223,Entity Inference,Final,,,Imported from Batch2.md
SQUARE ROOTS URBAN GROWERS,Commercial Services,Urban agriculture,1114,Heuristic,Final,,,Imported from Batch2.md
SSSB,Commercial Services,Ambiguous,,AI Analyst Research,Queued,,,Imported from Batch2.md
ST JOSEPH SCHOOL,Public Schools (K–12),Private/parochial school,6111,Rule-Based,Final,,,Imported from Batch2.md
ST WALBURG MONASTERY,Non-Profit / Religious,Religious organization,8131,Rule-Based,Final,,,Imported from Batch2.md
STANDEX ELECTRONICS,Manufacturing,Electronics manufacturing,3344,Entity Inference,Final,,,Imported from Batch2.md
STATUS DOUGH,Commercial Services,(listed above; may remain Retail/Hospitality),7225,Heuristic,Final,,,Imported from Batch2.md
STEAK ESCAPE,Commercial Services,Restaurant,7225,Rule-Based,Final,Hospitality,,Imported from Batch2.md
STEP RESOURCES,Commercial Services,Energy/resources (unclear),,AI Analyst Research,Queued,,,Imported from Batch2.md
STEPTOE AND JOHNSON PLLC,Commercial Services,Legal services,5411,Rule-Based,Final,,,Imported from Batch2.md
STERIS,Manufacturing,Medical equipment manufacturing,3391,Entity Inference,Final,,,Imported from Batch2.md
STEWART TITLE OF CINCINNATI,Commercial Services,Title/settlement services,5411,Heuristic,Final,,,Imported from Batch2.md
STITCHFIX,Commercial Services,E-commerce retail,4541,Entity Inference,Final,Hospitality,,Imported from Batch2.md
STOKELY HOSPITALITY ENTERPRISES,Commercial Services,Hospitality operator,7211,Heuristic,Final,,,Imported from Batch2.md
STONEPEAK CERAMICS,Manufacturing,Ceramic tile manufacturing,3271,Entity Inference,Final,,,Imported from Batch2.md
STORD FULLFILLMENT,Commercial Services,E-commerce fulfillment,4931,Entity Inference,Final,,,Imported from Batch2.md
STOROPACK,Manufacturing,Protective packaging,3222,Entity Inference,Final,,,Imported from Batch2.md
STOROPACK CSC,Manufacturing,Protective packaging,3222,Entity Inference,Final,,,Imported from Batch2.md
STRATA ENVIRONMETAL SERVICES,Commercial Services,Environmental services,5629,Rule-Based,Final,,,Imported from Batch2.md
STRATFORD,Commercial Services,Ambiguous,,AI Analyst Research,Queued,,,Imported from Batch2.md
STS PETER AND PAUL EARLY CHILDHOOD CENTER,Public Schools (K–12),Early childhood education,6244,Heuristic,Final,,,Imported from Batch2.md
SUBARU OF AMERICA,Manufacturing,Automotive (sales/ops),4411,Entity Inference,Final,,,Imported from Batch2.md
SUMCO PHOENIX,Manufacturing,Semiconductor manufacturing,3344,Entity Inference,Final,,,Imported from Batch2.md
SUMMIT BHC,Healthcare / Senior Living,Behavioral health services,6223,Entity Inference,Final,,,Imported from Batch2.md
SUMMIT ENERGY SERVICES,Commercial Services,Energy services,2213,Heuristic,Final,,,Imported from Batch2.md
SUMMIT EXPRESS POWELL,Commercial Services,Retail/service location (unclear),,AI Analyst Research,Queued,,,Imported from Batch2.md
SUMMIT SUPPLY GROUP,Commercial Services,Wholesale distribution,4238,Heuristic,Final,,,Imported from Batch2.md
SUNBELT RENTALS,Commercial Services,Equipment rental,5324,Entity Inference,Final,,,Imported from Batch2.md
SUNBELT RENTALS CLIMATE CONTROL,Commercial Services,Equipment rental,5324,Entity Inference,Final,,,"Imported from Batch2.md; expanded tokens ['CLIMATE', 'CONTROL'] -> 'SUNBELT RENTALS CLIMATE CONTROL'"
SUNGWOO HITECH AMERICA,Manufacturing,Automotive components,3363,Entity Inference,Final,,,Imported from Batch2.md
SUNRISE MANOR,Healthcare / Senior Living,Senior living / nursing,6231,Heuristic,Final,,,Imported from Batch2.md
SUPERIOR AUTOMOTIVE GROUP,Commercial Services,Auto dealer/group,4411,Rule-Based,Final,,,Imported from Batch2.md
SUPERIOR CAR WASH SOLUTIONS,Commercial Services,Car wash services,8111,Rule-Based,Final,,,Imported from Batch2.md
SUPREMEX,Commercial Services,Envelope/packaging,3222,Entity Inference,Final,,,Imported from Batch2.md
SUPREMEX MIDWEST,Commercial Services,Envelope/packaging,3222,Entity Inference,Final,,,Imported from Batch2.md
SUR LA TABLE BDC,Commercial Services,Retail distribution center,4931,Heuristic,Final,Hospitality,,Imported from Batch2.md
SURE GROUP DBA THE CINCINNATI AIR CONDITIONING,Construction,HVAC contractor,2382,Rule-Based,Final,Mechanical Contractor,,"Imported from Batch2.md; expanded tokens ['CINCINNATI', 'AIR', 'CONDITIONING'] -> 'SURE GROUP DBA THE CINCINNATI AIR CONDITIONING'"
SURE MECHANICAL,Construction,Mechanical contractor,2382,Rule-Based,Final,Mechanical Contractor,,Imported from Batch2.md
SWING FIT GOLF CLUB,Commercial Services,Recreation/fitness,7139,Rule-Based,Final,Hospitality,,Imported from Batch2.md
SYCAMORE COMMUNITY SCHOOLS,Public Schools (K–12),Public school district,6111,Rule-Based,Final,,,Imported from Batch2.md
SYENSQO MOUNT PLEASANT,Manufacturing,Specialty chemicals/materials,325,Entity Inference,Final,,,Imported from Batch2.md
SYMMETRY SURGICAL,Manufacturing,Medical devices,3391,Entity Inference,Final,,,Imported from Batch2.md
SYSTECON,Commercial Services,Consulting/engineering (unclear),,AI Analyst Research,Queued,,,"Imported from Batch2.md; expanded tokens ['SYSTECON', 'SYSTECON'] -> 'SYSTECON'"
T REX ARMS,Commercial Services,Retail (ambiguous),,AI Analyst Research,Queued,Hospitality,,Imported from Batch2.md
TAIN INVESTMENTS III,Commercial Real Estate,Investment/property (unclear),5311,Heuristic,Final,,,Imported from Batch2.md
TAMARACK MARKETPLACE,Commercial Real Estate,Retail property entity,5311,Rule-Based,Final,,,Imported from Batch2.md
TAPE PRODUCTS,Manufacturing,Packaging tapes,3261,Heuristic,Final,,,Imported from Batch2.md
TBD FOODS DBA GOLDEN CORRAL,Commercial Services,Restaurant franchise,7225,Rule-Based,Final,Hospitality,,"Imported from Batch2.md; expanded tokens ['GOLDEN', 'CORRAL'] -> 'TBD FOODS DBA GOLDEN CORRAL'"
TECHMAH CMF,Commercial Services,Ambiguous,,AI Analyst Research,Queued,,,Imported from Batch2.md
TECHMER PM,Manufacturing,Plastics compounds,3259,Entity Inference,Final,,,Imported from Batch2.md
TEKRAN INSTRUMENTS,Manufacturing,Scientific instruments,3345,Entity Inference,Final,,,Imported from Batch2.md
TEKWORX,Commercial Services,(covered as TEKWORX),5415,Entity Inference,Final,,,Imported from Batch2.md; resolved 'TEKWO RX' -> 'TEKWORX'
TELEDYNE,Manufacturing,Aerospace/electronics manufacturing,3364,Entity Inference,Final,,,Imported from Batch2.md
TENBARGE,Commercial Services,Ambiguous,,AI Analyst Research,Queued,,,Imported from Batch2.md
TENDER MERCIES,Non-Profit / Religious,Nonprofit social services,8133,Entity Inference,Final,,,Imported from Batch2.md
TENNESSEAN HOA BILLING,Commercial Real Estate,HOA/property association,8139,Heuristic,Final,,,Imported from Batch2.md
TENNESSEE CANCER SPECIALISTS,Healthcare / Senior Living,Oncology practice,6211,Rule-Based,Final,,,Imported from Batch2.md
TENNESSEE ENDOSCOPY CENTER,Healthcare / Senior Living,Outpatient endoscopy,6214,Rule-Based,Final,,,Imported from Batch2.md
TENNISPOINT,Commercial Services,Sporting goods retail (online),4541,Heuristic,Final,Hospitality,,Imported from Batch2.md
TERA DATA,Commercial Services,Technology (unclear entity string),,AI Analyst Research,Queued,,,Imported from Batch2.md
TERILLIUM,Commercial Services,Consulting/technology,5416,Entity Inference,Final,,,Imported from Batch2.md
TGT TRANSPORTATION,Commercial Services,Transportation/logistics,4841,Rule-Based,Final,,,Imported from Batch2.md
THALER MACHINE,Manufacturing,Machinery manufacturing,3339,Heuristic,Final,,,Imported from Batch2.md
THERMAL CARE,Manufacturing,Industrial chillers/HVAC equipment,3334,Heuristic,Final,,,Imported from Batch2.md
THERMATRONX,Manufacturing,Industrial equipment (unclear),,AI Analyst Research,Queued,,,Imported from Batch2.md
THIRD EYE BREWING,Commercial Services,Brewery / taproom,312120,Rule-Based,Final,Hospitality,,Imported from Batch Process 1.md
THIRD ROCK CONSULTANTS,Commercial Services,Management consulting,541690,Rule-Based,Final,,,Imported from Batch Process 1.md
THOMAS OVERTON,Individual / Misc,Individual,,Rule-Based,Final,,,Imported from Batch Process 1.md
THOMPSON HINE LLP,Commercial Services,Legal services,541110,Rule-Based,Final,,,Imported from Batch Process 1.md
THREE RIVERS SHEET METAL,Construction,Sheet metal & HVAC,238160,Rule-Based,Final,Mechanical Contractor,,Imported from Batch Process 1.md
THYSSENKRUPP BILSTEIN,Manufacturing,Automotive shock absorbers,336390,Entity Inference,Final,,,Imported from Batch Process 1.md
TIPPECANOE SCHOOL,Public Schools (K–12),Public school,611110,Rule-Based,Final,,,Imported from Batch Process 1.md
TITLE BOXING CLUB,Commercial Services,Fitness services,713940,Rule-Based,Final,,,Imported from Batch Process 1.md
TKO GRAPHIX,Commercial Services,Printing & graphics,323111,Rule-Based,Final,,,Imported from Batch Process 1.md
TLG PETERBILT,Commercial Services,Truck sales & service,441228,Rule-Based,Final,,,Imported from Batch Process 1.md
TLP 117 COLLINS,Commercial Real Estate,Property holding entity,531120,Rule-Based,Final,,,Imported from Batch Process 1.md
TOPGOLF,Commercial Services,Entertainment venue,713990,Entity Inference,Final,Hospitality,,Imported from Batch Process 1.md
TOPGOLF NASHVILLE,Commercial Services,Entertainment venue,713990,Entity Inference,Final,Hospitality,,Imported from Batch Process 1.md
TOPURA AMERICA FASTENER,Manufacturing,Industrial fasteners,332722,Heuristic,Final,,,Imported from Batch Process 1.md
TOTAL RESTORATION SOLUTIONS,Construction,Building restoration,236118,Rule-Based,Final,Mechanical Contractor,,Imported from Batch Process 1.md
TOWER CONDOMINIUMS,Commercial Real Estate,Condominium ownership,531110,Rule-Based,Final,,,Imported from Batch Process 1.md
TOWN AND COUNTRY FORD,Commercial Services,Auto dealership,441110,Rule-Based,Final,Hospitality,,Imported from Batch Process 1.md
TP MECHANICAL,Construction,Mechanical contractor,238220,Rule-Based,Final,Mechanical Contractor,,Imported from Batch Process 1.md
TPG PLASTICS,Manufacturing,Plastics manufacturing,326199,Heuristic,Final,,,Imported from Batch Process 1.md
TRACTOR SUPPLY,Commercial Services,Farm & ranch retail,444130,Entity Inference,Final,Hospitality,tractorsupply.com,Imported from Batch Process 1.md
TRANE,Manufacturing,HVAC equipment manufacturing,333415,Entity Inference,Final,,trane.com,Imported from Batch Process 1.md
TRANSPORT INTERNATIONAL POOL,Commercial Services,Transportation asset pooling,488510,Heuristic,Final,,,Imported from Batch Process 1.md
TRI STATE MECHANICAL,Construction,Mechanical contractor,238220,Rule-Based,Final,Mechanical Contractor,,Imported from Batch Process 1.md
TRIM PARTS,Manufacturing,Automotive components,336390,Heuristic,Final,,,Imported from Batch Process 1.md
TRIPLE CREEK RETIREMENT,Healthcare / Senior Living,Senior living,623312,Rule-Based,Final,,,Imported from Batch Process 1.md
TRIPLE HEARTS DBA TACK HOUSE PUB,Commercial Services,Restaurant / pub,722511,Rule-Based,Final,Hospitality,,"Imported from Batch Process 1.md; expanded tokens ['TACK', 'HOUSE', 'PUB'] -> 'TRIPLE HEARTS DBA TACK HOUSE PUB'"
TSUDA USA,Manufacturing,Automotive components,336390,Heuristic,Final,,,Imported from Batch Process 1.md
TUFF 2200 SUTHERLAND AVE,Commercial Real Estate,Property holding entity,531120,Rule-Based,Final,,,Imported from Batch Process 1.md
TUFF TORQ,Manufacturing,Power transmission components,333612,Heuristic,Final,,,Imported from Batch Process 1.md
U LINE,Commercial Services,Industrial supplies distribution,424690,Entity Inference,Final,,uline.com,Imported from Batch Process 1.md; resolved 'ULINE' -> 'U LINE'
UBE AUTOMOTIVE NORTH AMERICA,Manufacturing,Automotive components,336390,Heuristic,Final,,,Imported from Batch Process 1.md
UGN,Manufacturing,Automotive components,336390,Heuristic,Final,,,Imported from Batch Process 1.md
UHAUL,Commercial Services,Moving & storage,484210,Entity Inference,Final,,uhaul.com,Imported from Batch Process 1.md
UK CENTER FOR APPLIED ENERGY RESEARCH,Energy Services,Energy research institute,541715,Rule-Based,Final,,,Imported from Batch Process 1.md
UNIFIRST,Commercial Services,Uniform rental services,812332,Entity Inference,Final,,unifirst.com,Imported from Batch Process 1.md
UNION ODC BREP I,Commercial Real Estate,Property ownership,531120,Heuristic,Final,,,Imported from Batch Process 1.md
UNION STATION,Commercial Real Estate,Property ownership,531120,Heuristic,Final,,,Imported from Batch Process 1.md
UNITED STATES COLD STORAGE,Commercial Services,Cold storage logistics,493120,Rule-Based,Final,,,Imported from Batch Process 1.md
UNIVERISTY TOWER,Commercial Real Estate,Property ownership,531120,Rule-Based,Final,,,Imported from Batch Process 1.md
UPM PHARMACEUTICALS,Manufacturing,Pharmaceutical manufacturing,325412,Heuristic,Final,,,Imported from Batch Process 1.md
URBAN SITES,Commercial Real Estate,Real estate development,236220,Heuristic,Final,,,Imported from Batch Process 1.md
US CELLULAR,Commercial Services,Wireless telecommunications,517312,Entity Inference,Final,Telecommunications,uscellular.com,Imported from Batch Process 1.md
US FOOD SERVICEKNOXVILLE,Commercial Services,Food distribution,424490,Rule-Based,Final,,,Imported from Batch Process 1.md; resolved 'US FOOD SERVICE' -> 'US FOOD SERVICEKNOXVILLE'
US HAZMAT RENTALS,Commercial Services,Equipment rental,532490,Rule-Based,Final,,,Imported from Batch Process 1.md
UST DBA LANDMARK CERAMICS,Manufacturing,Ceramic tile manufacturing,327122,Heuristic,Final,,,"Imported from Batch Process 1.md; expanded tokens ['LANDMARK', 'CERAMICS'] -> 'UST DBA LANDMARK CERAMICS'"
USUI INTERNATIONAL,Manufacturing,Automotive components,336390,Heuristic,Final,,,Imported from Batch Process 1.md
UTC AEROSPACE SYSTEMS,Manufacturing,Aerospace components,336413,Entity Inference,Final,,,Imported from Batch Process 1.md
VALASSIS DIRECT MAIL,Manufacturing,Printing & marketing services,323111,Heuristic,Final,,,Imported from Batch Process 1.md
VALEO,Manufacturing,Automotive systems,336390,Entity Inference,Final,,valeo.com,Imported from Batch Process 1.md
VALEO CLIMATE CONTROL,Commercial Services,Equipment rental,5324,Entity Inference,Final,,,"Imported from Batch2.md; expanded tokens ['CLIMATE', 'CONTROL'] -> 'VALEO CLIMATE CONTROL'"
VALTRONICS,Manufacturing,Electronics manufacturing,334419,Heuristic,Final,,,Imported from Batch Process 1.md
VANDERBILT CHEMICALS,Manufacturing,Specialty chemicals,325998,Entity Inference,Final,,vanderbiltchemicals.com,Imported from Batch Process 1.md
VANDERBILT MAURY RADIATION ONCOLOGY,Healthcare / Senior Living,Radiation oncology,621111,Rule-Based,Final,,,Imported from Batch Process 1.md
VENTRA PLASTICS RUSSELLVILLE A DIVISION OF FLEXNGATE,Manufacturing,Automotive plastics,326199,Entity Inference,Final,,,Imported from Batch Process 1.md; resolved 'VENTRA PLASTICS' -> 'VENTRA PLASTICS RUSSELLVILLE A DIVISION OF FLEXNGATE'
VEREGY INDIANA,Energy Services,Energy services / ESCO,221330,Entity Inference,Final,,,Imported from Batch Process 1.md
VFP FIRE SYSTEMS,Construction,Fire protection systems,238290,Rule-Based,Final,Mechanical Contractor,,Imported from Batch Process 1.md
VICTORIA THEATRE ASSOCIATION,Non-Profit / Religious,Performing arts nonprofit,813990,Rule-Based,Final,,,Imported from Batch Process 1.md
VICTORIAN SQUARE,Commercial Real Estate,Property ownership,531120,Heuristic,Final,,,Imported from Batch Process 1.md
VIKING PLASTICS,Manufacturing,Plastics manufacturing,326199,Heuristic,Final,,,Imported from Batch Process 1.md
VINYLMAX,Manufacturing,Windows & doors,321911,Heuristic,Final,,,Imported from Batch Process 1.md
VISION BEST EYE CARE,Healthcare / Senior Living,Optometry,621320,Rule-Based,Final,,,Imported from Batch Process 1.md
VOLUNTEER MECHANICAL,Construction,Mechanical contractor,238220,Rule-Based,Final,Mechanical Contractor,,Imported from Batch Process 1.md
VYTRON,Manufacturing,Electronics manufacturing,,AI Analyst Research,Queued,,,Imported from Batch Process 1.md
WABTEC,Manufacturing,Rail & industrial equipment,336510,Entity Inference,Final,,wabteccorp.com,Imported from Batch Process 1.md
WAREHOUSE OPTIMIZERS,Commercial Services,Warehouse consulting,541614,Rule-Based,Final,,,Imported from Batch Process 1.md
WATKINS ROAD OWNER,Commercial Real Estate,Property ownership,531120,Rule-Based,Final,,,Imported from Batch Process 1.md
WAUPACA FOUNDRY,Manufacturing,Metal casting,331511,Heuristic,Final,,,Imported from Batch Process 1.md
WAYFAIR,Commercial Services,E-commerce retail,454110,Entity Inference,Final,Hospitality,wayfair.com,Imported from Batch Process 1.md
WAYFAIR ERLANGER,Commercial Services,E-commerce retail,454110,Entity Inference,Final,Hospitality,wayfair.com,Imported from Batch Process 1.md; auto-expanded 'WAYFAIR ALL LOCATIONS' -> 'WAYFAIR ERLANGER'
WAYFAIR FLORENCE,Commercial Services,E-commerce retail,454110,Entity Inference,Final,Hospitality,wayfair.com,Imported from Batch Process 1.md; auto-expanded 'WAYFAIR ALL LOCATIONS' -> 'WAYFAIR FLORENCE'
WAYFAIR GROVEPORT,Commercial Services,E-commerce retail,454110,Entity Inference,Final,Hospitality,wayfair.com,Imported from Batch Process 1.md; auto-expanded 'WAYFAIR ALL LOCATIONS' -> 'WAYFAIR GROVEPORT'
WAYFAIR HEBRON,Commercial Services,E-commerce retail,454110,Entity Inference,Final,Hospitality,wayfair.com,Imported from Batch Process 1.md; auto-expanded 'WAYFAIR ALL LOCATIONS' -> 'WAYFAIR HEBRON'
WAYFAIR LOUISVILLE,Commercial Services,E-commerce retail,454110,Entity Inference,Final,Hospitality,wayfair.com,Imported from Batch Process 1.md; auto-expanded 'WAYFAIR ALL LOCATIONS' -> 'WAYFAIR LOUISVILLE'
WAYFAIR WEST CHESTER,Commercial Services,E-commerce retail,454110,Entity Inference,Final,Hospitality,wayfair.com,Imported from Batch Process 1.md; auto-expanded 'WAYFAIR ALL LOCATIONS' -> 'WAYFAIR WEST CHESTER'
WEBB SCHOOL OF KNOXVILLE,Private Schools (K–12),Private school,611110,Rule-Based,Final,,,Imported from Batch Process 1.md
WESLEY VILLAGE,Healthcare / Senior Living,Senior living,623312,Heuristic,Final,,,Imported from Batch Process 1.md
WEST HIGH ST INVESTMENTS,Commercial Real Estate,Property investment,531120,Heuristic,Final,,,Imported from Batch Process 1.md
WESTERN PLAZA THOMPSON THRIFT,Commercial Real Estate,Shopping center ownership,531120,Rule-Based,Final,,,Imported from Batch Process 1.md; resolved 'WESTERN PLAZA' -> 'WESTERN PLAZA THOMPSON THRIFT'
WESTMINSTER NEIGHBORHOOD SERVICES,Non-Profit / Religious,Community services nonprofit,813319,Rule-Based,Final,,,Imported from Batch Process 1.md
WESTROCK,Manufacturing,Packaging & paper,322211,Entity Inference,Final,,westrock.com,Imported from Batch Process 1.md
WESTROCK CINCINNATI,Manufacturing,Packaging & paper,322211,Entity Inference,Final,,westrock.com,Imported from Batch Process 1.md
WILLIAMSBURG SCHOOLS,Public Schools (K–12),Public school district,611110,Rule-Based,Final,,,Imported from Batch Process 1.md
